[00:00:08	]Lynx has gone afk.
[18:42:40	]black hamasan is no longer unconscious from critical wounds.
[18:42:40	]Nicholas Newman opened the 'Large Metal Cabinet' #2188 container.
[18:42:42	]Nicholas Newman closed the 'Large Metal Cabinet' #2188 container.
[18:42:43	][IC] black hamasan: Ah.
[18:42:43	]Nicholas Newman opened the 'Large Metal Cabinet' #2187 container.
[18:42:45	]Nicholas Newman closed the 'Large Metal Cabinet' #2187 container.
[18:42:46	][LOOC] Karındeşen Jack: korkutmak için koydumda vurdu yanlıslıkla
[18:43:00	]Nicholas Newman opened the 'Large Metal Cabinet' #2188 container.
[18:43:00	]Karındeşen Jack has spawned a 'NPC [4673][npc_vortigaunt]'.
[18:43:00	]Nicholas Newman closed the 'Large Metal Cabinet' #2188 container.
[18:43:02	]Nicholas Newman opened the 'Large Metal Cabinet' #2188 container.
[18:43:02	]Nicholas Newman closed the 'Large Metal Cabinet' #2188 container.
[18:43:03	]Karındeşen Jack has used a context menu option with the name: rb655_make_hostile
[18:43:03	]Karındeşen Jack exited observer at their location.
[18:43:05	][IC] black hamasan: Boşver burayı.
[18:43:05	]Karındeşen Jack entered observer.
[18:43:06	]Nicholas Newman opened the 'Large Metal Cabinet' #2190 container.
[18:43:06	]Nicholas Newman closed the 'Large Metal Cabinet' #2190 container.
[18:43:08	]Nicholas Newman opened the 'Large Metal Cabinet' #2192 container.
[18:43:08	]Nicholas Newman closed the 'Large Metal Cabinet' #2192 container.
[18:43:09	][IC] black hamasan: HAYIR.
[18:43:16	][IC] black hamasan: AAAA.
[18:43:16	]Karındeşen Jack used command '/PM black vortigaunt mağarası burası'.
[18:43:21	]Karındeşen Jack exited observer at their location.
[18:43:22	]Karındeşen Jack entered observer.
[18:43:26	]Nicholas Newman ran 'take' on item 'Araç Kiti' (#14317)
[18:43:26	]Nicholas Newman has gained a 'Araç Kiti' #14317.
[18:43:35	]Karındeşen Jack has used a context menu option with the name: door_lockunlock
[18:43:36	]Karındeşen Jack has used a context menu option with the name: door_lockunlock
[18:43:45	]Revain loaded the character 'Frank Dogan'
[18:43:45	][LOOC] Karındeşen Jack: bulmana sasırdım aslında
[18:43:45	]black hamasan used command '/PM karındeşen onlar normalde saldırmazlardı öyle hatırlıyorum'.
[18:43:50	]Frank Dogan ran SAM command 'asay' with arguments: 'geldm'
[18:43:54	][LOOC] Karındeşen Jack: baselerine girdin
[18:43:55	]Frank Dogan entered observer.
[18:43:58	]Karındeşen Jack used command '/PM black o yüzden'.
[18:43:59	]Frank Dogan exited observer at their location.
[18:44:09	][IC] Frank Dogan: Ugh...
[18:44:12	][IC] black hamasan: Iyimisin.
[18:44:16	][IC] Frank Dogan: Hiç iyi değilim.
[18:44:24	]Karındeşen Jack has used a context menu option with the name: remove
[18:44:26	][IC] black hamasan: Çok yüksekten düştün.
[18:44:26	][ME] Frank Dogan: ayakta duramaz ve yere yüz üstü düşer
[18:44:36	]Frank Dogan used command '/ActDown 1'.
[18:44:46	][ME] black hamasan: onu kaldırıp duvara yaslancak şekilde oturtur
[18:44:50	]Frank Dogan used command '/ExitAct'.
[18:44:57	]Frank Dogan used command '/ActSitWall'.
[18:44:59	]Frank Dogan used command '/ActSitWall'.
[18:45:00	][IC] black hamasan: Yaslan şöyle duvara.
[18:45:00	]Frank Dogan used command '/ActSitWall'.
[18:45:04	]Frank Dogan used command '/ActSit 2'.
[18:45:09	]Nicholas Newman ran SAM command 'asay' with arguments: 'sökme işlemi için admin gerekli'
[18:45:14	][IC] black hamasan: Biraz dur.
[18:45:16	]Nicholas Newman ran 'Equip' on item 'Levye' (#24204)
[18:45:30	][IC] Frank Dogan: Destek geliyormu?
[18:45:34	][IC] black hamasan: Bilmiyorum.
[18:45:37	][IC] Frank Dogan: En son denizde bir araç görmüştük.
[18:45:44	]Frank Dogan ran SAM command 'asay' with arguments: 'aga destek olarak gelmiyonmu la'
[18:45:44	]Victorian has connected.
[18:45:50	][IC] black hamasan: Evet ama gitti o araç.
[18:45:56	][IC] black hamasan: Öyle gördüm daha doğrusu.
[18:46:02	]Nicholas Newman ran 'EquipUn' on item 'Levye' (#24204)
[18:46:03	]Nicholas Newman ran 'Equip' on item 'Levye' (#24204)
[18:46:10	][IC] Frank Dogan: Belkide yardım etmek için bizi arıyordur.
[18:46:15	][IC] black hamasan: Indiğimde araç yoktu.
[18:46:17	][IC] black hamasan: Belki.
[18:46:35	][IC] Frank Dogan: Pekala gördüğüm üzere.
[18:46:37	][IC] Frank Dogan: Bir bomba bulduk.
[18:46:41	][IC] Frank Dogan: O bombayla napacağız.
[18:46:41	][IC] black hamasan: Bizim tek çıkış yolumuz mekanik bilgisi olan biri.
[18:46:49	][IC] Frank Dogan: Birde kaplama şeyi vardı.
[18:46:50	][IC] black hamasan: Belki o kapıyı patlatabiliriz.
[18:46:54	][IC] Frank Dogan: Onarım kaplaması var.
[18:46:58	]Victorian loaded the character 'Fikret Saric'
[18:47:05	][IC] black hamasan: Kapıyı patlatabilirmiyiz.
[18:47:09	][IC] Frank Dogan: Bombayı kullanmayalım ama şey yapabiliriz.
[18:47:12	]Fikret Saric entered observer.
[18:47:14	][IC] Frank Dogan: O elektriği kapatırız.
[18:47:16	][IC] Frank Dogan: Ondan sonra.
[18:47:24	][IC] Frank Dogan: Parçaları değiştiririz.
[18:47:30	][IC] Frank Dogan: Onaırm kaplaması ile kaplarız.
[18:47:35	][IC] Frank Dogan: Sorun çözülür.
[18:47:38	][IC] black hamasan: Tamam ama mekanik bilgim yok senin varmı.
[18:47:41	]Fikret Saric ran SAM command 'asay' with arguments: 'sunucu hakkında video çekicem'
[18:47:42	][IC] Frank Dogan: Benim var.
[18:47:57	][IC] black hamasan: Tamam o zaman kaplamayı yapıp tamir ederiz.
[18:48:01	]Fikret Saric exited observer at their location.
[18:48:01	]Frank Dogan used command '/PM karındeşen aga'.
[18:48:14	]Frank Dogan used command '/PM karındeşen elektriği kapatma yeri nerde onun rolsel olarak'.
[18:48:18	]Frank Dogan used command '/ExitAct'.
[18:48:21	][IC] Frank Dogan: Evet.
[18:48:30	][IC] black hamasan: Daha iyimisin şuan.
[18:48:31	][IC] Frank Dogan: Elimden tutsana düşücem.
[18:48:33	]Nicholas Newman ran 'EquipUn' on item 'Levye' (#24204)
[18:48:38	][IC] Frank Dogan: Biraz destek gerekiyor.
[18:48:39	][ME] black hamasan: koluna girer
[18:48:41	][IC] black hamasan: Tamam.
[18:49:13	]Frank Dogan used command '/PM karındeşen elektriği kapatma yeri nerde onun rolsel olarak'.
[18:49:14	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:49:14	]Nicholas Newman has gained a 'Breen'in Suyu' #24483.
[18:49:15	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:49:15	]Nicholas Newman has gained a 'Breen'in Suyu' #24484.
[18:49:21	]Nicholas Newman ran 'Consume' on item 'Breen'in Suyu' (#24484)
[18:49:22	]Nicholas Newman ran 'Consume' on item 'Breen'in Suyu' (#24483)
[18:49:22	]Nicholas Newman has gained a 'Boş Breen'in Suyu' #24486.
[18:49:25	]Nicholas Newman ran 'drop' on item 'Boş Breen'in Suyu' (#24486)
[18:49:25	]Nicholas Newman has lost a 'Boş Breen'in Suyu' #24486.
[18:49:34	]Frank Dogan used command '/PM karındeşen burdamısın knk'.
[18:49:38	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:49:38	]Nicholas Newman has gained a 'Yapıştırıcı' #24487.
[18:49:39	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:49:39	]Nicholas Newman has gained a 'Yapıştırıcı' #24488.
[18:49:39	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:49:39	]Nicholas Newman has gained a 'Yapıştırıcı' #24489.
[18:49:40	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:49:40	]Nicholas Newman has gained a 'Yapıştırıcı' #24490.
[18:49:48	][IC] black hamasan: Gel.
[18:49:58	][IC] Frank Dogan: Galiba kemiklerim kırıldı.
[18:50:07	][IC] Frank Dogan: Bu nasıl acı ya.
[18:50:08	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:50:08	]Nicholas Newman has gained a 'Büyük Çanta' #24491.
[18:50:09	][IC] black hamasan: Zıplayabilicekmisin.
[18:50:16	][IC] Frank Dogan: Galiba hayır.
[18:50:19	][IC] Frank Dogan: Ama uzanmayı deneyeceğim.
[18:50:22	][IC] black hamasan: Hmm nasıl geçiceksin.
[18:50:24	][IC] black hamasan: Tamam.
[18:50:30	][ME] Frank Dogan: karşı tahtaya uzanır ve geçmeye çalışır
[18:50:35	]Frank Dogan rolled 15 out of 20 (+4 from Güç).
[18:50:35	]Frank Dogan used command '/Roll strength'.
[18:50:36	]Nicholas Newman ran 'Use' on item '15 Kredi Kuponu' (#24265)
[18:50:39	]Nicholas Newman ran 'Use' on item '15 Kredi Kuponu' (#24265)
[18:50:41	]Nicholas Newman ran 'Use' on item '15 Kredi Kuponu' (#24265)
[18:50:41	]Frank Dogan used command '/PM karındeşen aga nerdesin'.
[18:50:42	]Frank Dogan used command '/PM karındeşen aga nerdesin'.
[18:50:43	]Frank Dogan entered observer.
[18:50:44	]Nicholas Newman ran 'Use' on item '15 Kredi Kuponu' (#24265)
[18:50:46	]Nicholas Newman has used a coupon at a ration dispenser, gaining 15 credits.
[18:50:48	]Frank Dogan exited observer at their location.
[18:50:49	]Frank Dogan used command '/PM karındeşen aga nerdesin'.
[18:50:50	]Frank Dogan used command '/PM karındeşen aga nerdesin'.
[18:50:53	]Nicholas Newman ran 'Use' on item '15 Kredi Kuponu' (#24265)
[18:50:55	]Nicholas Newman has used a coupon at a ration dispenser, gaining 15 credits.
[18:50:59	]Nicholas Newman ran 'Use' on item '15 Kredi Kuponu' (#24265)
[18:51:01	]Nicholas Newman has used a coupon at a ration dispenser, gaining 15 credits.
[18:51:03	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:51:03	]Nicholas Newman has gained a 'Group Lock' #24492.
[18:51:03	][PICKUP DISPENSER] Scientist ( Nicholas Newman ) picked up an item from the pickup dispenser.
[18:51:03	]Nicholas Newman has gained a 'Asma Kilit' #24493.
[18:51:04	][LOOC] Frank Dogan: beyin gelsin bi
[18:51:25	]Fikret Saric entered observer.
[18:51:28	]Frank Dogan entered observer.
[18:51:29	]Frank Dogan exited observer at their location.
[18:51:30	][LOOC] black hamasan: bence 20 de 15 te geçebilirsin
[18:51:40	]Nicholas Newman has gained level 13 in the Hız skill.
[18:51:46	][LOOC] Frank Dogan: 19 yaptım 
[18:52:07	][LOOC] black hamasan: ha o zaman her türle geçmiş olman gerekmezmi
[18:52:10	][LOOC] Frank Dogan: total is 19 diiyor
[18:52:12	]Frank Dogan entered observer.
[18:52:13	]Frank Dogan exited observer at their location.
[18:52:22	][LOOC] Frank Dogan: beyin bi baksa
[18:52:42	]Nicholas Newman ran 'Lock' on item 'Asma Kilit' (#24493)
[18:52:44	]Nicholas Newman ran 'Lock' on item 'Asma Kilit' (#24493)
[18:52:55	]Nicholas Newman ran 'Lock' on item 'Asma Kilit' (#24493)
[18:52:57	]Nicholas Newman ran 'Place' on item 'Group Lock' (#24492)
[18:53:06	][LOOC] Frank Dogan: tamam çıkması gerekmiş devam
[18:53:08	]Karındeşen Jack exited observer at their location.
[18:53:09	]Hoo Lee Fuk banditcamp.com (STEAM_0:0:479033164) has disconnected.
[18:53:16	][IC] Frank Dogan: Ugh...
[18:53:42	][ME] Frank Dogan: kayar
[18:53:43	][IC] Frank Dogan: AGHJ.
[18:53:44	][IC] Frank Dogan: Aaaaaaagh!
[18:53:51	][ME] black hamasan: elinden tutar
[18:53:55	][IC] black hamasan: Düşme.
[18:54:01	][IC] Frank Dogan: Siktirr... Az daha düşüyordum.
[18:54:07	][IC] Frank Dogan: Sağol.
[18:54:09	][IC] Frank Dogan: Ilerleyelim.
[18:54:14	][IC] black hamasan: Dikakt et.
[18:55:20	]Frank Dogan has gained level 8 in the Hız skill.
[18:55:30	][LOOC] Frank Dogan: cıkmam lazım
[18:55:34	][LOOC] black hamasan: tmm
[18:55:40	]black hamasan ran 'take' on item 'Havacı Gözlükleri' (#21722)
[18:55:40	]black hamasan has gained a 'Havacı Gözlükleri' #21722.
[18:55:42	][LOOC] Frank Dogan: bb
[18:55:45	][LOOC] black hamasan: bb 
[18:55:54	]Revain (STEAM_0:1:608254786) has disconnected.
[18:56:00	]deathguard loaded the character 'Mahmut Özgürtaş'
[18:56:11	]Nicholas Newman ran 'Lock' on item 'Asma Kilit' (#24493)
[18:56:21	]Mahmut Özgürtaş ran 'Equip' on item 'Machete' (#14248)
[18:56:39	]Mahmut Özgürtaş ran 'Write' on item '404'ü daha güvenli hale getirmek' (#22373)
[18:56:56	]Nicholas Newman has set the password for 'Large Metal Cabinet'.
[18:57:12	]Nicholas Newman opened the 'Large Metal Cabinet' #2187 container.
[18:57:16	]Nicholas Newman has transferred a 'Group Lock' #24492 to a container with the name 'Large Metal Cabinet' #2187.
[18:57:18	]Nicholas Newman closed the 'Large Metal Cabinet' #2187 container.
[18:58:20	]Fikret Saric exited observer at their location.
[18:59:13	]Mahmut Özgürtaş used the 'Kaçakçı' smuggler.
[18:59:53	][IC] Nicholas Newman: Hey.
[18:59:55	][IC] Nicholas Newman: Sakin.
[18:59:56	][IC] Mahmut Özgürtaş: ?
[19:00:01	][IC] Mahmut Özgürtaş: Sakin ol.
[19:00:24	]Mahmut Özgürtaş used the 'Kaçakçı' smuggler.
[19:00:31	][LOOC] Nicholas Newman: bekleme süresiyle alabiliyorsun
[19:00:38	][LOOC] Nicholas Newman: öyle alınca stoğa bakmıyor
[19:00:39	]Nicholas Newman used the 'Kaçakçı' smuggler.
[19:00:48	]Fikret Saric entered observer.
[19:00:51	][LOOC] Mahmut Özgürtaş: tmm dcde yazdın gördüm
[19:00:52	]Mahmut Özgürtaş used the 'Kaçakçı' smuggler.
[19:00:58	]Fikret Saric exited observer at their location.
[19:01:09	]Mahmut Özgürtaş bought a 'smallbag' from the 'Kaçakçı' smuggler for delivery to 1.
[19:01:09	]Mahmut Özgürtaş has lost 160 chips.
[19:01:09	]Fikret Saric has spawned a 'Entity [1659][ix_newspaperprinter]'.
[19:01:13	][IC] Nicholas Newman: Aslında.
[19:01:17	][IC] Nicholas Newman: Chips ister misin?
[19:01:18	]Fikret Saric has spawned a paper.
[19:01:21	]Nicholas Newman used the 'Kaçakçı' smuggler.
[19:01:21	]Fikret Saric ran 'take' on item 'Kağıt' (#24494)
[19:01:21	]Fikret Saric has gained a 'Kağıt' #24494.
[19:01:23	][IC] Mahmut Özgürtaş: Olur.
[19:01:27	][IC] Nicholas Newman: Tamam gel.
[19:01:27	]Fikret Saric has spawned a black_ink.
[19:01:29	]Fikret Saric ran 'take' on item 'Siyah Mürekkep' (#24495)
[19:01:29	]Fikret Saric has gained a 'Siyah Mürekkep' #24495.
[19:01:33	][IC] Nicholas Newman: Bir iş yapacaksın.
[19:01:34	]Fikret Saric has used a context menu option with the name: remove
[19:01:34	]Fikret Saric entered observer.
[19:01:36	][IC] Nicholas Newman: Ve chips vereceğim.
[19:01:37	][IC] Mahmut Özgürtaş: Ne gibi.
[19:01:38	][IC] Nicholas Newman: Basit bir iş.
[19:01:42	][IC] Nicholas Newman: Taşımak.
[19:01:42	]Fikret Saric exited observer at their location.
[19:01:45	]Fikret Saric has spawned a 'Entity [1438][ix_newspaperprinter]'.
[19:01:49	][IC] Nicholas Newman: Gel.
[19:01:50	][IC] Mahmut Özgürtaş: Ne taşıycam.
[19:01:50	]Fikret Saric ran 'drop' on item 'Boş Breen'in Suyu' (#22489)
[19:01:50	]Fikret Saric has lost a 'Boş Breen'in Suyu' #22489.
[19:01:51	]Fikret Saric ran 'drop' on item 'Boş Breen'in Suyu' (#22892)
[19:01:51	]Fikret Saric has lost a 'Boş Breen'in Suyu' #22892.
[19:01:54	]Fikret Saric ran 'Consume' on item 'Somon Biftek' (#24260)
[19:01:54	]Fikret Saric extended their level 5 long boost in Zeka.
[19:01:54	]Fikret Saric extended their level 5 long boost in Algı.
[19:01:54	]Fikret Saric ran 'Consume' on item 'Evrensel Birlik Çikolatası' (#20863)
[19:01:54	]Fikret Saric has gained a 'Plastik Çöp' #24496.
[19:01:55	]Fikret Saric ran 'Consume' on item 'Evrensel Birlik Çikolatası' (#24259)
[19:01:55	]Fikret Saric has gained a 'Plastik Çöp' #24497.
[19:01:58	]Fikret Saric ran 'drop' on item 'Boş Breen'in Suyu' (#24384)
[19:01:58	]Fikret Saric has lost a 'Boş Breen'in Suyu' #24384.
[19:01:59	]Fikret Saric ran 'drop' on item 'Plastik Çöp' (#24496)
[19:01:59	]Fikret Saric has lost a 'Plastik Çöp' #24496.
[19:02:04	]Fikret Saric ran 'drop' on item '20 Kredi Kuponu' (#24262)
[19:02:04	]Fikret Saric has lost a '20 Kredi Kuponu' #24262.
[19:02:06	]Fikret Saric has used a context menu option with the name: remove
[19:02:08	]Fikret Saric has used a context menu option with the name: remove
[19:02:10	]Fikret Saric has used a context menu option with the name: remove
[19:02:11	]Fikret Saric has used a context menu option with the name: remove
[19:02:12	]Fikret Saric has used a context menu option with the name: remove
[19:02:16	]Fikret Saric ran 'drop' on item 'Evrensel Birlik Çikolatası' (#22887)
[19:02:16	]Fikret Saric has lost a 'Evrensel Birlik Çikolatası' #22887.
[19:02:18	]Nicholas Newman ran SAM command 'asay' with arguments: 'sökme işlemi için admin'
[19:02:20	][IC] Nicholas Newman: Bunu.
[19:02:22	]Fikret Saric has used a context menu option with the name: remove
[19:02:22	][IC] Mahmut Özgürtaş: Hmm.
[19:02:23	][IC] Nicholas Newman: Birlikte.
[19:02:23	]Fikret Saric entered observer.
[19:02:32	][IC] Nicholas Newman: Ben sökerim.
[19:02:37	][LOOC] Nicholas Newman: admin geldin mi
[19:02:37	][IC] Nicholas Newman: He.
[19:02:43	][IC] Nicholas Newman: Sökmek içina admin lazım.
[19:02:45	][IC] Nicholas Newman: Bende levye var.
[19:02:47	]Nicholas Newman ran 'Equip' on item 'Levye' (#24204)
[19:02:49	][IC] Nicholas Newman: Bunu.
[19:02:52	]Fikret Saric exited observer at their location.
[19:02:53	]Fikret Saric entered observer.
[19:02:59	][IC] Nicholas Newman: Hayır.
[19:03:01	][IC] Nicholas Newman: Tezgahı.
[19:03:03	][IC] Nicholas Newman: Adamla taşıyacağız.
[19:03:05	][IC] Mahmut Özgürtaş: Tezgahı diyor.
[19:03:07	][IC] Nicholas Newman: Hayır.
[19:03:10	][IC] Nicholas Newman: Cıvatalanmış.
[19:03:14	][IC] Nicholas Newman: Levye ile sökeceğim.
[19:03:18	][IC] Nicholas Newman: Sonra birlikte taşıyacağız.
[19:03:29	]Nicholas Newman ran 'UnBolt' on item 'Tezgah Hazırlama' (#12706)
[19:03:35	][IC] Nicholas Newman: Iletişime geçin diyor.
[19:03:37	][IC] Nicholas Newman: Sök diyince.
[19:03:38	]Nicholas Newman ran 'UnBolt' on item 'Tezgah Hazırlama' (#12706)
[19:03:43	][IC] Nicholas Newman: Yani.
[19:03:45	][IC] Nicholas Newman: Admin gücü lazım.
[19:03:59	][IC] Nicholas Newman: Sen bunun cıvatasını kaldırabiliyor musun?
[19:04:06	][IC] Nicholas Newman: Evet.
[19:04:20	][IC] Nicholas Newman: Adam sıkıştı.
[19:04:24	][IC] Nicholas Newman: Hayır.
[19:04:25	][IC] Nicholas Newman: Gel.
[19:04:36	][IC] Nicholas Newman: Olabilir.
[19:04:41	][IC] Nicholas Newman: Evet.
[19:04:41	][IC] Mahmut Özgürtaş: Oraya koymuş gibi yapalım.
[19:04:45	]Mahmut Özgürtaş is fully healed.
[19:04:45	][IC] Nicholas Newman: Gel göstereyim.
[19:04:58	][IC] Nicholas Newman: Kısa yoldan gidiytorum.
[19:05:17	][IC] Nicholas Newman: Evet.
[19:05:19	][IC] Nicholas Newman: Kısa yol dedim.
[19:05:21	][IC] Nicholas Newman: Bura değil.
[19:05:28	]Fikret Saric has spawned a tool_craftingbench.
[19:05:30	][IC] Nicholas Newman: Ahğ.
[19:05:34	][IC] Nicholas Newman: Tamamdır.
[19:05:36	][IC] Nicholas Newman: Işim bitti.
[19:05:38	]Nicholas Newman has lost 25 chips.
[19:05:38	]Nicholas Newman used command '/DropChips 25'.
[19:05:38	]Fikret Saric has spawned a tool_craftingbench.
[19:05:39	][IC] Nicholas Newman: Al.
[19:05:41	]Mahmut Özgürtaş has gained 25 chips.
[19:05:44	][IC] Mahmut Özgürtaş: Tamam.
[19:05:44	][IC] Nicholas Newman: Çıakbilirsin.
[19:05:44	]Fikret Saric has used a context menu option with the name: remove
[19:05:49	][IC] Nicholas Newman: Gel.
[19:05:55	]Fikret Saric exited observer at their location.
[19:06:02	][IC] Nicholas Newman: Buraya.
[19:06:02	]Fikret Saric entered observer.
[19:06:12	]Nicholas Newman ran SAM command 'asay' with arguments: 'tp olur musun?'
[19:06:14	][IC] Nicholas Newman: He.
[19:06:18	][IC] Nicholas Newman: Buraya.
[19:06:19	][IC] Nicholas Newman: Evet.
