[00:00:26	]C17:RL.KING-2 has gone afk.
[19:15:13	][Y] Leo Gans: Durdur bunu!
[19:15:26	][Y] Isaac Kleiner: Nereye gittin bir anda?!
[19:15:37	][IT] Isaac Soft: Joe Leo'ya nerede kaldın diye bağırır
[19:15:37	][IC] Leo Gans: Onları gördüm.
[19:15:41	][Y] Isaac Kleiner: Üstündekileri yere bırak.
[19:15:53	]Leo Gans ran 'drop' on item 'Cleaver' (#33173)
[19:15:53	]Leo Gans has lost a 'Cleaver' #33173.
[19:15:56	]Leo Gans ran 'drop' on item 'Boş Breen'in Suyu' (#33228)
[19:15:56	]Leo Gans has lost a 'Boş Breen'in Suyu' #33228.
[19:15:58	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:15:58	]Leo Gans ran 'drop' on item 'El Feneri' (#33172)
[19:15:58	]Leo Gans has lost a 'El Feneri' #33172.
[19:15:59	]Leo Gans ran 'drop' on item 'Kırık Alıcı' (#33169)
[19:15:59	]Leo Gans has lost a 'Kırık Alıcı' #33169.
[19:16:00	]env_entity_dissolver destroyed a 'Cleaver' #33173.
[19:16:00	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:01	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:02	]env_entity_dissolver destroyed a 'Boş Breen'in Suyu' #33228.
[19:16:02	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:02	]Leo Gans ran 'drop' on item 'Demir' (#33171)
[19:16:02	]Leo Gans has lost a 'Demir' #33171.
[19:16:03	]env_entity_dissolver destroyed a 'Kırık Alıcı' #33169.
[19:16:03	]Leo Gans ran 'drop' on item 'Hurda Metal' (#33170)
[19:16:03	]Leo Gans has lost a 'Hurda Metal' #33170.
[19:16:04	]Leo Gans ran 'drop' on item 'Demir' (#33176)
[19:16:04	]Leo Gans has lost a 'Demir' #33176.
[19:16:04	]env_entity_dissolver destroyed a 'El Feneri' #33172.
[19:16:05	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:05	]Leo Gans ran 'drop' on item 'Boş Paket Servis' (#33174)
[19:16:05	]Leo Gans has lost a 'Boş Paket Servis' #33174.
[19:16:06	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:06	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:07	]env_entity_dissolver destroyed a 'Demir' #33171.
[19:16:07	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:08	]C17:i1.HELIX-12 has used a context menu option with the name: rb655_dissolve
[19:16:08	]env_entity_dissolver destroyed a 'Demir' #33176.
[19:16:08	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:08	]env_entity_dissolver destroyed a 'Hurda Metal' #33170.
[19:16:09	]Leo Gans ran 'drop' on item 'Bitki Saksısı' (#33188)
[19:16:09	]Leo Gans has lost a 'Bitki Saksısı' #33188.
[19:16:09	]env_entity_dissolver destroyed a 'Boş Paket Servis' #33174.
[19:16:11	]Isaac Kleiner has used a context menu option with the name: rb655_dissolve
[19:16:13	]env_entity_dissolver destroyed a 'Bitki Saksısı' #33188.
[19:16:13	][Y] Isaac Kleiner: Bir saksı mı?!
[19:16:18	]Nicholas Newman used command '/PM breen harita neden değişmedi'.
[19:16:23	][IT] Jacob Winston: yerdeki eşyalar tehlikeli radyoaktif ışınlardan dolayı silindiği görülebilir
[19:16:25	][IT] Isaac Kleiner: makineden çıkan tesla ışınları eşyaları bir bir yok etmiştir
[19:16:30	][IT] Isaac Soft: Isaac senide bekliyoruz!
[19:16:36	][Y] Isaac Kleiner: Ben de geleceğim!
[19:16:41	][Y] Isaac Soft: Tamam!
[19:16:41	]Nicholas Newman used command '/PM i1 harita neden değişmedi'.
[19:16:41	][Y] Isaac Kleiner: Hazır mısın?!
[19:16:47	][Y] Leo Gans: Ölecek miyim ben!
[19:16:54	]Isaac Soft exited observer at their location.
[19:16:55	]Isaac Soft entered observer.
[19:16:56	]Isaac Soft exited observer at their location.
[19:16:59	][Y] Isaac Kleiner: Gayet iyi olacaksın, arkadaşlarının yanında.
[19:16:59	]Isaac Soft entered observer.
[19:17:07	][Y] Isaac Kleiner: Hemen ardından ben de geleceğim.
[19:17:18	][ME] Isaac Kleiner: klavyeden bir şeyler yazar
[19:17:21	][Y] Isaac Kleiner: İşte başlıyoruz!
[19:17:23	]Isaac Soft ran SAM command 'goto' with arguments: 'Wall'
[19:17:24	][Y] Leo Gans: Nolur başarırım.
[19:17:30	][Y] Leo Gans: AAAAAAAA.
[19:17:30	]Isaac Kleiner has spawned a 'Entity [4270][pfx8_03]'.
[19:17:34	]Isaac Kleiner has spawned a 'Entity [4271][pfx5_02]'.
[19:17:46	][Y] Leo Gans: AAAAaAsaAAa.
[19:17:46	]Wallace Breen used command '/Broadcast Tüm Sivil Koruma Mensupları, Maskeli Tıbbi Direniş kıyafeti giyen anti sivili Şehrin her kısmında arama emri çıkartıyorum, Siviller bu adamı görürseniz sivil koruma birimlerine haber edin, Fazladan 3 Rasyon Ödülü alıcaksınız.'.
[19:17:49	][Y] Isaac Kleiner: SAKİN OL!
[19:17:57	]Isaac Kleiner has spawned a 'Entity [4286][pfx5_03]'.
[19:18:03	]Isaac Soft exited observer at their location.
[19:18:08	]Sinyor Gordon loaded the character 'Joe Rock'
[19:18:10	]Joe Rock entered observer.
[19:18:14	][Y] Leo Gans: Hadi bitsin bu işkence.
[19:18:17	]Isaac Kleiner has spawned a 'Entity [4271][pfx1_0f]'.
[19:18:22	]Nicholas Newman used command '/PM breen alla alla'.
[19:18:23	]Joe Rock exited observer at their location.
[19:18:25	][Y] Leo Gans: AAaAA.
[19:18:26	]Joe Rock ran SAM command 'bring' with arguments: 'Leo'
[19:18:30	][IC] Joe Rock: İYİMİSİN.
[19:18:30	][IC] Jacob Winston: !GOT joe.
[19:18:32	]Jacob Winston ran SAM command 'goto' with arguments: 'joe'
[19:18:32	]Jacob Winston exited observer at their location.
[19:18:35	]C17:i1.HELIX-12 exited observer at their location.
[19:18:36	]Isaac Kleiner entered observer.
[19:18:37	][IC] Jacob Winston: Hoşgeldin.
[19:18:39	][IC] C17:i1.HELIX-12: <:: Allah yok. ::>
[19:18:40	]Nicholas Newman used command '/PM breen şansa bak ki ben fotoğraf kanalına tıbbı direniş üniformalı fotoğraf attım'.
[19:18:41	]C17:i1.HELIX-12 entered observer.
[19:18:41	][IC] Leo Gans: Öldümmü?
[19:18:45	][IC] Joe Rock: Ne alaka hahah.
[19:18:48	]Isaac Kleiner has spawned a 'Entity [4185][pfx5_00]'.
[19:18:51	]Isaac Kleiner has spawned a 'Entity [4218][pfx5_00_alt]'.
[19:18:52	][IC] Joe Rock: Kleineri bekliyoz.
[19:18:54	]Isaac Kleiner has spawned a 'Entity [4218][pfx5_03]'.
[19:18:57	]Isaac Kleiner has spawned a 'Entity [2801][pfx5_02]'.
[19:19:03	][Y] Isaac Kleiner: AAAH!!
[19:19:04	]Isaac Kleiner exited observer at their location.
[19:19:05	]Isaac Kleiner has taken 45 damage from worldspawn.
[19:19:05	][IC] Joe Rock: Geliyor gelmekte olan...
[19:19:09	]Nicholas Newman ran 'take' on item 'Demir' (#33243)
[19:19:09	]Nicholas Newman has gained a 'Demir' #33243.
[19:19:11	][IC] Joe Rock: Vee işte!
[19:19:15	][Y] Jacob Winston: Ouchh.
[19:19:18	][IC] Isaac Kleiner: Başardık mı? Burası neresi?
[19:19:19	][IC] Joe Rock: Hoşgeldin doktor.
[19:19:39	]Isaac Kleiner has spawned a 'Entity [4279][pfx8_01]'.
[19:19:44	][IC] Joe Rock: Waov.
[19:19:45	][IC] Isaac Kleiner: İşte hazırladığım portal.
[19:19:45	]C17:i1.HELIX-12 exited observer at their location.
[19:19:46	]C17:i1.HELIX-12 entered observer.
[19:19:49	][IC] Jacob Winston: Bir şehir gözüküyor?
[19:19:49	][IC] Isaac Kleiner: İçine girin!
[19:19:52	]C17:i1.HELIX-12 exited observer at their location.
[19:19:54	][IC] Jacob Winston: Hadi.
[19:19:55	][IC] Jacob Winston: Yapalım.
[19:19:56	]C17:i1.HELIX-12 entered observer.
[19:19:57	]C17:i1.HELIX-12 exited observer at their location.
[19:19:57	]Wallace Breen exited observer at their location.
[19:19:58	][IC] Jacob Winston: Ilk ben.
[19:19:59	]Joe Rock entered observer.
[19:19:59	]Wonder Of You (STEAM_0:0:210448252) has disconnected.
[19:20:01	][IC] Jacob Winston: Aptal herif.
[19:20:03	]Jacob Winston entered observer.
[19:20:07	][IC] Isaac Kleiner: Hadi.
[19:20:08	]C17:i1.HELIX-12 entered observer.
[19:25:02	]The Araştırma Birliği Dolabı container (#0) was removed due to inactivity.
[19:28:25	]Enistein has connected.
[19:28:48	]DavşanAbi has connected.
[19:28:48	]bquits has connected.
[19:29:24	]bquits loaded the character 'Jacob Winston'
[19:29:25	]Jacob Winston entered observer.
[19:29:32	]Sinyor Gordon has connected.
[19:29:36	]Enistein loaded the character 'Maya Morgan'
[19:29:41	]Maya Morgan is fully healed.
[19:29:41	]Maya Morgan entered observer.
[19:29:44	]Maya Morgan used command '/AreaEdit'.
[19:30:04	]Maya Morgan exited observer at their location.
[19:30:12	]Maya Morgan has fired a toolgun with the name: removeprops
[19:30:12	]Jacob Winston exited observer at their location.
[19:30:12	]Maya Morgan has fired a toolgun with the name: removeprops
[19:30:13	]Maya Morgan has fired a toolgun with the name: removeprops
[19:30:13	]Maya Morgan has fired a toolgun with the name: removeprops
[19:30:13	]Maya Morgan has fired a toolgun with the name: removeprops
[19:30:16	]Maya Morgan has fired a toolgun with the name: removeprops
[19:30:17	]Maya Morgan has fired a toolgun with the name: removeprops
[19:30:27	]Maya Morgan ran SAM command 'goto' with arguments: 'jacob'
[19:30:32	][IC] Maya Morgan: Harika.
[19:30:35	][IC] Jacob Winston: Yes.
[19:30:39	]Jacob Winston is fully healed.
[19:30:41	]Jacob Winston entered observer.
[19:30:41	]Jacob Winston exited observer at their location.
[19:30:42	]Jacob Winston entered observer.
[19:30:42	]Jacob Winston exited observer at their location.
[19:30:43	]Jacob Winston entered observer.
[19:30:43	]Jacob Winston exited observer at their location.
[19:30:45	]Jacob Winston entered observer.
[19:30:46	]Jacob Winston exited observer at their location.
[19:30:49	]Jacob Winston has spawned 'models/props_c17/gravestone_cross001b.mdl'.
[19:30:52	]Jacob Winston has spawned 'models/props_c17/gravestone_cross001b.mdl'.
[19:30:56	]Jacob Winston has enabled persistence for 'models/props_c17/gravestone_cross001b.mdl'.
[19:30:56	]Jacob Winston has used a context menu option with the name: persist
[19:30:59	]Jacob Winston has spawned 'models/props_c17/gravestone_statue001a.mdl'.
[19:31:02	]Jacob Winston has spawned 'models/props_c17/gravestone_cross001b.mdl'.
[19:31:05	]Jacob Winston has enabled persistence for 'models/props_c17/gravestone_cross001b.mdl'.
[19:31:05	]Jacob Winston has used a context menu option with the name: persist
[19:31:16	]Jacob Winston has spawned 'models/props_docks/channelmarker_gib04.mdl'.
[19:31:34	]Sinyor Gordon loaded the character 'Joe Rock'
[19:31:36	]Jacob Winston has enabled persistence for 'models/props_docks/channelmarker_gib04.mdl'.
[19:31:36	]Jacob Winston has used a context menu option with the name: persist
[19:31:40	]Jacob Winston has spawned 'models/props_c17/metalladder003.mdl'.
[19:31:40	]Joe Rock entered observer.
[19:31:44	]Jacob Winston has spawned 'models/props_trainstation/TrackSign01.mdl'.
[19:31:56	]Jacob Winston has enabled persistence for 'models/props_trainstation/tracksign01.mdl'.
[19:31:56	]Jacob Winston has used a context menu option with the name: persist
[19:31:57	]Joe Rock exited observer at their location.
[19:32:17	][IC] Joe Rock: Anlasildi.
[19:32:20	]Joe Rock has spawned 'models/props_c17/FurnitureBathtub001a.mdl'.
[19:32:25	]Jacob Winston has used a context menu option with the name: remove
[19:32:30	]Jacob Winston has spawned 'models/props_trainstation/Column_Arch001a.mdl'.
[19:32:38	]Maya Morgan entered observer.
[19:32:39	]Jacob Winston has spawned 'models/props_wasteland/medbridge_base01.mdl'.
[19:32:39	]Jacob Winston has taken 50 damage from prop_physics.
[19:32:39	]Jacob Winston has taken 20 damage from prop_physics.
[19:32:41	]Maya Morgan exited observer at their location.
[19:32:43	]Enistein has unloaded their "Maya Morgan" character.
[19:32:44	]Jacob Winston ran SAM command 'hp' with arguments: 'jacob' '100'
[19:32:48	]Joe Rock entered observer.
[19:32:49	]Jacob Winston is fully healed.
[19:32:49	]Joe Rock exited observer at their location.
[19:32:54	]Enistein loaded the character 'Isaac Kleiner'
[19:32:56	]Isaac Kleiner entered observer.
[19:32:57	]Isaac Kleiner exited observer at their location.
[19:32:59	]Jacob Winston has spawned 'models/striderbustervendor1/wall3.mdl'.
[19:33:04	]Isaac Kleiner entered observer.
[19:33:08	]Jacob Winston has spawned 'models/props/industrial17/wallprefabsmall.mdl'.
[19:33:11	]Isaac Kleiner ran SAM command 'goto' with arguments: 'rock'
[19:33:12	]Isaac Kleiner exited observer at their location.
[19:33:16	]Jacob Winston has spawned 'models/props_mining/struts_wall02.mdl'.
[19:33:20	]Isaac Kleiner ran SAM command 'hp' with arguments: '^' '100'
[19:33:23	]Jacob Winston has enabled persistence for 'models/props_mining/struts_wall02.mdl'.
[19:33:23	]Jacob Winston has used a context menu option with the name: persist
[19:33:24	]Isaac Kleiner is fully healed.
[19:33:27	]Jacob Winston has spawned 'models/props_debris/prison_wallchunk001f.mdl'.
[19:33:28	]Jacob Winston has spawned 'models/props_debris/walldestroyed05a.mdl'.
[19:33:32	]Jacob Winston has spawned 'models/props_debris/plaster_wall001a.mdl'.
[19:33:44	]Jacob Winston has spawned 'models/props/cs_militia/bathroomwallhole01_wood_broken_01.mdl'.
[19:33:49	]Jacob Winston has spawned 'models/striderbustervendor1/wall8.mdl'.
[19:33:51	]Jacob Winston has spawned 'models/striderbustervendor1/wall7b.mdl'.
[19:33:56	]Jacob Winston has spawned 'models/barn/barnwall1.mdl'.
[19:34:24	]DavşanAbi loaded the character 'C17:i1.HELIX-12'
[19:34:27	]Jacob Winston has spawned 'models/props_i17/brokenwall_conc.mdl'.
[19:34:28	]Jacob Winston has spawned 'models/props_foliage/vine_wall1.mdl'.
[19:34:29	]C17:i1.HELIX-12 is fully healed.
[19:34:35	]Jacob Winston has spawned 'models/props_debris/walldestroyed09c.mdl'.
[19:34:42	]Jacob Winston has enabled persistence for 'models/props_debris/walldestroyed09c.mdl'.
[19:34:42	]Jacob Winston has used a context menu option with the name: persist
[19:34:43	]Jacob Winston has spawned 'models/props_debris/walldestroyed09c.mdl'.
[19:34:55	]Jacob Winston has enabled persistence for 'models/props_debris/walldestroyed09c.mdl'.
[19:34:55	]Jacob Winston has used a context menu option with the name: persist
[19:34:57	]Jacob Winston has spawned 'models/props_debris/tile_wall001a_chunk08.mdl'.
[19:34:58	]Jacob Winston has spawned 'models/props_debris/walldestroyed09a.mdl'.
[19:34:58	]Jacob Winston was knocked unconscious and is bleeding out.
[19:35:01	]Jacob Winston ran SAM command 'respawn' with arguments: ''
[19:35:04	]Jacob Winston is fully healed.
[19:35:04	]Jacob Winston entered observer.
[19:35:13	]Joe Rock was knocked unconscious and is bleeding out.
[19:35:14	]Jacob Winston has spawned 'models/props_debris/walldestroyed09a.mdl'.
[19:35:18	]Jacob Winston has enabled persistence for 'models/props_debris/walldestroyed09a.mdl'.
[19:35:18	]Jacob Winston has used a context menu option with the name: persist
[19:35:19	]Jacob Winston exited observer at their location.
[19:35:21	]Jacob Winston has used a context menu option with the name: collision_off
[19:35:23	]Jacob Winston entered observer.
[19:35:27	]Jacob Winston has disabled persistence for 'models/props_debris/walldestroyed09a.mdl'.
[19:35:27	]Jacob Winston has used a context menu option with the name: persist_end
[19:35:32	]Jacob Winston has enabled persistence for 'models/props_debris/walldestroyed09a.mdl'.
[19:35:32	]Jacob Winston has used a context menu option with the name: persist
[19:35:35	]Jacob Winston exited observer at their location.
[19:35:38	]Jacob Winston ran SAM command 'respawn' with arguments: 'joe'
[19:35:38	]Isaac Kleiner entered observer.
[19:35:38	]Isaac Kleiner exited observer at their location.
[19:35:39	]Joe Rock is fully healed.
[19:35:40	]Isaac Kleiner has spawned a 'NPC [4562][npc_vj_hl2_citizen2]'.
[19:35:43	]Jacob Winston entered observer.
[19:35:45	]Jacob Winston exited observer at their location.
[19:35:47	]Isaac Kleiner has spawned a 'NPC [4001][npc_vj_hl2_citizen2]'.
[19:35:52	]Isaac Kleiner has spawned a 'NPC [4548][npc_vj_hl2_citizen2]'.
[19:35:52	]Jacob Winston has spawned 'models/props/industrial17/combinewallprefab3.mdl'.
[19:35:53	]C17:i1.HELIX-12 entered observer.
[19:35:55	]Jacob Winston has spawned 'models/props/cs_militia/bathroomwallhole01_tile.mdl'.
[19:36:04	]Jacob Winston has spawned 'models/striderbustervendor1/wall3.mdl'.
[19:36:07	]Jacob Winston has spawned 'models/props_i17/misc/terminal_lobbywall_wood.mdl'.
[19:36:08	]Isaac Kleiner has spawned a 'NPC [4544][npc_vj_hl2_dog]'.
[19:36:10	]Isaac Kleiner has spawned a 'NPC [4581][npc_vj_hl2_combine_soldier]'.
[19:36:10	]Isaac Kleiner has taken 8 damage from Combine Soldier.
[19:36:10	]Jacob Winston has spawned 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[19:36:10	]Isaac Kleiner has taken 2 damage from Combine Soldier.
[19:36:13	]Isaac Kleiner ran SAM command 'hp' with arguments: '^' '100'
[19:36:14	]Isaac Kleiner is fully healed.
[19:36:17	]Jacob Winston has disabled persistence for 'models/props_trainstation/tracksign01.mdl'.
[19:36:17	]Jacob Winston has used a context menu option with the name: persist_end
[19:36:23	]Jacob Winston has enabled persistence for 'models/props_trainstation/tracksign01.mdl'.
[19:36:23	]Jacob Winston has used a context menu option with the name: persist
[19:36:25	]Jacob Winston has spawned 'models/jq/hlvr/props/xenpack/xen_wall_mass001.mdl'.
[19:36:27	]Jacob Winston has spawned 'models/mosi/fallout4/props/fortifications/junkwall07.mdl'.
[19:36:30	]Jacob Winston has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall07.mdl'.
[19:36:30	]Jacob Winston has used a context menu option with the name: persist
[19:36:31	]Jacob Winston has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[19:36:31	]Jacob Winston has used a context menu option with the name: persist
[19:36:33	]Jacob Winston has used a context menu option with the name: remove
[19:36:35	]Jacob Winston has spawned 'models/mosi/fallout4/props/fortifications/junkwall07.mdl'.
[19:36:41	]Jacob Winston entered observer.
[19:36:42	]Jacob Winston exited observer at their location.
[19:36:43	]Jacob Winston has used a context menu option with the name: collision_off
[19:36:47	]Jacob Winston has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall07.mdl'.
[19:36:47	]Jacob Winston has used a context menu option with the name: persist
[19:36:52	]Jacob Winston has used a context menu option with the name: collision_on
[19:37:03	]Jacob Winston entered observer.
[19:37:05	]Jacob Winston exited observer at their location.
[19:37:08	]Jacob Winston has spawned 'models/mosi/fallout4/props/fortifications/junkwallcorner.mdl'.
[19:37:14	]Jacob Winston has spawned 'models/mosi/fallout4/props/fortifications/junkwall07.mdl'.
[19:37:20	]Jacob Winston has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall07.mdl'.
[19:37:20	]Jacob Winston has used a context menu option with the name: persist
[19:37:23	]Jacob Winston entered observer.
[19:37:27	]Jacob Winston exited observer at their location.
[19:37:29	]Jacob Winston has used a context menu option with the name: remove
[19:37:32	]Jacob Winston has disabled persistence for 'models/props_debris/walldestroyed09c.mdl'.
[19:37:32	]Jacob Winston has used a context menu option with the name: persist_end
[19:37:35	]Joe Rock ran 'Equip' on item 'FiveSeven' (#33194)
[19:37:36	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[19:37:36	]Jacob Winston has enabled persistence for 'models/props_debris/walldestroyed09c.mdl'.
[19:37:36	]Jacob Winston has used a context menu option with the name: persist
[19:37:42	]Jacob Winston has spawned 'models/props_d47_canals/interior_wall_128.mdl'.
[19:37:46	]Joe Rock ran 'EquipUn' on item 'FiveSeven' (#33194)
[19:37:46	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[19:37:48	]Jacob Winston has enabled persistence for 'models/props_d47_canals/interior_wall_128.mdl'.
[19:37:48	]Jacob Winston has used a context menu option with the name: persist
[19:37:51	]Jacob Winston has disabled persistence for 'models/props_docks/channelmarker_gib04.mdl'.
[19:37:51	]Jacob Winston has used a context menu option with the name: persist_end
[19:38:01	]Jacob Winston has enabled persistence for 'models/props_docks/channelmarker_gib04.mdl'.
[19:38:01	]Jacob Winston has used a context menu option with the name: persist
[19:38:06	]bquits loaded the character 'Isaac Kleiner'
[19:38:11	]Isaac Kleiner ran SAM command 'goto' with arguments: 'joe'
[19:38:19	][IC] Isaac Kleiner: Sex.
[19:38:20	][IC] Isaac Kleiner: Porno.
[19:38:33	]bquits loaded the character 'Jacob Winston'
[19:38:45	]Jacob Winston has fired a toolgun with the name: creator
[19:38:45	]Jacob Winston has spawned a 'Entity [4612][ix_campfire]'.
[19:38:55	]Jacob Winston has used a context menu option with the name: persist
[19:39:10	]Jacob Winston has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:39:15	]Jacob Winston has spawned a usable entity class 'ix_chair' with model 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:39:15	]Jacob Winston has used a context menu option with the name: ixusableentitycreate
[19:39:17	]Jacob Winston has used a context menu option with the name: rb655_make_animatable
[19:39:26	]λyahuska has connected.
[19:39:51	]Jacob Winston has spawned 'models/props_trainstation/BenchOutdoor01a.mdl'.
