[17:34:51	]jokaz 🗿 has connected.
[20:09:55	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:55	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:55	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:59	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:59	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:10:00	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:10:00	]S10/OWS.GHOST-61 used command '/PlyWhitelist ghost-61 stalker'.
[20:10:03	]opuść jebane miasto entered observer.
[20:10:03	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:10:06	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:10:06	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:10:06	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:10:16	][IC] S10/OWS.GHOST-30: W imieniu uni uniwersalnej zabijam cie.
[20:10:17	]Rank Leader has taken 80 damage from S10/OWS.GHOST-30.
[20:10:19	]Rank Leader was knocked unconscious and is bleeding out.
[20:10:22	]Rank Leader was killed while bleeding out.
[20:10:22	]S10/OWS.GHOST-30 has killed Rank Leader with player.
[20:10:23	]krzysztof kononowicz exited observer at their location.
[20:10:26	]C17:CmD.YELLO-79 used command '/CharSetName i2 C17:CmD.YELLO-79'.
[20:10:27	]krzysztof kononowicz used command '/EventIntro'.
[20:10:50	]krzysztof kononowicz entered observer.
[20:10:50	]S10/OWS.GHOST-30 entered observer.
[20:10:51	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:10:54	]opuść jebane miasto exited observer at their location.
[20:10:54	]opuść jebane miasto entered observer.
[20:10:57	]S10/OWS.GHOST-30 exited observer at their location.
[20:10:58	]opuść jebane miasto exited observer at their location.
[20:10:59	]opuść jebane miasto entered observer.
[20:11:00	]krzysztof kononowicz exited observer at their location.
[20:11:01	]S10/OWS.GHOST-61 has spawned a 'NPC [399][npc_clawscanner]'.
[20:11:02	]C17:CmD.YELLO-79 ran SAM command 'slay' with arguments: '^'
[20:11:02	][IC] S10/OWS.GHOST-30: Dawaj kaske.
[20:11:10	]opuść jebane miasto exited observer at their location.
[20:11:10	]C17:CmD.YELLO-79 ran 'Equip' on item 'Combine PDA' (#39)
[20:11:10	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:11:10	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:11:18	]S10/OWS.GHOST-61 used command '/Announce ADVERT ATAK 10 SEKUND DAWAJ KASE ALBO KOS'.
[20:11:22	]opuść jebane miasto has taken 5 damage from S10/OWS.GHOST-61.
[20:11:23	]opuść jebane miasto has taken 5 damage from S10/OWS.GHOST-61.
[20:11:25	]Inkaaz has unloaded their "Rank Leader" character.
[20:11:28	]Inkaaz loaded the character 'Rank Leader'
[20:11:28	]opuść jebane miasto has taken 5 damage from S10/OWS.GHOST-61.
[20:11:29	]opuść jebane miasto has taken 5 damage from S10/OWS.GHOST-61.
[20:11:30	]opuść jebane miasto has taken 5 damage from S10/OWS.GHOST-61.
[20:11:33	]jokaz 🗿 loaded the character 'C17:RCT.YELLO-02'
[20:11:33	]opuść jebane miasto entered observer.
[20:11:36	]krzysztof kononowicz entered observer.
[20:11:40	]opuść jebane miasto exited observer at their location.
[20:11:42	]C17:RCT.YELLO-02 has spawned a firstaid.
[20:11:44	]C17:RCT.YELLO-02 ran 'take' on item 'First Aid Kit' (#141)
[20:11:44	]C17:RCT.YELLO-02 has gained a 'First Aid Kit' #141.
[20:11:44	]opuść jebane miasto entered observer.
[20:11:46	]S10/OWS.GHOST-30 entered observer.
[20:11:48	]C17:RCT.YELLO-02 ran 'use' on item 'First Aid Kit' (#141)
[20:11:48	]C17:RCT.YELLO-02 has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[20:11:48	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 92 seconds.
[20:11:48	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 53 HP.
[20:11:50	]C17:RCT.YELLO-02 ran 'use' on item 'First Aid Kit' (#141)
[20:11:50	]C17:RCT.YELLO-02 has performed the 'Use First Aid Kit' action, gaining 56 experience in medicine.
[20:11:50	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 92 seconds.
[20:11:50	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 53 HP.
[20:11:50	]C17:RCT.YELLO-02 ran 'use' on item 'First Aid Kit' (#141)
[20:11:50	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 92 seconds.
[20:11:50	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 53 HP.
[20:11:50	]C17:RCT.YELLO-02 has gained a 'Stitched Cloth' #142.
[20:11:53	]S10/OWS.GHOST-30 exited observer at their location.
[20:11:57	]opuść jebane miasto exited observer at their location.
[20:11:57	]opuść jebane miasto entered observer.
[20:11:57	]C17:RCT.YELLO-02 has spawned a health_kit.
[20:11:57	]C17:RCT.YELLO-02 has spawned a health_kit.
[20:11:57	]C17:RCT.YELLO-02 has spawned a health_kit.
[20:11:57	]S10/OWS.GHOST-61 used command '/CharSetModel ghost-61 models/props_c17/furnitureStove001a.mdl'.
[20:11:58	]Rank Leader has changed Rank Leader's bodygroups.
[20:11:58	]opuść jebane miasto exited observer at their location.
[20:12:02	]C17:RCT.YELLO-02 ran 'take' on item 'Health Kit' (#145)
[20:12:02	]C17:RCT.YELLO-02 has gained a 'Health Kit' #145.
[20:12:02	][OOC] krzysztof kononowicz: fakju fakju
[20:12:05	]C17:RCT.YELLO-02 ran 'take' on item 'Health Kit' (#144)
[20:12:05	]C17:RCT.YELLO-02 has gained a 'Health Kit' #144.
[20:12:05	][IC] S10/OWS.GHOST-61: <:: Boomer. ::>
[20:12:06	]C17:RCT.YELLO-02 ran 'take' on item 'Health Kit' (#143)
[20:12:06	]C17:RCT.YELLO-02 has gained a 'Health Kit' #143.
[20:12:07	]opuść jebane miasto entered observer.
[20:12:10	]C17:RCT.YELLO-02 ran 'split' on item 'Health Kit' (#145)
[20:12:10	]C17:RCT.YELLO-02 has gained a 'Health Kit' #146.
[20:12:12	]C17:RCT.YELLO-02 ran 'use' on item 'Health Kit' (#146)
[20:12:12	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 323 seconds.
[20:12:12	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 79 HP.
[20:12:12	]krzysztof kononowicz exited observer at their location.
[20:12:13	]S10/OWS.GHOST-30 entered observer.
[20:12:13	][IC] S10/OWS.GHOST-61: <:: Boomer. ::>
[20:12:14	][IC] S10/OWS.GHOST-61: <:: Boomer. ::>
[20:12:14	]S10/OWS.GHOST-30 exited observer at their location.
[20:12:14	][IC] S10/OWS.GHOST-61: <:: Boomer. ::>
[20:12:14	]krzysztof kononowicz entered observer.
[20:12:15	]S10/OWS.GHOST-30 entered observer.
[20:12:16	][IC] S10/OWS.GHOST-61: <:: Boomer. ::>
[20:12:16	]C17:RCT.YELLO-02 ran 'use' on item 'Health Kit' (#144)
[20:12:16	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 323 seconds.
[20:12:16	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 79 HP.
[20:12:18	]C17:RCT.YELLO-02 ran 'use' on item 'Health Kit' (#143)
[20:12:18	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 323 seconds.
[20:12:18	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 79 HP.
[20:12:19	][IC] C17:RCT.YELLO-04: <:: Bouncer. ::>
[20:12:19	]C17:RCT.YELLO-02 ran 'use' on item 'Health Kit' (#144)
[20:12:19	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 323 seconds.
[20:12:19	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 79 HP.
[20:12:19	]S10/OWS.GHOST-61 has spawned 'models/Combine_Helicopter/helicopter_bomb01.mdl'.
[20:12:19	]S10/OWS.GHOST-30 exited observer at their location.
[20:12:20	]C17:RCT.YELLO-02 ran 'use' on item 'Health Kit' (#143)
[20:12:20	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 323 seconds.
[20:12:20	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 79 HP.
[20:12:20	]S10/OWS.GHOST-30 entered observer.
[20:12:21	]C17:RCT.YELLO-02 ran 'use' on item 'Health Kit' (#145)
[20:12:21	]C17:RCT.YELLO-02 was disinfected by C17:RCT.YELLO-02 for 323 seconds.
[20:12:21	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 79 HP.
[20:12:21	]S10/OWS.GHOST-61 was knocked unconscious and is bleeding out.
[20:12:21	]S10/OWS.GHOST-30 exited observer at their location.
[20:12:22	][IC] C17:RCT.YELLO-04: <:: Boncer. ::>
[20:12:24	]S10/OWS.GHOST-30 entered observer.
[20:12:25	][IC] C17:RCT.YELLO-04: <:: 11-19. ::>
[20:12:25	]S10/OWS.GHOST-30 exited observer at their location.
[20:12:26	]C17:RCT.YELLO-02 has spawned a disinfected_bandage.
[20:12:27	]Rank Leader used command '/CharSetGasPoints kononowicz 20'.
[20:12:27	]C17:RCT.YELLO-04 has taken 80 damage from S10/OWS.GHOST-30.
[20:12:28	]C17:RCT.YELLO-04 was knocked unconscious and is bleeding out.
[20:12:28	][IC] C17:RCT.YELLO-04: <:: 10-4. ::>
[20:12:30	]C17:RCT.YELLO-02 has spawned a adrenaline.
[20:12:34	]opuść jebane miasto exited observer at their location.
[20:12:34	]opuść jebane miasto entered observer.
[20:12:35	]opuść jebane miasto exited observer at their location.
[20:12:35	]opuść jebane miasto entered observer.
[20:12:37	]C17:RCT.YELLO-02 ran 'take' on item 'Disinfected Bandage Roll' (#147)
[20:12:37	]C17:RCT.YELLO-02 has gained a 'Disinfected Bandage Roll' #147.
[20:12:37	]S10/OWS.GHOST-61 was just killed due to: accepting their death
[20:12:44	]C17:RCT.YELLO-04 was just killed due to: accepting their death
[20:12:46	]Rank Leader used command '/CharSetGasPoints kononowicz 60'.
[20:12:47	]S10/OWS.GHOST-61 has spawned 'models/Combine_Helicopter/helicopter_bomb01.mdl'.
[20:12:48	]S10/OWS.GHOST-61 has spawned 'models/Combine_Helicopter/helicopter_bomb01.mdl'.
[20:12:48	][IC] C17:RCT.YELLO-04: <:: 10-4. ::>
[20:12:49	]krzysztof kononowicz exited observer at their location.
[20:12:50	]C17:RCT.YELLO-02 ran 'use' on item 'Disinfected Bandage Roll' (#147)
[20:12:50	]C17:RCT.YELLO-02 tried to disinfect C17:RCT.YELLO-02 but the wound was already clean.
[20:12:50	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 15 HP.
[20:12:50	]opuść jebane miasto exited observer at their location.
[20:12:51	][IC] C17:RCT.YELLO-04: <:: 11-9. ::>
[20:12:52	]C17:RCT.YELLO-02 ran 'use' on item 'Disinfected Bandage Roll' (#147)
[20:12:52	]C17:RCT.YELLO-02 tried to disinfect C17:RCT.YELLO-02 but the wound was already clean.
[20:12:52	]C17:RCT.YELLO-02 was bandaged by C17:RCT.YELLO-02 for 15 HP.
[20:12:59	]S10/OWS.GHOST-30 entered observer.
[20:13:00	]opuść jebane miasto entered observer.
[20:13:01	]opuść jebane miasto exited observer at their location.
[20:13:01	]Rank Leader entered observer.
[20:13:01	]opuść jebane miasto entered observer.
[20:13:02	][IC] C17:RCT.YELLO-04: <:: 11-99; officer needs assistance! ::>
[20:13:02	][OOC] krzysztof kononowicz: ebola
[20:13:04	]krzysztof kononowicz entered observer.
[20:13:04	]krzysztof kononowicz exited observer at their location.
[20:13:06	][IC] C17:RCT.YELLO-04: <:: 10-11. ::>
[20:13:07	]opuść jebane miasto exited observer at their location.
[20:13:08	][IC] C17:RCT.YELLO-04: <:: 10-9. ::>
[20:13:10	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:12	]Rank Leader ran SAM command 'bring' with arguments: '*'
[20:13:14	]S10/OWS.GHOST-30 exited observer at their location.
[20:13:15	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:15	]Rank Leader exited observer.
[20:13:16	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:18	][IC] C17:RCT.YELLO-04: <:: 11-99; officer needs assistance! ::>
[20:13:18	][Y] S10/OWS.GHOST-61: <:: **Screaming**. ::>
[20:13:20	]Rank Leader ran SAM command 'goto' with arguments: 'kononowicz'
[20:13:26	]opuść jebane miasto entered observer.
[20:13:33	][IC] C17:RCT.YELLO-04: <:: 11-99; officer needs assistance! ::>
[20:13:34	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:34	]S10/OWS.GHOST-61 has spawned a 'Vehicle [414][prop_vehicle_jeep_old]'.
[20:13:35	][IC] C17:RCT.YELLO-04: <:: 11-99; officer needs assistance! ::>
[20:13:35	]S10/OWS.GHOST-30 ran 'Equip' on item 'Combine PDA' (#111)
[20:13:36	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:37	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:37	][OOC] krzysztof kononowicz: ebola pomocy
[20:13:37	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:38	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:39	]krzysztof kononowicz entered observer.
[20:13:40	]Rank Leader has taken 5 damage from prop_vehicle_jeep.
[20:13:40	]C17:RCT.YELLO-02 has taken 5 damage from prop_vehicle_jeep.
[20:13:41	][IC] Rank Leader: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:42	]S10/OWS.GHOST-30 entered observer.
[20:13:43	]krzysztof kononowicz exited observer at their location.
[20:13:43	]krzysztof kononowicz entered observer.
[20:13:43	]S10/OWS.GHOST-30 exited observer at their location.
[20:13:43	][IC] Rank Leader: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:44	]krzysztof kononowicz exited observer at their location.
[20:13:45	]S10/OWS.GHOST-30 entered observer.
[20:13:46	][IC] Rank Leader: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:13:47	]S10/OWS.GHOST-61 has spawned a 'Vehicle [381][prop_vehicle_airboat]'.
[20:13:52	]opuść jebane miasto exited observer at their location.
[20:13:54	]S10/OWS.GHOST-61 has taken 1 damage from env_fire.
[20:13:54	][IC] krzysztof kononowicz: Ebola ebola.
[20:13:56	]krzysztof kononowicz entered observer.
[20:14:00	]opuść jebane miasto entered observer.
[20:14:01	]S10/OWS.GHOST-61 has spawned a 'NPC [381][npc_vj_hlr1a_houndeye]'.
[20:14:03	]S10/OWS.GHOST-61 has spawned a 'NPC [381][npc_vj_hlr1a_houndeye]'.
[20:14:04	][OOC] Rank Leader: odpalac judżment wajwer!!
[20:14:05	]S10/OWS.GHOST-61 has spawned a 'NPC [381][npc_vj_hlr1a_houndeye]'.
[20:14:10	]opuść jebane miasto exited observer at their location.
[20:14:12	]Rank Leader has taken 1 damage from env_fire.
[20:14:13	]opuść jebane miasto has taken 1 damage from env_fire.
[20:14:13	]Rank Leader has taken 1 damage from env_fire.
[20:14:16	]Ekrell loaded the character 'S10:SCN-6'
[20:14:17	]opuść jebane miasto entered observer.
[20:14:18	]krzysztof kononowicz exited observer at their location.
[20:14:25	]S10:SCN-6 used command '/Dispatch autonomous judgement'.
[20:14:27	]jokaz 🗿 (STEAM_0:0:422062415) has disconnected.
[20:14:35	]S10:SCN-6 used command '/Dispatch AUTONOMOUS JUDGMENT'.
[20:14:41	]S10:SCN-6 used command '/VisorStatus black'.
[20:14:45	]C17:RCT.YELLO-04 has taken 1 damage from env_fire.
[20:14:50	]krzysztof kononowicz used command '/Broadcast Jak zostanę prezydentem, będę jeździł - do królowej brytyjskiej, do prezydentów, do premierów. Trzeba tak zrobić, by silniejsi słabszym i biedniejszym pomagali. No i żeby w Europie współpraca była.'.
[20:15:02	]S10/OWS.GHOST-30 exited observer at their location.
[20:15:02	]S10/OWS.GHOST-30 entered observer.
[20:15:06	]krzysztof kononowicz entered observer.
[20:15:13	]krzysztof kononowicz exited observer at their location.
[20:15:13	]S10/OWS.GHOST-30 exited observer at their location.
[20:15:14	]S10/OWS.GHOST-30 entered observer.
[20:15:15	]S10/OWS.GHOST-30 exited observer at their location.
[20:15:18	]S10/OWS.GHOST-30 entered observer.
[20:15:21	]krzysztof kononowicz used command '/Broadcast Jak zostanę prezydentem, to będzie można pić umiarkowanie. Nie tak, żeby się upić i walać.'.
[20:15:21	]S10/OWS.GHOST-30 exited observer at their location.
[20:15:24	]S10/OWS.GHOST-30 entered observer.
[20:15:35	]S10:SCN-6 used command '/Dispatch code void'.
[20:15:37	]S10:SCN-6 used command '/Dispatch code void'.
[20:15:38	]S10:SCN-6 used command '/Dispatch code void'.
[20:15:39	]S10:SCN-6 used command '/Dispatch code void'.
[20:15:39	]S10/OWS.GHOST-30 exited observer at their location.
[20:15:40	]S10:SCN-6 used command '/Dispatch code void'.
[20:15:40	]S10/OWS.GHOST-30 entered observer.
[20:15:40	]S10:SCN-6 used command '/Dispatch code void'.
[20:15:40	][IC] C17:RCT.YELLO-04: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:15:42	][IC] C17:RCT.YELLO-04: <:: 11-99; officer needs assistance! ::>
[20:15:43	]S10:SCN-6 used command '/Dispatch code void'.
[20:15:44	]krzysztof kononowicz used command '/Broadcast Żeby nie było bandyctwa, żeby nie było złodziejstwa, żeby nie było niczego.'.
[20:15:52	]Ekrell has unloaded their "S10:SCN-6" character.
[20:15:54	]S10/OWS.GHOST-30 exited observer at their location.
[20:15:56	]Ekrell loaded the character 'S10/OWS.GHOST-61'
[20:16:00	]krzysztof kononowicz has taken 80 damage from S10/OWS.GHOST-30.
[20:16:01	]S10/OWS.GHOST-61 is fully healed.
[20:16:03	]krzysztof kononowicz was knocked unconscious and is bleeding out.
[20:16:05	]S10/OWS.GHOST-61 ran SAM command 'goto' with arguments: 'kono'
[20:16:05	]krzysztof kononowicz was killed while bleeding out.
[20:16:05	]S10/OWS.GHOST-30 has killed krzysztof kononowicz with player.
[20:16:08	][OOC] Rank Leader: ej atle jak to czytasz powiedz jak range ustawic civil protection
[20:16:09	]S10/OWS.GHOST-30 entered observer.
[20:16:11	]krzysztof kononowicz entered observer.
[20:16:12	]C17:RCT.YELLO-04 ran 'Equip' on item 'Combine PDA' (#135)
[20:16:14	][OOC] Rank Leader: dżenk ju
[20:16:14	]Rank Leader was knocked unconscious and is bleeding out.
[20:16:14	]krzysztof kononowicz exited observer at their location.
[20:16:15	]krzysztof kononowicz entered observer.
[20:16:16	]Rank Leader used command '/CharGetUp'.
[20:16:16	]S10/OWS.GHOST-61 has spawned a 'NPC [414][npc_vj_hlr1a_houndeye]'.
[20:16:16	]S10/OWS.GHOST-61 has spawned a 'NPC [415][npc_vj_hlr1a_houndeye]'.
[20:16:16	]Rank Leader used command '/CharGetUp'.
[20:16:17	]S10/OWS.GHOST-61 has spawned a 'NPC [417][npc_vj_hlr1a_houndeye]'.
[20:16:18	]Rank Leader used command '/CharGetUp'.
[20:16:18	]S10/OWS.GHOST-61 has spawned a 'NPC [424][npc_vj_hlr1a_scientist]'.
[20:16:18	]S10/OWS.GHOST-61 has taken 22 damage from Alpha Houndeye.
[20:16:19	]krzysztof kononowicz exited observer at their location.
[20:16:19	]S10/OWS.GHOST-61 has taken 22 damage from Alpha Houndeye.
[20:16:20	]S10/OWS.GHOST-61 has taken 22 damage from Alpha Houndeye.
[20:16:20	]krzysztof kononowicz has taken 22 damage from Alpha Houndeye.
[20:16:23	]S10/OWS.GHOST-61 has spawned a 'NPC [414][npc_vj_hlr1a_scientist]'.
[20:16:23	]S10/OWS.GHOST-30 exited observer at their location.
[20:16:23	]S10/OWS.GHOST-61 has spawned a 'NPC [415][npc_vj_hlr1a_scientist]'.
[20:16:23	]S10/OWS.GHOST-61 has spawned a 'NPC [417][npc_vj_hlr1a_scientist]'.
[20:16:24	]S10/OWS.GHOST-61 has spawned a 'NPC [424][npc_vj_hlr1a_scientist]'.
[20:16:25	]krzysztof kononowicz entered observer.
[20:16:26	]krzysztof kononowicz exited observer at their location.
[20:16:27	]krzysztof kononowicz entered observer.
[20:16:29	]S10/OWS.GHOST-61 has taken 40 damage from S10/OWS.GHOST-30.
[20:16:31	]S10/OWS.GHOST-30 entered observer.
[20:16:34	]S10/OWS.GHOST-61 ran SAM command 'hp' with arguments: '^' '200'
[20:16:34	]Rank Leader was just killed due to: accepting their death
[20:16:36	]S10/OWS.GHOST-61 is fully healed.
[20:16:38	]S10/OWS.GHOST-30 exited observer at their location.
[20:16:39	]S10/OWS.GHOST-30 entered observer.
[20:16:47	]opuść jebane miasto exited observer at their location.
[20:16:47	]C17:CpT.YELLO-79 used command '/CharSetName yello-79 C17:CpT.YELLO-79'.
[20:16:47	]opuść jebane miasto entered observer.
[20:16:55	]opuść jebane miasto exited observer at their location.
[20:17:06	]Rank Leader used command '/PlyGiveAllFlags leader'.
[20:17:07	]C17:CpT.YELLO-79 entered observer.
[20:17:10	]C17:CpT.YELLO-79 exited observer.
[20:17:13	]krzysztof kononowicz used command '/phonesay'.
[20:17:17	]opuść jebane miasto entered observer.
[20:17:20	]S10/OWS.GHOST-61 has spawned a 'NPC [380][npc_vj_hlr1a_houndeye]'.
[20:17:21	]S10/OWS.GHOST-61 has spawned a 'NPC [440][npc_vj_hlr1a_houndeye]'.
[20:17:22	]S10/OWS.GHOST-61 has spawned a 'NPC [443][npc_vj_hlr1a_houndeye]'.
[20:17:22	]S10/OWS.GHOST-61 has spawned a 'NPC [460][npc_vj_hlr1a_houndeye]'.
[20:17:23	]S10/OWS.GHOST-61 has spawned a 'NPC [461][npc_vj_hlr1a_houndeye]'.
[20:17:23	]S10/OWS.GHOST-61 has taken 30 damage from Alpha Houndeye.
[20:17:23	]S10/OWS.GHOST-61 has spawned a 'NPC [465][npc_vj_hlr1a_houndeye]'.
[20:17:24	]S10/OWS.GHOST-61 has taken 30 damage from Alpha Houndeye.
[20:17:24	]S10/OWS.GHOST-61 has spawned a 'NPC [466][npc_vj_hlr1a_houndeye]'.
[20:17:24	]S10/OWS.GHOST-61 has taken 30 damage from Alpha Houndeye.
[20:17:25	]S10/OWS.GHOST-61 has spawned a 'NPC [467][npc_vj_hlrof_cleansuitsci]'.
[20:17:25	]S10/OWS.GHOST-61 has taken 30 damage from Alpha Houndeye.
