[14:05:52	]Jaslyiaa UwU has connected.
[20:17:19	]Handschar | Leibstandarte exited observer at their location.
[20:17:29	]Handschar | Leibstandarte used command '/CharEditBodygroup leib'.
[20:17:34	]Handschar | Leibstandarte has changed Handschar | Leibstandarte's bodygroups.
[20:18:09	]Handschar | Leibstandarte entered observer.
[20:18:33	]Handschar | Leibstandarte exited observer at their location.
[20:18:34	]Handschar | Leibstandarte entered observer.
[20:18:39	]Handschar | Leibstandarte exited observer at their location.
[20:18:39	]Handschar | Leibstandarte entered observer.
[20:18:47	]Handschar | Leibstandarte exited observer at their location.
[20:18:48	]Handschar | Leibstandarte entered observer.
[20:18:49	]Handschar | Leibstandarte exited observer at their location.
[20:18:58	]Handschar | Leibstandarte entered observer.
[20:18:59	]Handschar | Leibstandarte exited observer at their location.
[20:19:06	]Handschar | Leibstandarte entered observer.
[20:20:01	]Handschar | Leibstandarte exited observer at their location.
[20:20:02	]Handschar | Leibstandarte entered observer.
[20:20:03	]Handschar | Leibstandarte exited observer at their location.
[20:20:07	]Handschar | Leibstandarte entered observer.
[20:20:17	]Handschar | Leibstandarte entered observer.
[20:20:18	]Handschar | Leibstandarte entered observer.
[20:20:19	]Handschar | Leibstandarte is fully healed.
[20:20:36	]Handschar | Leibstandarte exited observer at their location.
[20:20:37	]Handschar | Leibstandarte entered observer.
[20:20:40	]Handschar | Leibstandarte exited observer at their location.
[20:20:40	]Handschar | Leibstandarte entered observer.
[20:20:45	]Handschar | Leibstandarte exited observer at their location.
[20:20:45	]Handschar | Leibstandarte entered observer.
[20:21:35	]Handschar | Leibstandarte exited observer at their location.
[20:22:04	]Handschar | Leibstandarte entered observer.
[20:22:16	]Handschar | Leibstandarte exited observer at their location.
[20:22:17	]Handschar | Leibstandarte entered observer.
[20:23:19	]Handschar | Leibstandarte exited observer at their location.
[20:23:20	]Handschar | Leibstandarte entered observer.
[20:23:22	]Handschar | Leibstandarte exited observer at their location.
[20:23:25	]Handschar | Leibstandarte entered observer.
[20:23:25	]Handschar | Leibstandarte exited observer at their location.
[20:23:26	]Handschar | Leibstandarte entered observer.
[20:23:27	]Handschar | Leibstandarte exited observer at their location.
[20:23:28	]Handschar | Leibstandarte entered observer.
[20:23:28	]Handschar | Leibstandarte exited observer at their location.
[20:23:29	]Handschar | Leibstandarte entered observer.
[20:23:29	]Handschar | Leibstandarte exited observer at their location.
[20:23:30	]Handschar | Leibstandarte entered observer.
[20:23:31	]Handschar | Leibstandarte exited observer at their location.
[20:24:28	]Handschar | Leibstandarte entered observer.
[20:24:52	]Handschar | Leibstandarte exited observer at their location.
[20:24:54	]Handschar | Leibstandarte entered observer.
[20:24:55	]Handschar | Leibstandarte exited observer at their location.
[20:24:55	]Handschar | Leibstandarte entered observer.
[20:26:05	]Handschar | Leibstandarte exited observer at their location.
[20:26:05	]Handschar | Leibstandarte entered observer.
[20:26:13	]Handschar | Leibstandarte exited observer at their location.
[20:26:15	]Handschar | Leibstandarte entered observer.
[20:26:17	]Handschar | Leibstandarte exited observer at their location.
[20:26:19	]Handschar | Leibstandarte entered observer.
[20:26:32	]Handschar | Leibstandarte exited observer at their location.
[20:26:39	]Handschar | Leibstandarte entered observer.
[20:26:47	]Handschar | Leibstandarte exited observer at their location.
[20:26:49	]Handschar | Leibs has unloaded their "Handschar | Leibstandarte" character.
[20:26:53	]Handschar | Leibs loaded the character 'C24:i3.KING-20'
[20:26:59	]C24:i3.KING-20 entered observer.
[20:27:02	]C24:i3.KING-20 exited observer at their location.
[20:27:08	]C24:i3.KING-20 entered observer.
[20:27:12	]C24:i3.KING-20 exited observer at their location.
[20:27:14	]C24:i3.KING-20 entered observer.
[20:27:15	]C24:i3.KING-20 exited observer at their location.
[20:27:15	]C24:i3.KING-20 entered observer.
[20:27:16	]C24:i3.KING-20 exited observer at their location.
[20:27:16	]C24:i3.KING-20 entered observer.
[20:27:16	]C24:i3.KING-20 exited observer at their location.
[20:27:18	]C24:i3.KING-20 entered observer.
[20:28:57	]C24:i3.KING-20 exited observer at their location.
[20:29:00	]C24:i3.KING-20 entered observer.
[20:29:16	]C24:i3.KING-20 exited observer at their location.
[20:29:26	]C24:i3.KING-20 entered observer.
[20:29:28	]C24:i3.KING-20 exited observer at their location.
[20:29:31	]C24:i3.KING-20 entered observer.
[20:30:40	]C24:i3.KING-20 exited observer at their location.
[20:30:43	]C24:i3.KING-20 entered observer.
[20:30:43	]C24:i3.KING-20 exited observer at their location.
[20:30:52	]C24:i3.KING-20 entered observer.
[20:30:55	]C24:i3.KING-20 exited observer at their location.
[20:30:55	]C24:i3.KING-20 entered observer.
[20:30:55	]C24:i3.KING-20 exited observer at their location.
[20:30:56	]C24:i3.KING-20 entered observer.
[20:30:59	]C24:i3.KING-20 exited observer at their location.
[20:31:00	]C24:i3.KING-20 entered observer.
[20:31:03	]C24:i3.KING-20 exited observer at their location.
[20:31:16	]C24:i3.KING-20 entered observer.
[20:31:20	]C24:i3.KING-20 exited observer at their location.
[20:31:20	]C24:i3.KING-20 entered observer.
[20:31:23	]C24:i3.KING-20 exited observer at their location.
[20:31:25	]C24:i3.KING-20 entered observer.
[20:32:00	]C24:i3.KING-20 exited observer at their location.
[20:32:01	]C24:i3.KING-20 entered observer.
[20:32:01	]C24:i3.KING-20 exited observer at their location.
[20:32:03	]C24:i3.KING-20 entered observer.
[20:32:04	]C24:i3.KING-20 exited observer at their location.
[20:32:08	]C24:i3.KING-20 entered observer.
[20:32:14	]C24:i3.KING-20 exited observer at their location.
[20:32:17	]C24:i3.KING-20 entered observer.
[20:32:19	]C24:i3.KING-20 exited observer at their location.
[20:32:21	]C24:i3.KING-20 has taken 82 damage from worldspawn.
[20:32:21	]C24:i3.KING-20 entered observer.
[20:32:22	]C24:i3.KING-20 exited observer at their location.
[20:32:23	]C24:i3.KING-20 is fully healed.
[20:32:28	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '100'
[20:32:29	]C24:i3.KING-20 entered observer.
[20:32:36	]C24:i3.KING-20 exited observer at their location.
[20:32:59	]C24:i3.KING-20 entered observer.
[20:33:08	]C24:i3.KING-20 exited observer at their location.
[20:33:12	]C24:i3.KING-20 entered observer.
[20:33:14	]C24:i3.KING-20 exited observer at their location.
[20:33:15	]C24:i3.KING-20 entered observer.
[20:33:16	]C24:i3.KING-20 exited observer at their location.
[20:33:18	]C24:i3.KING-20 entered observer.
[20:33:19	]C24:i3.KING-20 exited observer at their location.
[20:33:28	]C24:i3.KING-20 used command '/ActSit'.
[20:34:05	]C24:i3.KING-20 used command '/ExitAct'.
[20:34:06	]C24:i3.KING-20 entered observer.
[20:34:11	]C24:i3.KING-20 exited observer at their location.
[20:34:11	]C24:i3.KING-20 entered observer.
[20:34:14	]C24:i3.KING-20 exited observer at their location.
[20:34:15	]C24:i3.KING-20 used command '/ActSit'.
[20:35:20	]C24:i3.KING-20 used command '/ExitAct'.
[20:35:23	]C24:i3.KING-20 entered observer.
[20:35:27	]C24:i3.KING-20 exited observer at their location.
[20:35:28	]C24:i3.KING-20 entered observer.
[20:35:31	]C24:i3.KING-20 exited observer at their location.
[20:35:31	]C24:i3.KING-20 entered observer.
[20:35:32	]C24:i3.KING-20 exited observer at their location.
[20:35:33	]C24:i3.KING-20 entered observer.
[20:36:32	]C24:i3.KING-20 exited observer at their location.
[20:36:33	]C24:i3.KING-20 entered observer.
[20:36:36	]C24:i3.KING-20 exited observer at their location.
[20:36:36	]C24:i3.KING-20 entered observer.
[20:36:39	]C24:i3.KING-20 exited observer at their location.
[20:36:39	]C24:i3.KING-20 entered observer.
[20:36:41	]C24:i3.KING-20 exited observer at their location.
[20:36:42	]C24:i3.KING-20 entered observer.
[20:36:46	]C24:i3.KING-20 exited observer at their location.
[20:36:48	]C24:i3.KING-20 entered observer.
[20:36:50	]C24:i3.KING-20 exited observer at their location.
[20:36:50	]C24:i3.KING-20 entered observer.
[20:36:51	]C24:i3.KING-20 exited observer at their location.
[20:36:51	]C24:i3.KING-20 entered observer.
[20:36:52	]C24:i3.KING-20 exited observer at their location.
[20:36:52	]C24:i3.KING-20 entered observer.
[20:37:11	]C24:i3.KING-20 exited observer at their location.
[20:37:13	]C24:i3.KING-20 entered observer.
[20:38:16	]C24:i3.KING-20 exited observer at their location.
[20:38:16	]C24:i3.KING-20 entered observer.
[20:38:18	]C24:i3.KING-20 exited observer at their location.
[20:38:19	]C24:i3.KING-20 entered observer.
[20:38:28	]C24:i3.KING-20 exited observer at their location.
[20:38:29	]C24:i3.KING-20 entered observer.
[20:38:31	]C24:i3.KING-20 exited observer at their location.
[20:38:32	]C24:i3.KING-20 entered observer.
[20:38:34	]C24:i3.KING-20 exited observer at their location.
[20:38:45	]C24:i3.KING-20 entered observer.
[20:38:50	]C24:i3.KING-20 exited observer at their location.
[20:38:53	]C24:i3.KING-20 entered observer.
[20:38:56	]C24:i3.KING-20 exited observer at their location.
[20:38:58	]C24:i3.KING-20 entered observer.
[20:39:15	]C24:i3.KING-20 exited observer at their location.
[20:39:15	]C24:i3.KING-20 entered observer.
[20:39:20	]C24:i3.KING-20 exited observer at their location.
[20:39:20	]C24:i3.KING-20 entered observer.
[20:39:35	]C24:i3.KING-20 exited observer at their location.
[20:39:36	]C24:i3.KING-20 entered observer.
[20:39:37	]C24:i3.KING-20 exited observer at their location.
[20:39:38	]C24:i3.KING-20 entered observer.
[20:39:41	]C24:i3.KING-20 exited observer at their location.
[20:39:42	]C24:i3.KING-20 entered observer.
[20:39:43	]C24:i3.KING-20 exited observer at their location.
[20:39:45	]C24:i3.KING-20 entered observer.
[20:40:01	]C24:i3.KING-20 exited observer at their location.
[20:40:01	]C24:i3.KING-20 entered observer.
[20:41:00	]C24:i3.KING-20 exited observer at their location.
[20:41:02	]C24:i3.KING-20 entered observer.
[20:41:04	]C24:i3.KING-20 exited observer at their location.
[20:41:09	]C24:i3.KING-20 entered observer.
[20:41:14	]C24:i3.KING-20 exited observer at their location.
[20:41:16	]C24:i3.KING-20 entered observer.
[20:41:26	]C24:i3.KING-20 exited observer at their location.
[20:42:10	]C24:i3.KING-20 entered observer.
[20:42:11	]C24:i3.KING-20 entered observer.
[20:42:16	]C24:i3.KING-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[20:42:18	]C24:i3.KING-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[20:42:19	]C24:i3.KING-20 exited observer at their location.
[20:42:22	]C24:i3.KING-20 has spawned 'models/props_combine/breendesk.mdl'.
[20:42:29	]C24:i3.KING-20 has spawned 'models/props_combine/breenglobe.mdl'.
[20:42:33	]C24:i3.KING-20 used command '/ToggleRaise'.
[20:42:43	]C24:i3.KING-20 entered observer.
[20:42:45	]C24:i3.KING-20 exited observer at their location.
[20:42:45	]C24:i3.KING-20 entered observer.
[20:42:50	]C24:i3.KING-20 exited observer at their location.
[20:42:51	]Handschar | Leibs has unloaded their "C24:i3.KING-20" character.
[20:42:58	]Handschar | Leibs loaded the character 'Handschar | Leibstandarte'
[20:43:13	]Handschar | Leibstandarte entered observer.
[20:43:13	]Handschar | Leibstandarte entered observer.
[20:43:14	]Handschar | Leibstandarte exited observer at their location.
[20:43:16	]Handschar | Leibstandarte has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:43:19	]Handschar | Leibstandarte used command '/ToggleRaise'.
[20:43:27	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureToilet001a.mdl'.
[20:43:33	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[20:43:55	]Handschar | Leibstandarte has taken 5 damage from npc_headcrab_black.
[20:43:55	]Handschar | Leibstandarte was knocked unconscious and is bleeding out.
[20:43:59	]Handschar | Leibstandarte ran SAM command 'respawn' with arguments: 'leib'
[20:44:00	]Handschar | Leibstandarte entered observer.
[20:44:00	]Handschar | Leibstandarte entered observer.
[20:44:03	]Handschar | Leibstandarte is fully healed.
[20:44:05	]Handschar | Leibstandarte exited observer at their location.
[20:44:06	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[20:44:21	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[20:44:25	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[20:44:34	]Handschar | Leibstandarte has taken 5 damage from npc_headcrab_black.
[20:44:34	]Handschar | Leibstandarte was knocked unconscious and is bleeding out.
[20:44:36	]Handschar | Leibstandarte ran SAM command 'respawn' with arguments: 'leib'
[20:44:37	]Handschar | Leibstandarte entered observer.
[20:44:38	]Handschar | Leibstandarte exited observer at their location.
[20:44:39	]Handschar | Leibstandarte has fired a toolgun with the name: remover
[20:44:41	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
