[16:20:53	]crat has connected.
[20:17:16	]John Brookly has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[20:17:19	]C24:RL.XRAY-57 used command '/PM ghost /sc cmb yaz sonra /radio kullan'.
[20:17:33	]S10/OWS.GHOST-45 used command '/SC cmb'.
[20:17:37	][Y] John Brookly: Erkekler büyük kutuları alıp römork'a yüklemek için dışarı çıksın.
[20:17:47	]Nikolas Kozár used command '/ActStand 4'.
[20:17:50	]C24:RL.XRAY-57 used command '/ActStand 4'.
[20:17:51	]Nikolas Kozár used command '/ExitAct'.
[20:17:54	][IC] John Brookly: Sende buradaki küçük kutuları alıp taşımakla başla.
[20:17:54	]C24:RL.XRAY-57 used command '/ExitAct'.
[20:17:54	][LOOC] Sadie White: pozitif ayrımcılık sevdim:)
[20:17:56	]C24:RL.XRAY-57 used command '/ActStand 4'.
[20:17:57	]Nikolas Kozár used command '/ActStand 4'.
[20:18:04	]Nikolas Kozár ran 'Open' on item 'Rasyon' (#15730)
[20:18:04	]Nikolas Kozár has gained a 'Yapay Macun' #15942.
[20:18:04	]Nikolas Kozár has gained a 'Breen'in Suyu' #15943.
[20:18:04	]Nikolas Kozár has gained a '15 Kredi Kuponu' #15944.
[20:18:06	][IC] John Brookly: Sen buradaki kutuları al.
[20:18:07	]Nikolas Kozár ran 'Consume' on item 'Breen'in Suyu' (#15943)
[20:18:07	]Nikolas Kozár has gained a 'Boş Breen'in Suyu' #15945.
[20:18:07	][IC] Paul Stone: Tamam.
[20:18:10	][LOOC] John Freeman: sjdsj
[20:18:11	][LOOC] John Brookly: /me den belirtin lütfen
[20:18:17	]C24:RL.XRAY-57 used command '/PM brookly eylem yapmalarını da söyle'.
[20:18:18	]C24:RL.XRAY-57 used command '/PM brookly /me'.
[20:18:22	]John Brookly used command '/PM 57 söyledim'.
[20:18:23	][ME] Paul Stone: sağ ve sol eliyle kutuyu taşır
[20:18:27	][ME] John Freeman: kutuyu kaldırır
[20:18:29	][ME] Sadie White: küçük kutuyu altan kavrar ve göbeğiyle destekleyerek kucaklar
[20:18:30	][ME] John Hector: kutuyu elleri ile kavrar ve kaldırır.
[20:18:33	][ME] Nikolas Kozár: Çalışanları dikkatlice izler, arada bir defterine not yazar
[20:18:42	][ME] John Freeman: kutuyu sırtına alır
[20:18:43	]Wonder Of You loaded the character 'Hershel Von Shepherd'
[20:18:47	]Hershel Von Shepherd is fully healed.
[20:18:51	][Y] John Brookly: Bu taşıma görevinde,görevini eksiksiz yapan birisini kahraman olarak seçeceğim ve diğerlerindan daha büyük bir ödül olacak.
[20:18:53	][LOOC] John Brookly: alacak*
[20:18:53	][LOOC] C24:RL.XRAY-57: sisyphus
[20:18:57	][IC] S10/OWS.GHOST-45: <:: Cp uniteleri, herhangi bir, yardım, destek, yeni kuvvet, talep oluşturuldu. KOD;  KORU, İŞBİRLİĞİ, OTORİTE. ::>
[20:19:01	][LOOC] Luther Campbell: sisifus o
[20:19:10	]S10/OWS.GHOST-45 used command '/Radio Cp uniteleri, herhangi bir, yardım, destek, yeni kuvvet, talep oluşturuldu. KOD; KORU, İŞBİRLİĞİ, OTORİTE.'.
[20:19:13	][IC] Nikolas Kozár: En üst işçi yönetimi sizsiniz, değil mi?
[20:19:14	][LOOC] John Freeman: nasıl çıkarcaz sajdsjfs
[20:19:14	]Nikolas Kozár used command '/ExitAct'.
[20:19:16	]C24:RL.XRAY-57 used command '/ExitAct'.
[20:19:19	][IC] John Brookly: Lanet olsun.
[20:19:23	]Hershel Von Shepherd used command '/PlyWhitelist shepherd uu'.
[20:19:27	]Hershel Von Shepherd used command '/PlyWhitelist shepherd u.u'.
[20:19:28	][IC] John Brookly: Sağ taraftan.
[20:19:28	][Y] C24:RL.XRAY-57: <:: Kimse sıradan çıkmasın. ::>
[20:19:32	][IC] John Freeman: Abov.
[20:19:33	]Hershel Von Shepherd used command '/PlyWhitelist shepherd universal union'.
[20:20:04	][Y] John Brookly: Yükleyin bakalım.
[20:20:04	][IC] S10/OWS.GHOST-45: <:: Reporting clear. ::>
[20:20:11	][LOOC] Sadie White: dsasadsadsaddsasad
[20:20:13	]Luther Campbell has used a context menu option with the name: collision_off
[20:20:17	]Luther Campbell has used a context menu option with the name: collision_on
[20:20:19	][ME] John Freeman: kutuyu römorkun içine iter
[20:20:29	][ME] Sadie White: arkasından çıkarak küçük kutuyu sakince bırakır
[20:20:31	][IC] Nikolas Kozár: Buradaki en yüksek rürbeli kişi, siz misiniz?
[20:20:36	][ME] John Hector: kutuyu römorka yaslar ve içeri yavaşca ittirir.
[20:20:39	][ME] Paul Stone: sağ ve sol elleriyle remorka bırakır
[20:20:41	][Y] Luther Campbell: Yukarıdaki kutuyu düzeltin.
[20:20:42	][IC] John Brookly: Evet.
[20:20:47	][IC] Nikolas Kozár: Ah, evet. John.
[20:20:47	]Luther Campbell has disabled persistence for 'models/props_vehicles/trailer002a.mdl'.
[20:20:47	]Luther Campbell has used a context menu option with the name: persist_end
[20:20:49	][IC] John Freeman: Oldumu.
[20:20:52	][IC] Luther Campbell: Evet.
[20:20:57	][Y] John Brookly: Daha taşınacak çok kutu var devam edin!
[20:21:02	][Y] John Brookly: Küçük kutular kaldı.
[20:21:06	][LOOC] Sadie White: dış görünüşe neden kişilk yazdınız
[20:21:09	][IC] Nikolas Kozár: İş vardiyasına bir bakayım dedim. Birilerine öncelikli ödül vermeyi unutma.
[20:21:12	][IC] John Freeman: Kapı.
[20:21:15	][IC] John Brookly: Elbette.
[20:21:17	][IC] John Brookly: Ondan bahsettim.
[20:21:30	][IC] Nikolas Kozár: Ve yeni işçiyi lütfen eğit, öğrenecek çok şey var.
[20:21:34	][IC] John Brookly: Siviller daha iyi bir iş yaparsa daha büyük bir ödül alacaklarını biliyor.
[20:21:39	]Luther Campbell has spawned 'models/props_junk/cardboard_box001a.mdl'.
[20:21:43	]Luther Campbell has spawned 'models/props_junk/cardboard_box004a_gib01.mdl'.
[20:21:43	][ME] John Freeman: küçük kutulardan 3 tanesini üst üste dizer ve alır
[20:21:45	][ME] Paul Stone: sağ ve sol eliyle kutuyu taşır
[20:21:46	][ME] Sadie White: küçük kutuyu göbeğine dayayarak 2 eliyle kavrar 
[20:21:47	]Luther Campbell has spawned 'models/props_junk/cardboard_box003b.mdl'.
[20:21:51	]Luther Campbell has spawned 'models/props_junk/cardboard_box003a_gib01.mdl'.
[20:21:54	]Nikolas Kozár has spawned a paper.
[20:21:55	]Luther Campbell has spawned 'models/props_junk/cardboard_box003a.mdl'.
[20:21:57	]Nikolas Kozár ran 'take' on item 'Kağıt' (#15946)
[20:21:57	]Nikolas Kozár has gained a 'Kağıt' #15946.
[20:22:01	]Nikolas Kozár ran 'Write' on item 'Kağıt' (#15946)
[20:22:01	][Y] Luther Campbell: KUTULAR BURADA!
[20:22:04	]Nikolas Kozár ran 'Write' on item 'Kağıt' (#15946)
[20:22:07	][ME] Paul Stone: sağ ve sol küçükten büyüye doğru 3 adet kutu alır
[20:22:09	][Y] Luther Campbell: Kutuları almayı unuttunuz!
[20:22:14	][IC] Luther Campbell: Hey.
[20:22:16	][OOC] Sadie White: açıklamaya dış görünüşü yazmıyor muyuz
[20:22:16	]C24:RL.XRAY-57 used command '/PM luther unutmadılar siz unuttunuz kutu koymayı aq'.
[20:22:17	][ME] John Hector: küçük kutulardan birini elleri ile kavrar ve kaldırır.
[20:22:22	]C24:RL.XRAY-57 used command '/PM luther bırak güzel böyle'.
[20:22:27	][Y] John Brookly: Kutuların içinde kırılacak eşya olabilir dikkatli yerleştirin.
[20:22:28	]C24:RL.XRAY-57 used command '/PM luther /me ile rol yapmayı öğreniyorlar'.
[20:22:30	]Luther Campbell used command '/PM 57 adam mal aq koy diyom koymuyo'.
[20:22:33	]Nikolas Kozár used command '/ActStand 4'.
[20:22:34	][ME] Sadie White: arkasından çıkarak yavaşça bırakır
[20:22:35	]Nikolas Kozár used command '/ExitAct'.
[20:22:36	][ME] John Freeman: kutuları römorkun içine atar ve düzetlmek için tırmanır
[20:22:36	]Luther Campbell has used a context menu option with the name: remove
[20:22:38	][Y] C24:RL.XRAY-57: <:: Hadi! ::>
[20:22:41	]Luther Campbell has used a context menu option with the name: ignite
[20:22:42	]Nikolas Kozár used command '/ActStand 4'.
[20:22:43	]Luther Campbell has used a context menu option with the name: remove
[20:22:46	]Nikolas Kozár ran 'Write' on item 'Kağıt' (#15946)
[20:22:48	]John Freeman used command '/ActCheck'.
[20:22:57	][ME] Paul Stone: sağ ve sol küçükten büyüye doğru 3 remorka bırakır
[20:22:59	][ME] John Freeman: kutuları düzenli bir şekilde sıralar
[20:23:05	]John Freeman used command '/ExitAct'.
[20:23:08	][IC] Luther Campbell: Işlem tamamlandı.
[20:23:12	][IC] S10/OWS.GHOST-45: <:: Reporting Clear İn Sector. ::>
[20:23:12	][IC] Luther Campbell: Kutular koyuldu.
[20:23:19	][ME] Sadie White: küçük kutuyu göbeğine dayayarak 2 eliyle kavrar 
[20:23:20	][Y] John Brookly: Sivil.
[20:23:23	][IC] Luther Campbell: Herkes buradamı?
[20:23:25	][ME] John Hector: kutuyu römorka nazik ve narin bir şekilde yerleştirir.
[20:23:27	][Y] John Brookly: Işimiz bitti gel buraya.
[20:23:27	][Y] Luther Campbell: Bi duvara geçermisiniz.
[20:23:28	][OOC] John Freeman: scientist istersen yaz
[20:23:35	][ME] Sadie White: kutuyu geri koyar
[20:23:38	][Y] Luther Campbell: Bir kişi eksik.
[20:24:20	][Y] John Brookly: Buradaki işimiz bitti, Şimdi herkes Depo #1'e yürüsün marş marş.
[20:24:25	][IT] Paul Stone: Paul Stone ağzından tükürükler çıkar
[20:24:27	]Luther Campbell has enabled persistence for 'models/props_vehicles/trailer002a.mdl'.
[20:24:27	]Luther Campbell has used a context menu option with the name: persist
[20:24:28	]Luther Campbell has disabled persistence for 'models/props_vehicles/trailer002a.mdl'.
[20:24:28	]Luther Campbell has used a context menu option with the name: persist_end
[20:24:36	][IC] Nikolas Kozár: Mhm.
[20:24:40	][IC] John Freeman: Uhh.
[20:24:46	][Y] John Brookly: Burayı herkes kullanıyor vatandaş, yere tükürme hakkını kim verdi sana?
[20:24:55	]Hershel Von Shepherd used command '/SC civil protection'.
[20:24:57	][ME] Paul Stone: sağ eliyle ağzını siler
[20:24:59	]Hershel Von Shepherd used command '/SC cp'.
[20:25:07	][Y] John Brookly: Bu yaptığından ötürü diğerlerinden daha az ödül alacaksın.
[20:25:09	][IC] Paul Stone: Efendim kusura bakmayın.
[20:25:12	]Hershel Von Shepherd used command '/Radio shepherd konuşuyor sesim geliyor mu?'.
[20:25:15	][Y] John Brookly: Yürüyün.
[20:25:16	]Nikolas Kozár used command '/ExitAct'.
[20:25:22	]Sadie White used command '/PM rl doğru tahmin etmişim'.
[20:25:27	]Luther Campbell has enabled persistence for 'models/props_vehicles/trailer002a.mdl'.
[20:25:27	]Luther Campbell has used a context menu option with the name: persist
[20:26:09	][Y] John Brookly: Herkes duvara tekrardan.
[20:26:20	]Nikolas Kozár entered observer.
[20:26:21	]Nikolas Kozár exited observer at their location.
[20:26:23	]Nikolas Kozár entered observer.
[20:26:25	][Y] John Brookly: Herkesin bana kendini tanıtmasını istiyorum öncelikle.
[20:26:26	]Nikolas Kozár exited observer at their location.
[20:26:28	]Hershel Von Shepherd has given himself a cca_coat_overseer.
[20:26:28	]Hershel Von Shepherd has gained a 'Gözetmen' #15947.
[20:26:29	]Hershel Von Shepherd has given himself a cca_legs_overseer.
[20:26:29	]Hershel Von Shepherd has gained a 'Gözetmen Pantolonu' #15948.
[20:26:31	][IC] S10/OWS.GHOST-45: <:: Sector clear, advancing. ::>
[20:26:31	][LOOC] John Brookly: /id
[20:26:34	]John Freeman used command '/ID'.
[20:26:34	][IC] Sadie White: Sadie white.
[20:26:36	]John Hector used command '/ID'.
[20:26:37	]Paul Stone used command '/ID'.
[20:26:38	][Y] John Brookly: Numaraları ile birlikte.
[20:26:45	][IC] Sadie White: Direk kartı gösterelim.
[20:26:45	][LOOC] John Brookly: /id
[20:26:49	][IC] John Brookly: Hayır.
[20:26:50	]Nikolas Kozár used command '/ActStand 4'.
[20:26:57	][Y] C24:RL.XRAY-57: <:: Sizden isteneni yapın. ::>
[20:26:59	][LOOC] Sadie White: /id kartı gösterme yalan söyleyemiyorsun
[20:27:00	][LOOC] John Freeman: id yaz işte
[20:27:03	]Sadie White used command '/ID'.
[20:27:09	][LOOC] John Brookly: :D
[20:27:18	][IT] Paul Stone: Paul Stone ağzından tükürükler çıkar
[20:27:24	][IC] C24:RL.XRAY-57: <:: Ne sikim yiyorsun lan sen? ::>
[20:27:28	][LOOC] John Freeman: bro kuduz herhalde
[20:27:31	]Sadie White used command '/PM rl f3 te yalan söyleme yalan isim var zaten'.
[20:27:34	][ME] Paul Stone: sağ eliyle ağzını siler
[20:27:40	]Sadie White used command '/PM rl f3 te yalan ismin gözüküyor'.
[20:27:41	][IC] C24:RL.XRAY-57: <:: Kuduz köpek misin? ::>
[20:27:43	][IC] Hershel Von Shepherd: Tomorrow.
[20:27:43	][Y] John Brookly: Bir vardiyayı daha başarılı bir şekilde bitirdik,Bazı arkadaşlarınız ağzına hakim olamamış olsada.
[20:27:52	][Y] John Brookly: Şimdi herkes arkasını dönsün vardiya sonu araması yapılacak.
[20:28:01	][IT] Paul Stone: Paul Stone Nöbet geçirir
[20:28:02	][W] John Brookly: Efendim Mental sağlığından şüphe ediyorum.
[20:28:06	]Nikolas Kozár used command '/ExitAct'.
[20:28:07	]Paul Stone used command '/CharFallOver'.
[20:28:12	][IC] John Freeman: La.
[20:28:14	][IC] Hershel Von Shepherd: There would be no shortage of volunteers and no shortage of patriots. I know you understand.
[20:28:16	][IC] John Brookly: Bu arkadaşınız ödül alamıyacak.
[20:28:18	][LOOC] Nikolas Kozár: porno
[20:28:19	][ME] Sadie White: soluna bakar
[20:28:19	][IC] C24:RL.XRAY-57: <:: Medikal işçi. ::>
[20:28:21	]Hershel Von Shepherd entered observer.
[20:28:23	][IC] John Freeman: Evet.
[20:28:25	][IT] Paul Stone: Paul Stone Nöbet geçirir
[20:28:26	][IC] Sadie White: Onun puanları.
[20:28:30	][IC] C24:RL.XRAY-57: <:: Adamı al, kliniğe götür. ::>
[20:28:31	]Luther Campbell used command '/CharSearch'.
[20:28:32	][IC] John Brookly: Önüne dön.
[20:28:32	][IC] Sadie White: Bize dağıtılacak mı.
[20:28:34	][IC] John Freeman: Anlaşıldı.
[20:28:37	]Hershel Von Shepherd exited observer at their location.
[20:28:37	][IT] Paul Stone: Paul Stone Titrer
[20:28:38	][IC] Luther Campbell: Temiz.
[20:28:38	][IC] John Brookly: Hayır.
[20:28:40	]John Brookly used command '/CharSearch'.
[20:28:46	][IT] Paul Stone: Paul Stone Titrer daha şiddetli
[20:28:51	][IC] John Brookly: Temiz.
[20:29:01	][Y] John Brookly: Çıkabilirsiniz.
[20:29:09	][LOOC] John Freeman: uyanıp gelsene
[20:29:12	][IC] Nikolas Kozár: John.
[20:29:14	]Hershel Von Shepherd entered observer.
[20:29:14	][IT] Paul Stone: Paul Stone Titrer daha dahada titrer
[20:29:14	][W] Luther Campbell: Sadakatlerini vermedin.
[20:29:15	]Hershel Von Shepherd exited observer at their location.
[20:29:16	][LOOC] John Freeman: geçilmiyo
[20:29:17	]John Hector used command '/CharDesc'.
[20:29:20	][IC] Nikolas Kozár: 1 - 2 dakika konuşalım, tabi uygunsa.
[20:29:25	][IC] John Freeman: Kapı.
[20:29:28	][IC] S10/OWS.GHOST-45: <:: Area clear. ::>
[20:29:30	]Hershel Von Shepherd entered observer.
[20:29:30	][IC] Luther Campbell: Sadakat puanlarınız verilecek.
[20:29:31	]Hershel Von Shepherd exited observer at their location.
[20:29:31	][W] John Brookly: Herkes çıktıktan sonra yeni işçiye öğretcem.
[20:29:31	]C24:RL.XRAY-57 entered observer.
[20:29:43	][IC] John Brookly: Bitirmeden önce bana söyle.
[20:29:44	]Hershel Von Shepherd ran 'Equip' on item 'Combine PDA' (#9922)
[20:29:45	][IC] John Brookly: Kontrol edeceğim.
[20:29:51	]Nikolas Kozár has used a context menu option with the name: door_lockunlock
[20:29:52	][IC] John Brookly: Anlaşıldımı?
[20:29:58	][IC] Nikolas Kozár: Pekala...
[20:29:58	][IT] Paul Stone: Paul Stone Titrer daha dahada titrer
[20:30:02	][IC] Luther Campbell: Et bakalım.
[20:30:04	]C24:RL.XRAY-57 exited observer at their location.
[20:30:05	][IC] Nikolas Kozár: İyi iş çıkarttınız çocuklar.
[20:30:10	][IC] Luther Campbell: Saolun.
[20:30:11	][IC] John Brookly: Bitirmemişsin.
[20:30:14	][IC] John Brookly: Bitir öyle.
[20:30:22	][IC] C24:RL.XRAY-57: <:: Bana da puan verildi mi? ::>
[20:30:25	][IT] Paul Stone: Paul Stone'a İlaç verilmesi lazım
[20:30:25	][IC] John Freeman: Hmm.
[20:30:26	][IC] Luther Campbell: Evet.
[20:30:27	][IC] John Brookly: Ne yapıyorsun sen?
[20:30:28	][IC] C24:RL.XRAY-57: <:: Güzel. ::>
[20:30:34	][IC] Luther Campbell: Verildi efendim.
[20:30:38	][IC] Luther Campbell: Iş bitti.
[20:30:42	][IC] Nikolas Kozár: Mhm.
[20:30:42	][IC] John Brookly: Puan'ı iki kişiye verdin sadece.
[20:30:44	][ME] John Freeman: kafasından düşünür be neden olmuş olabilir ki
[20:30:46	][IC] Luther Campbell: Hayır.
[20:30:46	][IC] John Brookly: Ve kupon vermedin.
[20:30:53	][IT] Paul Stone: Paul Stone Titrer daha dahada titrer
[20:30:53	][IC] Luther Campbell: Kupona zaten gerek yokki.
[20:30:57	][IT] Paul Stone: Paul Stone Nöbet geçirir
[20:30:58	][IC] Luther Campbell: Yaptıkları iş çok kolaydı.
[20:31:00	][IC] John Brookly: Dalgamı geçiyorsun?
[20:31:02	][IC] Luther Campbell: Sadece sadakat puanı yeterli.
[20:31:14	][IC] Nikolas Kozár: Sen İşçi birliğinin dağıttığı yönelgeleri okumadın mı?
[20:31:20	][ME] John Freeman: hastanın bacaklarını bağlar ki kimseye zarar veremesin
[20:31:26	]Hershel Von Shepherd entered observer.
[20:31:26	][IC] Luther Campbell: Hatırlayamıyor olabilirim efendim.
[20:31:29	][IC] John Freeman: ?
[20:31:30	]Hershel Von Shepherd exited observer at their location.
[20:31:31	][IC] Luther Campbell: Kusura bakmayın.
[20:31:33	][IC] Sadie White: Ş-şey.
[20:31:34	][IC] John Freeman: Çıkarmısınız.
[20:31:34	][IC] Nikolas Kozár: ...
[20:31:36	][IC] John Brookly: Lanet olsun...bazıları puan alamadı.
[20:31:36	][IC] Luther Campbell: Gece vardiyası kafam karıştı.
[20:31:38	][IC] Sadie White: Neden bacaklarını bağladınız.
[20:31:40	][IC] Hershel Von Shepherd: Soldier.
[20:31:43	][IC] John Freeman: Adam titriyor.
[20:31:43	][IC] Luther Campbell: Hayır hepsine verdim zaten.
[20:31:47	][IT] Paul Stone: Paul Stone Nöbet geçirir
[20:31:48	][IC] Hershel Von Shepherd: Asker.
[20:31:50	][IC] Sadie White: Evet.
[20:31:55	][IC] Luther Campbell: Bitek şu köpürene vermedim.
[20:31:57	][IC] John Freeman: Siktir.
[20:31:57	][IC] Nikolas Kozár: Bu büyük bir hatadır, SK gerekirse Sosyal Puanda düşüş yapacaktır.
[20:31:57	][IC] Sadie White: Titriyorsa neden bağlıyorsunuz ki.
[20:31:59	][IC] John Brookly: Bitir derken sana terminalden işi bitir demedim,bitirdikten sonra bana göster dedim.
[20:32:01	][IC] Hershel Von Shepherd: Telsizden sesim gelmiyor mu?
[20:32:01	][LOOC] Paul Stone: hocam nöbet öyle değil
[20:32:10	][IC] S10/OWS.GHOST-45: <:: 10-4. ::>
[20:32:11	][IC] C24:RL.XRAY-57: <:: Senin adın ne? ::>
[20:32:13	][LOOC] John Freeman: ne bilem amk
[20:32:13	][IC] Luther Campbell: Luther.
[20:32:17	][IC] C24:RL.XRAY-57: <:: Bir daha olmasın. ::>
[20:32:18	][LOOC] Sadie White: dilini yutar o
[20:32:20	]John Brookly ran 'Open' on item 'CWU PDA' (#15835)
[20:32:21	][IC] Luther Campbell: Tamamdır.
[20:32:23	][IC] C24:RL.XRAY-57: <:: Üstlerinin yönergelerine uy. ::>
[20:32:23	][LOOC] Sadie White: yan yatır biraz ilk yardım bil
[20:32:24	][IC] C24:RL.XRAY-57: <:: Belgelerini oku. ::>
[20:32:25	][IC] Hershel Von Shepherd: Hmm sosyo statü durumu ne peki.
[20:32:27	][IC] Nikolas Kozár: John.
[20:32:28	][IC] C24:RL.XRAY-57: <:: Güzel. ::>
[20:32:29	][IC] John Brookly: Efendim.
[20:32:34	][LOOC] Paul Stone: sadie biliyor işi :D
[20:32:34	]Sadie White used command '/PM hector olsana doktor'.
[20:32:35	][IC] Nikolas Kozár: Gayet iyi iş çıkarttınız, sizi tebrik ederim.
[20:32:42	][IC] Nikolas Kozár: İşte herhangi bir aksama yaşanmadı.
[20:32:44	]Sadie White used command '/PM paul saide=scientist'.
[20:32:46	][IC] S10/OWS.GHOST-45: <:: Current SOCI Status Code İs BLUE. ::>
[20:32:48	][LOOC] John Freeman: ulan bi doktorda ben olurum böyle zamanda
[20:32:49	][IC] Nikolas Kozár: Güzel, Güzel.
[20:32:52	][IC] John Brookly: Terminal dışında bir aksaklık yaşanmadı.
[20:32:56	][IC] Hershel Von Shepherd: Tamamdır gidebilirsin.
[20:32:59	][IC] Nikolas Kozár: SİB şefine bunu haber edeceğim.
