[07:51:29	]Goblin has connected.
[18:46:23	][IC] C17:RL.KING-2: <:: RcT'den sorumlusun. ::>
[18:46:24	]Wallace Breen used command '/Broadcast İnsanın en temel dürtülerinden başlayarak var gücü ile mücadele edilmelidir: üreme dürtüsü.'.
[18:46:28	]Elazar Gül set voiceDistance to '500'.
[18:46:29	]Eli Vance exited observer at their location.
[18:46:33	][IC] C17:RL.KING-2: <:: O ne hata yaparsa. ::>
[18:46:36	]Elazar Gül set chatRange to '400'.
[18:46:38	]Eli Vance entered observer.
[18:46:38	]Eli Vance exited observer at their location.
[18:46:39	]Wallace Breen used command '/Broadcast Bu baskın güce karşı bize süre tanıdıkları için Hayırseverlerimize minnettar olmalıyız.'.
[18:46:39	][IC] C17:RL.KING-2: <:: İki misli seni bekliyor. ::>
[18:46:42	]Isaac Kleiner has added static text: Bu duvar, inanılamaz bir güç ile kaplanmış
[18:46:42	]Isaac Kleiner used command '/AdminSceneText Bu duvar, inanılamaz bir güç ile kaplanmış'.
[18:46:44	]Isaac Kleiner entered observer.
[18:46:45	]Isaac Kleiner exited observer at their location.
[18:46:46	][IC] C17:RL.KING-2: <:: Ve rapor kanalını inceliyorum. ::>
[18:46:48	][IC] C17:RL.KING-2: <:: Bomboş. ::>
[18:46:53	]Kaiser Hemingway ran SAM command 'asay' with arguments: 'Beyi'
[18:46:54	]Kaiser Hemingway ran SAM command 'asay' with arguments: 'Beyin'
[18:46:54	][IC] C17:RL.KING-2: <:: Neden hiç bir şeyin raporu geçilmiyor. ::>
[18:46:54	]Wallace Breen used command '/Broadcast Bir düğmeye bastılar ve iblislerimizi tek bir hamlede kovdular.'.
[18:46:55	]Elazar Gül exited observer at their location.
[18:46:59	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'efendim'
[18:46:59	]Elazar Gül entered observer.
[18:47:00	]Elazar Gül exited observer at their location.
[18:47:01	]Kaiser Hemingway ran SAM command 'asay' with arguments: 'Sib geçer misin'
[18:47:01	]Enistein has unloaded their "Elazar Gül" character.
[18:47:05	]Enistein loaded the character 'C17:i5.YELLO-79'
[18:47:05	]Kaiser Hemingway ran SAM command 'asay' with arguments: 'vardiya'
[18:47:06	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'sk egitimi var'
[18:47:06	]Kaiser Hemingway entered observer.
[18:47:08	]C17:i5.YELLO-79 entered observer.
[18:47:10	]Wallace Breen used command '/Broadcast Bu dürtünün üstesinden gelmek için asla toplayamayacağımız gücü bize verdiler.'.
[18:47:11	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'geçemem su anda'
[18:47:11	][IC] C17:RL.KING-2: <:: Eğer rapor kanalına geçmezseniz yaptıklarınızın bir boşa çıkacağını bilmiyor musunuz? ::>
[18:47:12	]C17:i5.YELLO-79 exited observer at their location.
[18:47:13	]Kaiser Hemingway ran SAM command 'asay' with arguments: 'okay eğitim sonrası'
[18:47:17	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'sen niye açmıyorsun?'
[18:47:19	][IC] C17:RL.KING-2: <:: I3'ler. ::>
[18:47:23	]Wallace Breen used command '/Broadcast Bize bir amaç verdiler. Gözlerimizi yıldızlara çevirdiler.'.
[18:47:25	][IC] C17:RL.KING-2: <:: Rapor kanalını denetleyeceksiniz. ::>
[18:47:25	]Kaiser Hemingway ran SAM command 'asay' with arguments: 'Benim dışımda bir kişi daha lazım'
[18:47:27	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'ben hep sib baskanıyken acıyodum'
[18:47:30	][IC] C17:RL.KING-2: <:: HERKES KULLANICAK. ::>
[18:47:33	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'öyle bir kural yokki'
[18:47:33	][LOOC] C17:i3.UNION-66: her türlü azar işiteceğiz daha az azar işitmeye bakın
[18:47:34	][IC] C17:RL.KING-2: <:: ANLAŞILDI MI? ::>
[18:47:34	]Wallace Breen used command '/Broadcast Sizi temin ederim ki, Bastırma Alanı, kendimize hakim olduğumuz gün... artık ona ihtiyacımızın olmadığını kanıtlayabileceğimiz gün kapatılacak.'.
[18:47:37	]Kaiser Hemingway ran SAM command 'asay' with arguments: 'benim kuralım'
[18:47:37	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:47:37	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'tek basınada acarsın'
[18:47:37	][IC] C17:RCT.UNION-25: <:: Anlaşıldı. ::>
[18:47:38	]Trqea loaded the character 'Smith Murphy'
[18:47:40	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'ok'
[18:47:42	][IC] C17:RL.KING-2: <:: Sen. ::>
[18:47:44	][IC] C17:RL.KING-2: <:: Dallama. ::>
[18:47:47	][IC] C17:RL.KING-2: <:: Neden geç kalıyorsun? ::>
[18:47:48	][IC] C17:i5.YELLO-79: <:: Geciktim efendim, kusuruma bakmayın. ::>
[18:47:49	]Smith Murphy ran SAM command 'unadmin' with arguments: ''
[18:47:52	][IC] C17:RL.KING-2: <:: Bir adım öne çık. ::>
[18:47:53	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'onun olayı farklıda neyse'
[18:47:54	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:47:55	]Wallace Breen used command '/Broadcast Ve o dönüşüm gününün tarihi, kaynaklarıma da güvenerek, eli kulağındadır.'.
[18:47:58	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:48:02	][IC] C17:RL.KING-2: <:: YELLO-79 ha? ::>
[18:48:02	]Wallace Breen entered observer.
[18:48:07	][IC] C17:i5.YELLO-79: <:: Doğrudur efendim. ::>
[18:48:07	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:48:11	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:48:15	][IC] C17:RL.KING-2: <:: Kendini komik mi sanıyorsun? ::>
[18:48:18	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:48:20	]Wallace Breen exited observer at their location.
[18:48:20	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:48:21	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'sadece kalfalar işçilerin gözetiminde vardiya başlatabiliyor, çırak oldukları için'
[18:48:24	]Kaiser Hemingway exited observer at their location.
[18:48:26	]Isaac Kleiner has fired a toolgun with the name: prop_door
[18:48:28	][IC] C17:i5.YELLO-79: <:: Bir yanlışım olduysa affedin. Kötü bir amacım yoktu. ::>
[18:48:34	][IC] C17:RL.KING-2: <:: RcT'ye geri dönmek mi istiyorsun. ::>
[18:48:36	]Eli Vance entered observer.
[18:48:36	]C17.i3.XRAY-91 ran SAM command 'asay' with arguments: 'diğerleri hep deneyimli kişilerden oluştuğu için'
[18:48:38	]Smith Murphy entered observer.
[18:48:41	][IC] C17:RL.KING-2: <:: Bu herif kendini komik sanıyor galiba. ::>
[18:48:42	]Isaac Kleiner has removed static text: table: 0xda9cbafa
[18:48:42	]Isaac Kleiner used command '/SceneTextRemove'.
[18:48:43	]Eli Vance exited observer at their location.
[18:48:45	]Eli Vance entered observer.
[18:48:47	][IC] C17:i5.YELLO-79: <:: Özür dilerim efendim, haklısınız. ::>
[18:48:47	][IC] C17:RL.KING-2: <:: Neden geç kaldın? ::>
[18:48:50	]Eli Vance exited observer at their location.
[18:48:51	]Raoh Riko opened the 'Metal Çöp Kutusu' stash.
[18:48:54	]Raoh Riko has lost a 'Plastik Kova' #31503.
[18:48:54	]Raoh Riko has transferred a 'Plastik Kova' #31503 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:48:55	][LOOC] C17:i3.UNION-66: İDAAAAAM
[18:48:55	]Kaiser Hemingway entered observer.
[18:48:56	]Raoh Riko has lost a 'Boş Breen'in Suyu' #31521.
[18:48:56	]Raoh Riko has transferred a 'Boş Breen'in Suyu' #31521 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:48:56	]Kaiser Hemingway exited observer at their location.
[18:48:57	]Raoh Riko has lost a 'Boş Kahve Fincanı' #31506.
[18:48:57	]Raoh Riko has transferred a 'Boş Kahve Fincanı' #31506 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:48:59	][IC] C17:i5.YELLO-79: <:: Datapad'im üzerinde halletmem gereken birkaç işim vardı. Bittiği anda geldim efendim. ::>
[18:48:59	]Raoh Riko has lost a 'Boş Kahve Fincanı' #31508.
[18:48:59	]Raoh Riko has transferred a 'Boş Kahve Fincanı' #31508 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:49:01	]Raoh Riko has lost a 'Boş Kavanoz' #31522.
[18:49:01	]Raoh Riko has transferred a 'Boş Kavanoz' #31522 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:49:02	]Isaac Kleiner has spawned a 'NPC [2892][npc_stalker]'.
[18:49:03	]Raoh Riko ran 'Use' on item '15 Kredi Kuponu' (#31520)
[18:49:09	]Raoh Riko has lost a 'Ahşap Çubuk' #31502.
[18:49:09	]Raoh Riko has transferred a 'Ahşap Çubuk' #31502 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:49:09	][ME] C17:RL.KING-2: Derin bir iç çeker
[18:49:10	]Kaiser Hemingway entered observer.
[18:49:11	]Raoh Riko has lost a 'Ahşap Tahta' #30030.
[18:49:11	]Raoh Riko has transferred a 'Ahşap Tahta' #30030 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:49:12	]Kaiser Hemingway exited observer at their location.
[18:49:13	][IC] C17:RL.KING-2: <:: Sırana geç. ::>
[18:49:13	]Raoh Riko has lost a 'Boş Kahverengi Şişe' #31507.
[18:49:13	]Raoh Riko has transferred a 'Boş Kahverengi Şişe' #31507 to a container with the name 'Metal Çöp Kutusu' #1911.
[18:49:13	]Isaac Kleiner has used a context menu option with the name: door_lockunlock
[18:49:15	]Isaac Kleiner has used a context menu option with the name: door_lockunlock
[18:49:15	]Raoh Riko closed the 'Metal Çöp Kutusu' stash.
[18:49:20	]Isaac Kleiner has used a context menu option with the name: container_changepassword
[18:49:21	][IC] C17:RL.KING-2: <:: Gerçekten umutsuz vakalarsınız. ::>
[18:49:22	]Raoh Riko ran 'Use' on item '15 Kredi Kuponu' (#31520)
[18:49:24	]Raoh Riko ran 'drop' on item '15 Kredi Kuponu' (#31520)
[18:49:24	]Raoh Riko has lost a '15 Kredi Kuponu' #31520.
[18:49:28	]Raoh Riko ran 'take' on item '15 Kredi Kuponu' (#31520)
[18:49:28	]Raoh Riko has gained a '15 Kredi Kuponu' #31520.
[18:49:31	][IC] C17:RL.KING-2: <:: Buraya benim atanmama şaşmamalı. ::>
[18:49:31	]Raoh Riko ran 'Use' on item '15 Kredi Kuponu' (#31520)
[18:49:33	]Eli Vance entered observer.
[18:49:37	]Eli Vance exited observer at their location.
[18:49:42	]Kaiser Hemingway entered observer.
[18:49:43	]Wallace Breen entered observer.
[18:49:46	][IC] C17:RL.KING-2: <:: YELLO-79'dan ikiniz de sorumlusunuz. ::>
[18:49:52	][IC] C17:RL.KING-2: <:: BUNU KÜÇÜK BEYNİNİZE SOKUN. ::>
[18:49:54	]Wallace Breen exited observer at their location.
[18:49:56	]Kaiser Hemingway exited observer at their location.
[18:49:56	]Kaiser Hemingway entered observer.
[18:49:58	]Kaiser Hemingway exited observer at their location.
[18:49:58	]Kaiser Hemingway entered observer.
[18:49:58	][IC] C17.i3.XRAY-91: <:: Anlaşıldı. ::>
[18:49:58	]Kaiser Hemingway exited observer at their location.
[18:50:01	][IC] C17:RL.KING-2: <:: NOT ALIN NE BOK YAPIYORSANIZ YAPIN. ::>
[18:50:02	][LOOC] C17:i3.UNION-66: kardeş payı
[18:50:04	][IC] C17:i3.UNION-66: <:: Copy that. ::>
[18:50:05	]Raoh Riko used command '/ActSit 4'.
[18:50:07	][IC] C17:i3.UNION-66: <:: Anlaşıldı. ::>
[18:50:08	][IC] C17:RL.KING-2: <:: EĞER BİR DAHA ŞİKAYET ALIRSAM. ::>
[18:50:08	]Raoh Riko used command '/ExitAct'.
[18:50:15	][IC] C17:RL.KING-2: <:: MASAMA BİR DAHA CİDDİYETSİZLİK RAPORU GELİRSE. ::>
[18:50:23	][IC] C17:RL.KING-2: <:: HEPİNİZİ DÜNYA DIŞI SERVİSE YOLLARIM. ::>
[18:50:24	]Raoh Riko used command '/ActSit 4'.
[18:50:26	]Isaac Kleiner has spawned 'models/props_combine/combine_teleportplatform.mdl'.
[18:50:27	][IC] C17:RL.KING-2: <:: ANLAŞILDI MI? ::>
[18:50:35	][IC] C17:i3.UNION-66: <:: Anlaşıldı. ::>
[18:50:43	][IC] C17:RL.KING-2: <:: İ2'den sonra ne geldiğini biliyorsunuz değil mi? ::>
[18:50:45	][IC] C17.i3.XRAY-91: <:: Anlaşıldı. ::>
[18:50:47	]Isaac Kleiner has enabled persistence for 'models/props_combine/combine_teleportplatform.mdl'.
[18:50:47	]Isaac Kleiner has used a context menu option with the name: persist
[18:50:50	]Smith Murphy exited observer.
[18:50:51	]Raoh Riko used command '/ExitAct'.
[18:50:53	]Isaac Kleiner has spawned 'models/props_lab/miniteleportarc.mdl'.
[18:50:53	][IC] C17:i3.UNION-66: <:: 10-4. ::>
[18:50:54	]Isaac Kleiner has spawned 'models/props_combine/combine_teleportplatform.mdl'.
[18:50:55	][IC] C17:RL.KING-2: <:: İ1'de artık tamamen bir lidere dönüşüyorsunuz. ::>
[18:50:55	]Isaac Kleiner has spawned 'models/props_lab/hl1teleport.mdl'.
[18:50:57	]Isaac Kleiner has spawned 'models/props_lab/hl1teleport.mdl'.
[18:50:59	]Raoh Riko used command '/ActSit 4'.
[18:50:59	]Eli Vance entered observer.
[18:51:01	]Isaac Kleiner has spawned 'models/props_lab/teleportring.mdl'.
[18:51:01	]Eli Vance exited observer at their location.
[18:51:03	][IC] C17:RL.KING-2: <:: Buna hiç hazır değilsiniz. ::>
[18:51:13	][IC] C17:RL.KING-2: <:: İ3 nasıl oldunuz hala şaşırıyorum. ::>
[18:51:14	]Wallace Breen has spawned a 'Entity [4210][ix_vendor]'.
[18:51:14	]Isaac Kleiner has spawned 'models/props_lab/teleportgate.mdl'.
[18:51:16	]Wallace Breen has used a context menu option with the name: vendor_edit
[18:51:19	][IC] C17:RL.KING-2: <:: Pekala. ::>
[18:51:29	]Smith Murphy entered observer.
[18:51:33	]Isaac Kleiner has enabled persistence for 'models/props_lab/teleportgate.mdl'.
[18:51:33	]Isaac Kleiner has used a context menu option with the name: persist
[18:51:35	]Raoh Riko used command '/ExitAct'.
[18:51:36	]Isaac Kleiner has spawned 'models/props_lab/miniteleport.mdl'.
[18:51:40	]Isaac Kleiner has spawned 'models/props_lab/teleportbulkeli.mdl'.
[18:51:42	][IC] C17:RL.KING-2: <:: Tüzüklere bakılmadığının farkına vardım. ::>
[18:51:42	]Isaac Kleiner has spawned 'models/props_lab/teleportbulk.mdl'.
[18:51:43	]Kaiser Hemingway has used a context menu option with the name: skin
[18:51:45	]Isaac Kleiner has spawned 'models/props_combine/combine_teleport_2.mdl'.
[18:51:46	][IC] C17:RL.KING-2: <:: Hala tüzüklere bakılmıyor. ::>
[18:51:47	]Isaac Kleiner has spawned 'models/props_combine/combine_teleportplatform.mdl'.
[18:51:50	]Isaac Kleiner has spawned 'models/props_lab/teleportgate.mdl'.
[18:51:52	]Eli Vance entered observer.
[18:51:55	][IC] C17:RL.KING-2: <:: Ve çoğu kişi kendi kafasına göre ceza kesiyor. ::>
[18:51:57	][IC] C17:RL.KING-2: <:: Bakın. ::>
[18:52:08	]Wallace Breen has spawned a 'Entity [4173][ix_vendor]'.
[18:52:08	][IC] C17:RL.KING-2: <:: Buraya şehir sizin olsun diye görevlendirilmediniz. ::>
[18:52:11	]Isaac Kleiner entered observer.
[18:52:12	]Raoh Riko used command '/ActSit'.
[18:52:12	]Eli Vance exited observer at their location.
[18:52:13	][IC] C17:RL.KING-2: <:: Kendi kararlarınızı veremezsiniz. ::>
[18:52:13	]Kaiser Hemingway has used a context menu option with the name: vendor_edit
[18:52:13	]Isaac Kleiner exited observer at their location.
[18:52:14	]Isaac Kleiner entered observer.
[18:52:16	]Isaac Kleiner exited observer at their location.
[18:52:20	][LOOC] Smith Murphy: :d
[18:52:22	][IC] C17:RL.KING-2: <:: Botumun altındaki birer boklarsınız. ::>
[18:52:23	]Smith Murphy exited observer.
[18:52:26	]Smith Murphy entered observer.
[18:52:29	]Isaac Kleiner entered observer.
[18:52:30	]Isaac Kleiner has fired a toolgun with the name: physprop
[18:52:31	]Isaac Kleiner has fired a toolgun with the name: physprop
[18:52:31	]Isaac Kleiner has fired a toolgun with the name: physprop
[18:52:42	]Isaac Kleiner has fired a toolgun with the name: rope
[18:52:43	]Isaac Kleiner has fired a toolgun with the name: rope
[18:52:46	][IC] C17:RL.KING-2: <:: Sizleri boktan daha çok bir değerli objeye dönüşmenizi görmek istiyorum. ::>
[18:52:49	]Isaac Kleiner has fired a toolgun with the name: rope
[18:52:50	]Isaac Kleiner has fired a toolgun with the name: rope
[18:52:51	]Smith Murphy ran SAM command 'unadmin' with arguments: ''
[18:52:51	]Smith Murphy entered observer.
[18:52:56	][IC] C17:RL.KING-2: <:: Sonsuza kadar  bok kalırsanız. ::>
[18:52:57	]Smith Murphy exited observer.
[18:52:59	]Smith Murphy entered observer.
[18:53:04	]Smith Murphy exited observer.
[18:53:08	][ME] C17:RL.KING-2: Elinde eldiven olmasına rağmen tırnaklarına bakar
[18:53:08	]Isaac Kleiner has used a context menu option with the name: door_lockunlock
[18:53:12	][IC] C17:RL.KING-2: <:: Beni de üzer. ::>
[18:53:18	]Isaac Kleiner exited observer at their location.
[18:53:19	][LOOC] C17:i3.UNION-66: bir tane haydut cp çıkıp canlı bomba gibi ateş açsa ne güleri
[18:53:19	]Isaac Kleiner has fired a toolgun with the name: button
[18:53:22	][IC] C17:RL.KING-2: <:: Şimdi. ::>
[18:53:26	]Isaac Kleiner has fired a toolgun with the name: button
[18:53:27	]Isaac Kleiner has fired a toolgun with the name: button
[18:53:29	]Isaac Kleiner has fired a toolgun with the name: button
[18:53:30	]Kaiser Hemingway has spawned a junk_frame.
[18:53:37	]Isaac Kleiner entered observer.
[18:53:41	]Kaiser Hemingway has used a context menu option with the name: remove
[18:53:45	]Eli Vance entered observer.
[18:53:46	]Isaac Kleiner has fired a toolgun with the name: lamp
[18:53:46	]Kaiser Hemingway has spawned a junk_tv.
[18:53:48	]Kaiser Hemingway ran 'take' on item 'Kırık TV Monitörü' (#31524)
[18:53:48	]Kaiser Hemingway has gained a 'Kırık TV Monitörü' #31524.
[18:53:48	][IC] C17:RL.KING-2: <:: Takip edin beni. ::>
[18:53:50	]Smith Murphy entered observer.
[18:53:52	][IC] C17:RL.KING-2: <:: Arkamda tek sıra. ::>
[18:53:53	][IC] C17:RL.KING-2: <:: ŞİMDİ. ::>
[18:53:57	]Isaac Kleiner has fired a toolgun with the name: smoke
[18:53:58	]Kaiser Hemingway has spawned a ing_xenberries.
[18:53:59	]Isaac Kleiner has fired a toolgun with the name: smoke
[18:53:59	]Eli Vance exited observer at their location.
[18:54:00	]Kaiser Hemingway ran 'take' on item 'Xen Meyveleri' (#31525)
[18:54:00	]Kaiser Hemingway has gained a 'Xen Meyveleri' #31525.
[18:54:01	]Kaiser Hemingway has spawned a ing_xenberries.
[18:54:04	]Wallace Breen has spawned a 'Entity [4173][ix_combinemonitor]'.
[18:54:07	]Eli Vance entered observer.
[18:54:09	][LOOC] Smith Murphy: ben sana koyayım?
[18:54:12	]Isaac Kleiner exited observer at their location.
[18:54:14	]Kaiser Hemingway ran 'take' on item 'Xen Meyveleri' (#31526)
[18:54:14	]Kaiser Hemingway has gained a 'Xen Meyveleri' #31526.
[18:54:14	]Isaac Kleiner entered observer.
[18:54:15	]Isaac Kleiner exited observer at their location.
[18:54:16	]Isaac Kleiner entered observer.
[18:54:18	]Isaac Kleiner exited observer at their location.
[18:54:21	]Eli Vance exited observer at their location.
[18:54:23	]Isaac Kleiner has used a context menu option with the name: remove
[18:54:35	]Wallace Breen has spawned a 'Entity [2897][ix_combinemonitor_small]'.
[18:54:38	][IC] C17:RL.KING-2: <:: Bekle burada. ::>
[18:54:39	]Isaac Kleiner has fired a toolgun with the name: emitter
[18:54:42	]Wallace Breen has spawned a 'Entity [2897][ix_combinemonitor_small]'.
[18:54:46	]Isaac Kleiner has fired a toolgun with the name: emitter
[18:54:47	]C17.i3.XRAY-91 used command '/PM king-2 lag girdi'.
[18:54:48	]Raoh Riko used command '/ExitAct'.
[18:54:49	][LOOC] Albert Sully: EGISEIGIJOESG
[18:54:50	]Wallace Breen has spawned a 'Entity [4247][ix_combinemonitor_tv]'.
[18:54:52	]Eli Vance has fired a toolgun with the name: tesla
