[00:00:00	][IT] C24:i3.KING-20: anlıyor
[16:37:59	]Anna  İvakov has gained a 'Su Şişesi' #164498.
[16:38:01	]C24:RCT.YELLO-54 used the 'Sivil Koruma Tedarikçisi' vendor.
[16:38:04	]Anna  İvakov ran 'EquipUn' on item 'Yangın Baltası' (#136588)
[16:38:05	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:05	]Anna  İvakov ran 'drop' on item 'Tıbbi Direnişçi Üniforması' (#161539)
[16:38:05	]Anna  İvakov has lost a 'Tıbbi Direnişçi Üniforması' #161539.
[16:38:05	]C24:RCT.YELLO-54 has gained a 'Şarjör Çantası' #164521.
[16:38:11	]Scientist has unloaded their "Koh'Lach" character.
[16:38:12	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:12	]C24:RCT.YELLO-54 has gained a 'HK USP .45' #164522.
[16:38:14	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:14	]C24:RCT.YELLO-54 has gained a '9mm Pistol Bullets' #164523.
[16:38:15	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:15	]C24:RCT.YELLO-54 has gained a '9mm Pistol Bullets' #164524.
[16:38:19	]C24:RL.KING-2 has used a context menu option with the name: vendor_edit
[16:38:19	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:19	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164525.
[16:38:20	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:20	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164526.
[16:38:21	][IC] C24:i5.(X)KING-19: <:: Ödülün verild,. ::>
[16:38:21	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:21	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164527.
[16:38:25	]Anna  İvakov ran 'drop' on item 'Su Şişesi' (#164498)
[16:38:25	]Anna  İvakov has lost a 'Su Şişesi' #164498.
[16:38:26	]C24:i5.(X)KING-19 ran 'drop' on item 'Daire Anahtarı' (#161092)
[16:38:26	]C24:i5.(X)KING-19 has lost a 'Daire Anahtarı' #161092.
[16:38:27	][IC] Subütai Makhachev: Hizmet et.
[16:38:27	]C24:i5.(X)KING-19 destroyed a 'Daire Anahtarı' #161092.
[16:38:27	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:28	]C24:RCT.YELLO-54 has gained a 'Ammunition Pouch' #164528.
[16:38:28	]Anna  İvakov ran 'take' on item 'Tıbbi Direnişçi Üniforması' (#161539)
[16:38:28	]Anna  İvakov has gained a 'Tıbbi Direnişçi Üniforması' #161539.
[16:38:32	][IC] C24:i3.KING-20: <:: 2. ::>
[16:38:34	]Scientist created the character 'ddddddddddddddddddd'
[16:38:34	]Scientist loaded the character 'ddddddddddddddddddd'
[16:38:34	]ddddddddddddddddddd has gained a 'Açık Gri Kol Bandı' #164529.
[16:38:34	]ddddddddddddddddddd has gained a '#00360 Kimlik Kartı' #164530.
[16:38:34	]ddddddddddddddddddd has gained a 'Gözlükler' #164531.
[16:38:36	]Kemal Şengör ran 'drop' on item 'Tıbbi Direnişçi Üniforması' (#164490)
[16:38:36	]Kemal Şengör has lost a 'Tıbbi Direnişçi Üniforması' #164490.
[16:38:36	][ME] C24:RL.KING-2: Başını çevirir
[16:38:38	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164526)
[16:38:38	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164527)
[16:38:39	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164525)
[16:38:40	][IC] C24:i3.KING-20: <:: Efendim. ::>
[16:38:41	]C24:i5.(X)KING-19 ran 'take' on item 'Tıbbi Direnişçi Üniforması' (#164490)
[16:38:41	]C24:i5.(X)KING-19 has gained a 'Tıbbi Direnişçi Üniforması' #164490.
[16:38:42	]C24:RCT.YELLO-54 ran 'combine' on item 'Ammunition Pouch' (#164528)
[16:38:43	]C24:RCT.YELLO-54 ran 'combine' on item 'Ammunition Pouch' (#164528)
[16:38:43	][IC] C24:i5.(X)KING-19: <:: Doğrula. ::>
[16:38:44	]C24:RCT.YELLO-54 ran 'combine' on item 'Şarjör Çantası' (#164521)
[16:38:45	]C24:RCT.YELLO-54 ran 'combine' on item 'Şarjör Çantası' (#164521)
[16:38:45	][IC] C24:i3.KING-20: <:: Sizinle konuşmak istediğim husus mevcut. ::>
[16:38:45	]C24:RCT.YELLO-54 ran 'combine' on item 'Şarjör Çantası' (#164521)
[16:38:46	]Kemal Şengör used command '/ID'.
[16:38:46	]C24:RCT.YELLO-54 used the 'Sivil Koruma Tedarikçisi' vendor.
[16:38:49	][IC] C24:RL.KING-2: <:: Şimdi değil. ::>
[16:38:50	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:50	]C24:RCT.YELLO-54 has gained a '9mm Pistol Bullets' #164532.
[16:38:51	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:51	]C24:RCT.YELLO-54 has gained a '9mm Pistol Bullets' #164533.
[16:38:52	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:52	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164534.
[16:38:52	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:52	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164535.
[16:38:53	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:53	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164536.
[16:38:53	]C24:RCT.YELLO-54 has gained 0 chips.
[16:38:53	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164537.
[16:38:56	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164537)
[16:38:56	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164536)
[16:38:57	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164534)
[16:38:58	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164535)
[16:38:58	]C24:RCT.YELLO-54 ran 'combine' on item 'Ammunition Pouch' (#164528)
[16:38:59	]C24:RCT.YELLO-54 ran 'combine' on item 'Ammunition Pouch' (#164528)
[16:39:00	]C24:RCT.YELLO-54 ran 'combine' on item 'Şarjör Çantası' (#164521)
[16:39:00	]C24:RCT.YELLO-54 ran 'combine' on item 'Şarjör Çantası' (#164521)
[16:39:01	]C24:RCT.YELLO-54 ran 'combine' on item 'Şarjör Çantası' (#164521)
[16:39:04	][ME] C24:i3.KING-20: king 2 ona bakınca ciddi bir duruş, doğru bir tavır ve disiplinli bir ağız sağlıyor
[16:39:05	]Scientist has unloaded their "ddddddddddddddddddd" character.
[16:39:07	][IC] C24:i3.KING-20: <:: Anlaşıldı. ::>
[16:39:08	][IC] C24:i5.(X)KING-19: <:: Sivil bu günki günlük limitini. ::>
[16:39:10	][IC] C24:i3.KING-20: <:: Izninizle. ::>
[16:39:10	][IC] C24:i5.(X)KING-19: <:: Aldın. ::>
[16:39:10	]C24:i4.VICTOR-4 used command '/Handsignals'.
[16:39:10	]C24:RCT.YELLO-54 ran 'Equip' on item 'HK USP .45' (#164522)
[16:39:12	][IC] C24:RL.KING-2: <:: Evet. ::>
[16:39:13	]Scientist (STEAM_0:1:533519973) deleted character 'ddddddddddddddddddd'
[16:39:14	][IC] C24:RCT.YELLO-54: <:: Aldım efendim. ::>
[16:39:16	][IC] C24:i5.(X)KING-19: <:: Daha fazla sosyal puan alamassın. ::>
[16:39:17	]Scientist loaded the character 'Koh'Lach'
[16:39:19	]C24:RL.KING-2 is admin-searching C24:RCT.YELLO-54's inventory.
[16:39:19	]C24:RL.KING-2 has used a context menu option with the name: ixviewinventory
[16:39:21	]C24:i5.(X)KING-19 ran 'drop' on item 'Tıbbi Direnişçi Üniforması' (#164490)
[16:39:21	]C24:i5.(X)KING-19 has lost a 'Tıbbi Direnişçi Üniforması' #164490.
[16:39:24	]C24:RL.KING-2 has closed C24:RCT.YELLO-54's inventory.
[16:39:27	][IC] C24:RL.KING-2: <:: Pekala takip et. ::>
[16:39:33	]Adalwolf Krupp ran 'Read' on item 'Tesla Science - Part 2' (#164492)
[16:39:34	][Y] C24:i3.KING-20: <:: 2. ::>
[16:39:38	][IC] Percy Cox: Çöpleri topladım.
[16:39:41	][IC] C24:RL.KING-2: <:: Ne istiyorsun 20. ::>
[16:39:42	]Scientist has unloaded their "Koh'Lach" character.
[16:39:43	][IC] C24:i3.KING-20: <:: Izninizle seyirci olma talebi bulunduruyorum. ::>
[16:39:46	][IC] C24:RL.KING-2: <:: Sana meşgul olduğumu söyledim. ::>
[16:39:50	][IC] C24:RL.KING-2: <:: İşinin başına git. ::>
[16:39:54	]Scientist loaded the character 'Liu Nuo'
[16:39:54	][IC] C24:i3.KING-20: <:: Anlaşıldı. ::>
[16:39:59	]Alastor (STEAM_0:1:601523827) deleted character 'Mark Meathcliff'
[16:39:59	][IC] C24:i5.(X)KING-19: <:: Ben sana görev vermedim. ::>
[16:40:02	]mini peqqa (STEAM_0:1:549865538) has disconnected.
[16:40:02	]Alastor (STEAM_0:1:601523827) deleted character 'Gorgeous Treeman'
[16:40:04	]Alastor (STEAM_0:1:601523827) deleted character 'Stolas Dremur'
[16:40:08	][IC] C24:i5.(X)KING-19: <:: Görevi aldığın sivil korumaya sorucaksın. ::>
[16:40:12	]C24:RL.KING-2 used command '/CP Burada atış talim yeri yok mu?'.
[16:40:15	]C24:i5.(X)KING-19 used command '/CP var'.
[16:40:16	]C24:RCT.YELLO-54 used command '/CP sağda'.
[16:40:25	]S10:SCN-7 used command '/CP 54 Hani nexusu bilmiyorsun'.
[16:40:25	]C24:RL.KING-2 used command '/CP Burası atış talim değil'.
[16:40:25	]Liu Nuo used command '/ShowGenDesc'.
[16:40:26	]Subütai Makhachev ran 'drop' on item 'Dükkan Anahtarı' (#153502)
[16:40:26	]Subütai Makhachev has lost a 'Dükkan Anahtarı' #153502.
[16:40:26	]C24:i3.KING-20 entered observer.
[16:40:29	]Adalwolf Krupp has gained level 30 in the Zanaatkarlık skill.
[16:40:30	]C24:i5.(X)KING-19 used command '/CP var ama nası diyim böyle düz atış yapıcak yer değil'.
[16:40:31	]C24:RCT.YELLO-54 used command '/CP o zaman bilmiyorum'.
[16:40:31	]C24:RL.KING-2 used command '/CP Cqb'.
[16:40:32	]C24:i3.KING-20 used command '/CP atış talim yok'.
[16:40:35	]C24:i3.KING-20 used command '/CP Meskun Mahal var'.
[16:40:37	]C24:RL.KING-2 used command '/CP Cqb burası'.
[16:40:37	]C24:i5.(X)KING-19 used the 'Destek Masası Dağıtıcısı' vendor.
[16:40:38	]Percy Cox used command '/ShowGenDesc'.
[16:40:40	]C24:RL.KING-2 used command '/CP Atış talim değil'.
[16:40:41	]C24:i5.(X)KING-19 ran 'take' on item 'Dükkan Anahtarı' (#153502)
[16:40:41	]C24:i5.(X)KING-19 has gained a 'Dükkan Anahtarı' #153502.
[16:40:43	]C24:i3.KING-20 used command '/CP atış talim yok'.
[16:40:48	]Adalwolf Krupp ran 'Read' on item 'Guns & Bullets - Part 1' (#164496)
[16:40:49	]C24:i4.VICTOR-4 destroyed a 'Teneke Kutu' #164440.
[16:40:50	][IC] C24:RL.KING-2: <:: Pekala. ::>
[16:40:50	]C24:i4.VICTOR-4 destroyed a 'Boş Kahverengi Şişe' #164246.
[16:40:51	]C24:i4.VICTOR-4 destroyed a 'Boş Bourbon Şişesi' #163761.
[16:40:52	]C24:i4.VICTOR-4 destroyed a 'Boş Viski Şişesi' #163749.
[16:40:53	][IC] C24:i5.(X)KING-19: <:: Pekala iş birliğin için teşekkürler. ::>
[16:40:53	]C24:i4.VICTOR-4 destroyed a 'Boş Breen'in Suyu' #163977.
[16:40:55	]C24:i4.VICTOR-4 destroyed a 'Boş Viski Şişesi' #164436.
[16:40:55	][IC] C24:i5.(X)KING-19: <:: Gidebilirsin. ::>
[16:40:56	]C24:i4.VICTOR-4 destroyed a 'Kahverengi Ayakkabı' #164173.
[16:40:56	]C24:i4.VICTOR-4 destroyed a 'Kırık Alıcı' #164303.
[16:41:00	][IC] C24:RL.KING-2: <:: Burada atış talim yeri olmadığı için eğitimini burada vereceğim. ::>
[16:41:00	]C24:i5.(X)KING-19 ran 'drop' on item 'Dükkan Anahtarı' (#153502)
[16:41:00	]C24:i5.(X)KING-19 has lost a 'Dükkan Anahtarı' #153502.
[16:41:01	]C24:i4.VICTOR-4 destroyed a 'Boş Bourbon Şişesi' #164437.
[16:41:04	]C24:i5.(X)KING-19 destroyed a 'Dükkan Anahtarı' #153502.
[16:41:04	][LOOC] Subütai Makhachev: insan dorula derla ayip
[16:41:06	][IC] C24:RCT.YELLO-54: <:: Anlaşıldı. ::>
[16:41:11	]C24:i3.KING-20 exited observer at their location.
[16:41:13	]C24:i3.KING-20 used command '/ToggleRaise'.
[16:41:15	]C24:i3.KING-20 destroyed a 'Tıbbi Direnişçi Üniforması' #164345.
[16:41:16	]C24:i3.KING-20 destroyed a 'Tıbbi Direnişçi Üniforması' #164490.
[16:41:16	][IC] Percy Cox: Benim için bir göreviniz var mı.
[16:41:24	][IC] C24:i4.VICTOR-4: <:: Hmph. ::>
[16:41:27	][IC] C24:i3.KING-20: <:: Seninle konuşmak istiyorum. ::>
[16:41:28	][IC] C24:i3.KING-20: <:: Takip et. ::>
[16:41:37	][IC] C24:i5.(X)KING-19: <:: Ne hakkında. ::>
[16:41:38	][IC] C24:i4.VICTOR-4: <:: 3 tane pro-sosyal aktivite söyle bakalım. ::>
[16:41:46	]C24:i4.VICTOR-4 ran 'split' on item '20 Kredi Kuponu' (#156564)
[16:41:46	]C24:i4.VICTOR-4 has gained a '20 Kredi Kuponu' #164538.
[16:41:49	][IC] C24:i5.(X)KING-19: <:: Ne hakkında? ::>
[16:41:51	][IC] C24:i3.KING-20: <:: Beni sevmiyorsan. ::>
[16:41:53	][IC] C24:i3.KING-20: <:: Ayrılalım 19. ::>
[16:41:54	][IC] C24:i4.VICTOR-4: <:: Söyleyebilir misin. ::>
[16:42:02	][IC] C24:i3.KING-20: <:: Senin için herşeyi yapıyorum. ::>
[16:42:02	][IC] Percy Cox: İtaat etmek, Çöp Toplamak, Hizmet etmek.
[16:42:02	][IC] C24:i3.KING-20: <:: Ancak. ::>
[16:42:05	][IC] C24:i3.KING-20: <:: Istekli gözükmüyorsun. ::>
[16:42:05	][LOOC] C24:i5.(X)KING-19: qewqew
[16:42:05	]Anna  İvakov opened the 'Çöp Konteyneri' #10582 container.
[16:42:05	]Anna  İvakov closed the 'Çöp Konteyneri' #10582 container.
[16:42:07	]Subütai Makhachev opened the 'Çöp Konteyneri' #10954 container.
[16:42:08	]Subütai Makhachev closed the 'Çöp Konteyneri' #10954 container.
[16:42:11	][IC] C24:i4.VICTOR-4: <:: Eh. ::>
[16:42:13	][IC] C24:i4.VICTOR-4: <:: Idare eder. ::>
[16:42:14	][IC] C24:i4.VICTOR-4: <:: Doğrula. ::>
[16:42:18	][IC] C24:i3.KING-20: <:: Seni korumaya çalışıyorum. ::>
[16:42:22	][IC] C24:i3.KING-20: <:: Bundan rahatsız oluyor gibisin. ::>
[16:42:25	][IC] Percy Cox: 36559.
[16:42:28	]Adalwolf Krupp has gained level 27 in the Silahlar skill.
[16:42:28	][IC] C24:RCT.YELLO-54: <:: Yok. ::>
[16:42:32	]C24:RCT.YELLO-54 used command '/ToggleRaise'.
[16:42:35	]C24:RCT.YELLO-54 has lost a '17rnd USP Magazine' #164537.
[16:42:36	][LOOC] C24:i4.VICTOR-4: /id
[16:42:38	]Scientist has unloaded their "Liu Nuo" character.
[16:42:41	][LOOC] Percy Cox: 36559
[16:42:50	]Percy Cox used command '/ID'.
[16:42:52	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164537.
[16:42:52	]C24:RCT.YELLO-54 has lost a '17rnd USP Magazine' #164536.
[16:42:57	][ME] C24:RCT.YELLO-54: yandaki düğmeye basar.
[16:42:58	][IC] C24:i5.(X)KING-19: <:: Değilim rahatsız bu durumdan. Sen böyle mi düşünüyorsun? ::>
[16:43:03	]Adalwolf Krupp used the 'Kitaplık' vendor.
[16:43:06	]Adalwolf Krupp has gained 0 chips.
[16:43:08	]Adalwolf Krupp has gained 0 chips.
[16:43:08	]C24:i4.VICTOR-4 ran 'drop' on item '20 Kredi Kuponu' (#164538)
[16:43:08	]C24:i4.VICTOR-4 has lost a '20 Kredi Kuponu' #164538.
[16:43:09	][IC] C24:i3.KING-20: <:: Hareketlerin beni bunu düşündürmeye itiyor. ::>
[16:43:09	]Adalwolf Krupp has gained 0 chips.
[16:43:10	][IC] C24:i4.VICTOR-4: <:: Al bakalım. ::>
[16:43:13	][ME] C24:RCT.YELLO-54: Yeni şarjörü tabancaya yerleştirir.
[16:43:16	]Percy Cox ran 'Use' on item '20 Kredi Kuponu' (#164538)
[16:43:18	]Percy Cox ran 'take' on item '20 Kredi Kuponu' (#164538)
[16:43:18	]Percy Cox has gained a '20 Kredi Kuponu' #164538.
[16:43:18	]Adalwolf Krupp has gained 0 chips.
[16:43:18	]Adalwolf Krupp has gained a 'Tesla Science - Part 5' #164542.
[16:43:20	][IC] Percy Cox: Teşekkürler.
[16:43:21	][ME] C24:RCT.YELLO-54: Eski şarjörü çantaya koyar.
[16:43:21	]Adalwolf Krupp used the 'Kitaplık' vendor.
[16:43:23	]Adalwolf Krupp has gained 0 chips.
[16:43:24	][LOOC] C24:i3.KING-20: A0 Kürtçe
[16:43:25	]Adalwolf Krupp used the 'SMAB Tedarikçisi' vendor.
[16:43:26	]Anna  İvakov opened the 'Çöp Konteyneri' #10582 container.
[16:43:26	]Anna  İvakov closed the 'Çöp Konteyneri' #10582 container.
[16:43:27	]Anna  İvakov opened the 'Çöp Konteyneri' #10582 container.
[16:43:31	]Anna  İvakov closed the 'Çöp Konteyneri' #10582 container.
[16:43:33	]Percy Cox opened the 'Çöp Konteyneri' #10954 container.
[16:43:33	]Adalwolf Krupp has gained a 'Sağlık Şırıngası' #164546.
[16:43:35	]Percy Cox closed the 'Çöp Konteyneri' #10954 container.
[16:43:35	]C24:i4.VICTOR-4 used command '/Radio 34a bizden mi'.
[16:43:38	][LOOC] C24:i5.(X)KING-19: suscan bilader bak rdm atarım
[16:43:39	]C24:RL.KING-2 used command '/Radio Bizden'.
[16:43:40	]Subütai Makhachev ran 'take' on item 'Yapıştırıcı' (#164548)
[16:43:40	]Subütai Makhachev has gained a 'Yapıştırıcı' #164548.
[16:43:41	]Subütai Makhachev ran 'combine' on item 'Yapıştırıcı' (#164394)
[16:43:43	][LOOC] C24:i3.KING-20: copyy
[16:43:44	]C24:RCT.YELLO-54 has gained a '17rnd USP Magazine' #164536.
[16:43:44	]C24:RCT.YELLO-54 has lost a '17rnd USP Magazine' #164535.
[16:43:50	]C24:i4.VICTOR-4 used command '/Radio 10-4'.
[16:43:52	]Adalwolf Krupp ran 'Use' on item 'Şırınga' (#164499)
[16:43:53	]Adalwolf Krupp has gained a 'Kan Şırıngası' #164550.
[16:43:56	]Percy Cox ran 'Use' on item '20 Kredi Kuponu' (#164538)
[16:43:58	]Percy Cox has used a coupon at a ration dispenser, gaining 20 credits.
[16:44:01	]Adalwolf Krupp ran 'split' on item 'Kan Şırıngası' (#164515)
[16:44:01	]Adalwolf Krupp has gained a 'Kan Şırıngası' #164551.
[16:44:04	]Subütai Makhachev opened the 'Buzdolabı' #10436 container.
[16:44:05	]Adalwolf Krupp used the 'SMAB Tedarikçisi' vendor.
[16:44:05	]Anna  İvakov opened the 'Çöp Konteyneri' #10582 container.
[16:44:06	]Subütai Makhachev closed the 'Buzdolabı' #10436 container.
[16:44:07	]Adalwolf Krupp has gained a 'Şırınga' #164553.
[16:44:08	]Adalwolf Krupp has gained a 'Şırınga' #164554.
[16:44:08	]Anna  İvakov closed the 'Çöp Konteyneri' #10582 container.
[16:44:09	]Adalwolf Krupp has gained a 'Şırınga' #164555.
[16:44:17	][IC] C24:i5.(X)KING-19: <:: Benim normal halim bu. ::>
[16:44:19	]Adalwolf Krupp used the 'SMAB Tedarikçisi' vendor.
[16:44:20	]Alastor created the character 'Blitz Morningstar'
[16:44:20	]Alastor loaded the character 'Blitz Morningstar'
[16:44:20	]Blitz Morningstar has gained a 'Açık Gri Kol Bandı' #164556.
[16:44:20	]Blitz Morningstar has gained a '#04917 Kimlik Kartı' #164557.
[16:44:20	]Blitz Morningstar has gained a 'Sivil Tulum' #164558.
[16:44:20	]Blitz Morningstar has gained a 'Tulum pantolonu.' #164559.
[16:44:20	]Blitz Morningstar has gained a 'Kahverengi Deri Çizme' #164560.
[16:44:20	]Blitz Morningstar has gained a 'Gözlükler' #164561.
[16:44:20	][IC] C24:RCT.YELLO-54: <:: Doldurdum bitti tekrardan. ::>
[16:44:23	][IC] C24:i3.KING-20: <:: Hmph. ::>
[16:44:32	][IC] C24:RCT.YELLO-54: <:: Doldurdum. ::>
[16:44:32	][IC] C24:i3.KING-20: <:: Hep ben adım atıyorum. ::>
[16:44:37	][IC] C24:i3.KING-20: <:: Ben ilişkiyi ilerletiyorum. ::>
[16:44:37	][LOOC] C24:RCT.YELLO-54: 17side bitti abi vallaha
[16:44:41	][IC] C24:i3.KING-20: <:: Sen çaba göstermiyorsun hatta. ::>
[16:44:41	]Adalwolf Krupp used the 'SMAB Tedarikçisi' vendor.
[16:44:42	]C24:RCT.YELLO-54 ran 'combine' on item '17rnd USP Magazine' (#164537)
[16:44:44	][IC] C24:i3.KING-20: <:: Bazen benden kaçıyor. ::>
[16:44:46	][IC] C24:RCT.YELLO-54: <:: Hayır efendim. ::>
[16:44:47	]Adalwolf Krupp has gained a 'Şırınga' #164563.
[16:44:51	][IC] C24:i3.KING-20: <:: Çoğu hareketimden rahatsız oluyor gibisin. ::>
[16:44:51	][ME] C24:RCT.YELLO-54: Silahı kılıfa koyar.
[16:44:51	]C24:RCT.YELLO-54 used command '/ToggleRaise'.
[16:44:54	][IC] C24:i3.KING-20: <:: Bu yüzden bu soruyu sana sordum. ::>
[16:45:01	][LOOC] C24:i5.(X)KING-19: /me silahı çekip 10 el ateş edip kendinede 1 el ateş edip öldürür
[16:45:06	]Ivan  Andrey ran 'drop' on item 'Eski Masa Saati' (#164491)
[16:45:06	]Ivan  Andrey has lost a 'Eski Masa Saati' #164491.
[16:45:06	][IC] C24:i3.KING-20: <:: Beni seviyor musun 19? ::>
[16:45:08	]Percy Cox opened the 'Çöp Kutusu' #10953 container.
[16:45:10	]Adalwolf Krupp opened the 'Dropped Items' #11009 container.
[16:45:11	]Adalwolf Krupp closed the 'Dropped Items' #11009 container.
[16:45:11	][IC] C24:i3.KING-20: <:: Kocan olmamı istiyor musun? ::>
[16:45:11	]Anna  İvakov used command '/UnStuck'.
[16:45:12	]Adalwolf Krupp opened the 'Dropped Items' #11009 container.
[16:45:13	]Percy Cox closed the 'Çöp Kutusu' #10953 container.
[16:45:16	][IC] C24:i3.KING-20: <:: Benimle bir ömür geçirmek istiyor musun? ::>
[16:45:20	]Adalwolf Krupp has gained a 'ANA YEMEKLERIN FİYATI' #162546 from a container with the name 'Dropped Items' #11009.
[16:45:24	][IC] C24:RCT.YELLO-54: <:: Yok efendim. ::>
[16:45:24	]Ivan  Andrey ran 'take' on item 'Eski Masa Saati' (#164491)
[16:45:24	]Ivan  Andrey has gained a 'Eski Masa Saati' #164491.
[16:45:27	]Subütai Makhachev ran 'take' on item 'Vida Kutusu' (#164567)
[16:45:27	]Subütai Makhachev has gained a 'Vida Kutusu' #164567.
[16:45:31	]Anna  İvakov used command '/UnStuck'.
[16:45:32	][LOOC] C24:RCT.YELLO-54: abi bittiyse ben bi yemek yemeye gidicem
[16:45:32	]Subütai Makhachev ran 'take' on item 'Vida Kutusu' (#163663)
[16:45:32	]Subütai Makhachev has gained a 'Vida Kutusu' #163663.
[16:45:33	]Adalwolf Krupp closed the 'Dropped Items' #11009 container.
[16:45:34	][IC] C24:RCT.YELLO-54: <:: Anlaşıldı. ::>
[16:45:35	]Adalwolf Krupp ran 'Write' on item 'ANA YEMEKLERIN FİYATI' (#162546)
[16:45:35	]Wusten (STEAM_0:1:200234803) has disconnected.
[16:45:36	]Subütai Makhachev ran 'take' on item 'Vida Kutusu' (#164569)
[16:45:36	]Subütai Makhachev has gained a 'Vida Kutusu' #164569.
[16:45:37	][LOOC] C24:i5.(X)KING-19: evet dersem dışarıdakini vururum seslendirmeni eweqewe
[16:45:37	]Subütai Makhachev ran 'combine' on item 'Vida Kutusu' (#163663)
[16:45:37	]Subütai Makhachev ran 'combine' on item 'Vida Kutusu' (#164567)
[16:45:39	]Subütai Makhachev has taken 1 damage from env_fire.
[16:45:43	][LOOC] C24:i3.KING-20: vuur
[16:45:43	]Anna  İvakov used command '/UnStuck'.
[16:45:45	][IC] C24:RL.KING-2: <:: TAP,ROLLER,VICE,KING,LINE. ::>
[16:45:48	]Anna  İvakov used command '/UnStuck'.
[16:45:48	]Subütai Makhachev ran 'take' on item 'Plastik Levhalar' (#163661)
[16:45:48	]Subütai Makhachev has gained a 'Plastik Levhalar' #163661.
[16:45:48	]Ivan  Andrey ran 'drop' on item 'Eski Masa Saati' (#164491)
[16:45:48	]Ivan  Andrey has lost a 'Eski Masa Saati' #164491.
[16:45:50	]Ivan  Andrey ran 'take' on item 'Arıtıcı' (#164573)
[16:45:50	]Ivan  Andrey has gained a 'Arıtıcı' #164573.
[16:45:52	]Subütai Makhachev ran 'take' on item 'Demir' (#164576)
[16:45:52	]Subütai Makhachev has gained a 'Demir' #164576.
[16:45:52	][LOOC] C24:i5.(X)KING-19: sure
[16:45:53	][LOOC] C24:RL.KING-2: Vıce yok
[16:45:53	]Adalwolf Krupp opened the 'Dropped Items' #11009 container.
[16:45:54	]Subütai Makhachev ran 'take' on item 'Ahşap Tahta' (#164575)
