[01:26:30	]Night_Wish_ has connected.
[20:43:32	]S10/OWS.HURRICANE-45 used command '/Radio 10-50, 10-19, Over.'.
[20:43:33	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:38	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:38	][IC] John Hector: Kusura bakmayın.
[20:43:42	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:44	]Scientist loaded the character 'C24:i3.UNION-66'
[20:43:49	]Nedim Malik is no longer afk. Total time spent AFK: 315
[20:43:50	]Nedim Malik entered observer.
[20:43:52	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:58	]John Hector used command '/ActSit 3'.
[20:43:58	]Nikolas Kozár used command '/ActLean'.
[20:43:59	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:44:01	]Morgan Austin ran 'drop' on item 'DOKTORLUK ALIMI' (#16742)
[20:44:01	]Morgan Austin has lost a 'DOKTORLUK ALIMI' #16742.
[20:44:01	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:44:04	]John Hector used command '/ExitAct'.
[20:44:07	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:44:08	]Morgan Austin ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:44:08	]John Hector ran 'take' on item 'DOKTORLUK ALIMI' (#16742)
[20:44:08	]John Hector has gained a 'DOKTORLUK ALIMI' #16742.
[20:44:11	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:44:13	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:44:14	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:44:19	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:44:23	]C24:i3.UNION-66 has gained level 17 in the Hız skill.
[20:44:25	]S10/OWS.HURRICANE-45 used the 'Tedarikçi' vendor.
[20:44:30	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:44:32	]S10/OWS.HURRICANE-45 has gained 0 chips.
[20:44:32	]S10/OWS.HURRICANE-45 has gained a 'Sağlık Kiti' #16750.
[20:44:34	]abdülhamid han has connected.
[20:44:35	]S10/OWS.HURRICANE-45 has gained 0 chips.
[20:44:35	]S10/OWS.HURRICANE-45 has gained a 'Morfin' #16751.
[20:44:40	]John Brookly has spawned 'models/willardnetworks/gearsofindustry/wn_machinery_01.mdl'.
[20:44:46	]C24:i3.UNION-66 ran 'EquipUn' on item 'MP5A3' (#15649)
[20:44:46	]C24:i3.UNION-66 has gained a '30rnd MP-şarjörü' #15663.
[20:44:47	]C24:i3.UNION-66 ran 'EquipUn' on item 'Stunstick' (#14559)
[20:44:48	]C24:i3.UNION-66 ran 'EquipUn' on item 'Combine PDA' (#14475)
[20:44:49	]C24:i3.UNION-66 ran 'Equip' on item 'Stunstick' (#14559)
[20:44:49	][IC] Morgan Austin: I3.
[20:44:50	]C24:i3.UNION-66 ran 'Equip' on item 'Combine PDA' (#14475)
[20:44:51	]C24:i3.UNION-66 ran 'Equip' on item 'MP5A3' (#15649)
[20:45:00	]Nikolas Kozár used command '/ExitAct'.
[20:45:01	][OOC] S10/OWS.HURRICANE-45: Açılın Baylar Kıbrısın Fatihi geliyo
[20:45:05	]S10/OWS.HURRICANE-45 used the 'Tedarikçi' vendor.
[20:45:05	]Nikolas Kozár entered observer.
[20:45:10	][LOOC] Morgan Austin: aga combine pda dan seviye 7 ye çıkartsana beni la
[20:45:12	]S10/OWS.HURRICANE-45 ran SAM command 'asay' with arguments: 'calladmin'
[20:45:16	]Nikolas Kozár exited observer at their location.
[20:45:16	]John Brookly has spawned 'models/willardnetworks/skills/chem_mixer.mdl'.
[20:45:18	][LOOC] Morgan Austin: madem seviye 7 yim
[20:45:21	]John Brookly has spawned 'models/willardnetworks/skills/chem_mixer.mdl'.
[20:45:24	]abdülhamid han loaded the character 'Fatih Boşbakan'
[20:45:24	]John Brookly has spawned 'models/willardnetworks/skills/chem_mixer.mdl'.
[20:45:26	][OOC] S10/OWS.HURRICANE-45: Pardon kiracısı demek istemiştim
[20:45:27	]John Brookly has spawned 'models/willardnetworks/skills/chem_mixer.mdl'.
[20:45:31	][LOOC] C24:i3.UNION-66: onu adminler yapar veya üst cpler ben yapamam
[20:45:33	]John Brookly has spawned 'models/willardnetworks/skills/chem_mixer.mdl'.
[20:45:42	][LOOC] Morgan Austin: bende yapamam
[20:45:43	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:45:53	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:45:56	][LOOC] John Brookly: trolleme knk
[20:45:56	][LOOC] C24:i3.UNION-66: ama kademe 7sin diye biliyorum kademe 6 yapabiliyorsun birilerini çünkü
[20:45:57	][IC] Lora Croft: Sadakat Puanım 3-4 saate yatar herhalde.
[20:46:05	][IC] Nikolas Kozár: Evet, muhtemelen...
[20:46:06	]C24:RCT.YELLO-30 used command '/CP afkydım'.
[20:46:07	]Nedim Malik exited observer at their location.
[20:46:09	]Fatih Boşbakan ran SAM command 'asay' with arguments: 'anahtar işi'
[20:46:09	]Fatih Boşbakan used command '/Help anahtar işi'.
[20:46:10	]Nedim Malik entered observer.
[20:46:11	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:46:11	]C24:RCT.YELLO-30 used command '/CP ne oldu?'.
[20:46:14	][LOOC] Morgan Austin: afk
[20:46:16	]C24:RCT.YELLO-30 used command '/CP ne oldu?'.
[20:46:17	][IC] Nikolas Kozár: Eğer iyi çalışırsan daha fazla Sadakat puanı verirler.
[20:46:23	][IC] Nikolas Kozár: Yani- Sosyal Kredi.
[20:46:26	]Nedim Malik ran SAM command 'goto' with arguments: 'fatih'
[20:46:27	][OOC] S10/OWS.HURRICANE-45: Admin nası çağırıyoruz
[20:46:27	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:29	][IC] Nedim Malik: He.
[20:46:32	]Nedim Malik exited observer at their location.
[20:46:32	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:35	][IC] Nedim Malik: Söyle.
[20:46:36	][IC] Lora Croft: Gerçekten eski sisteme alışmışız...
[20:46:37	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:37	][IC] Fatih Boşbakan: Aga.
[20:46:37	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:46:41	][OOC] C24:i3.UNION-66: @admin gel.
[20:46:44	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:45	][IC] Fatih Boşbakan: Bendeki anahtar gözükmüyo.
[20:46:49	]Fatih Boşbakan ran 'drop' on item 'Daire Anahtarı' (#16115)
[20:46:49	]Fatih Boşbakan has lost a 'Daire Anahtarı' #16115.
[20:46:50	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:52	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:52	][IC] Nedim Malik: Nasıl yani.
[20:46:52	][OOC] C24:RCT.YELLO-30: yada /help 
[20:46:53	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:46:55	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:55	]Nedim Malik ran 'take' on item 'Daire Anahtarı' (#16115)
[20:46:55	]Nedim Malik has gained a 'Daire Anahtarı' #16115.
[20:46:58	][OOC] Lora Croft: @ amdin abi gelmezsen geysin
[20:46:59	][IC] Fatih Boşbakan: Şu evin anahtarını versene.
[20:46:59	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:46:59	]S10/OWS.HURRICANE-45 used command '/Help'.
[20:47:00	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:47:00	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:04	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:07	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:08	]Nedim Malik ran 'drop' on item 'Daire Anahtarı' (#16115)
[20:47:08	]Nedim Malik has lost a 'Daire Anahtarı' #16115.
[20:47:11	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:12	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:47:13	][IC] Nikolas Kozár: Evet, doğru.
[20:47:14	]Fatih Boşbakan ran 'take' on item 'Daire Anahtarı' (#16115)
[20:47:14	]Fatih Boşbakan has gained a 'Daire Anahtarı' #16115.
[20:47:15	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:17	][IC] Nedim Malik: Bu farklı bir evin anahtarı.
[20:47:18	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:18	]C24:i3.UNION-66 used command '/ActSit 1'.
[20:47:20	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:21	]C24:i3.UNION-66 used command '/ExitAct'.
[20:47:22	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:22	][IC] Nikolas Kozár: Şu sosyal reformlara alışmak zor oluyor.
[20:47:23	]C24:i3.UNION-66 used command '/ActSit 2'.
[20:47:24	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:26	]C24:RCT.YELLO-30 used command '/CP scentist pt 1 oluştur bari'.
[20:47:26	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:27	]C24:i3.UNION-66 used command '/ExitAct'.
[20:47:29	][IC] Lora Croft: Haklısın.
[20:47:29	]S10/OWS.HURRICANE-45 ran SAM command 'asay' with arguments: 'Flashlight Verilecek'
[20:47:29	]S10/OWS.HURRICANE-45 used command '/Help Flashlight Verilecek'.
[20:47:30	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:33	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:35	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:38	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:38	]C24:i3.UNION-66 used command '/PTJoin 1'.
[20:47:39	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:42	]C24:i3.UNION-66 used command '/ActSit 3'.
[20:47:42	][IC] Fatih Boşbakan: Burayı versen olmuyomu bunu alıp ev rpsı döndürcektik doctor s ile.
[20:47:42	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:44	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:45	]C24:i3.UNION-66 used command '/ExitAct'.
[20:47:47	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:47	]C24:i3.UNION-66 used command '/ActSit 4'.
[20:47:49	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:51	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_e.mdl'.
[20:47:51	]Nedim Malik entered observer.
[20:47:51	]C24:i3.UNION-66 used command '/ActSit 5'.
[20:47:52	]C24:i3.UNION-66 used command '/ExitAct'.
[20:47:54	]C24:i3.UNION-66 used command '/ActSit 5'.
[20:47:56	][IC] Fatih Boşbakan: Aoda yanda duruyo.
[20:47:57	][IC] Lora Croft: Sosyal Kredim yatarsa kendi kurumumu kuracağım sanırım.
[20:47:57	]Nedim Malik exited observer at their location.
[20:47:58	]C24:i3.UNION-66 used command '/ExitAct'.
[20:48:01	]C24:i3.UNION-66 used command '/ActSit 6'.
[20:48:02	]C24:RCT.YELLO-30 used command '/CP zaten katılıydım'.
[20:48:03	][IC] Nedim Malik: Onu bilmiuorum dur.
[20:48:04	]C24:i3.UNION-66 used command '/ExitAct'.
[20:48:04	]John Brookly has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[20:48:06	]C24:i3.UNION-66 used command '/ActSit 7'.
[20:48:10	][IC] Fatih Boşbakan: Bekliom.
[20:48:12	]John Brookly has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[20:48:13	]John Brookly has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[20:48:14	]C24:i3.UNION-66 used command '/ExitAct'.
[20:48:16	]C24:i3.UNION-66 used command '/ActSit 8'.
[20:48:18	][LOOC] Lora Croft: YA OLM KEŞKE WİPEDEN ÖNCE YAPSAYDIK BU ROLÜ YA
[20:48:20	][IC] Nikolas Kozár: Kurumun?
[20:48:20	]John Brookly has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[20:48:24	]Fatih Boşbakan ran 'Unlock' on item 'Daire Anahtarı' (#16115)
[20:48:25	][IC] Lora Croft: İşletme.
[20:48:27	]John Brookly has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[20:48:33	][IC] Nikolas Kozár: Ah, pekala.
[20:48:33	][LOOC] C24:i3.UNION-66: 2 afk bir araya
[20:48:34	]C24:i3.UNION-66 used command '/ExitAct'.
[20:48:34	][LOOC] Morgan Austin: geldim
[20:48:40	][IC] Nedim Malik: Bekle sen.
[20:48:41	]Nedim Malik entered observer.
[20:48:43	][LOOC] Lora Croft: amk gizili silah karteliydim ben arkandan iş çevirirdim ne güzel
[20:48:45	]John Brookly ran 'drop' on item 'Yayın Cihazı' (#16744)
[20:48:45	]John Brookly has lost a 'Yayın Cihazı' #16744.
[20:48:48	][LOOC] Nikolas Kozár: lora bi ara vermem lazım birine bakacağımda beklesen sıkıntı olur mu
[20:48:52	]Nikolas Kozár entered observer.
[20:48:56	]John Brookly ran 'take' on item 'Yayın Cihazı' (#16744)
[20:48:56	]John Brookly has gained a 'Yayın Cihazı' #16744.
[20:48:58	][IC] Morgan Austin: Sivil koruma.
[20:48:58	]Lora Croft used command '/PM nikolas np'.
[20:48:59	][IC] Nikolas Kozár: Fatih.
[20:49:01	][IC] Nikolas Kozár: Noldu.
[20:49:05	]John Brookly ran 'drop' on item 'Yayın Cihazı' (#16744)
[20:49:05	]John Brookly has lost a 'Yayın Cihazı' #16744.
[20:49:09	]Nedim Malik exited observer at their location.
[20:49:10	]Nedim Malik entered observer.
[20:49:11	][IC] Nikolas Kozár: Anahtar mı.
[20:49:11	]Nedim Malik exited observer at their location.
[20:49:14	][IC] Fatih Boşbakan: Evet.
[20:49:15	][IC] Morgan Austin: Ben kademe 7 yim değilmi.
[20:49:17	][IC] Nikolas Kozár: Envanterinde yok dimi.
[20:49:23	][IC] Morgan Austin: ???
[20:49:23	]Nedim Malik has spawned a request_device.
[20:49:24	]Nikolas Kozár has spawned a shackleskey.
[20:49:24	][IC] Fatih Boşbakan: Şu evi versene rp döndürcez.
[20:49:24	]Nikolas Kozár has spawned a shackleskey.
[20:49:26	][LOOC] C24:i3.UNION-66: ne bileyim ben
[20:49:30	]Nikolas Kozár ran 'take' on item 'Shackles Key' (#16753)
[20:49:30	]Nikolas Kozár has gained a 'Shackles Key' #16753.
[20:49:30	]Nedim Malik has fired a toolgun with the name: remover
[20:49:31	]Nedim Malik entered observer.
[20:49:31	]Nikolas Kozár ran 'take' on item 'Shackles Key' (#16754)
[20:49:31	]Nikolas Kozár has gained a 'Shackles Key' #16754.
[20:49:31	]Fatih Boşbakan ran 'drop' on item 'Daire Anahtarı' (#16115)
[20:49:31	]Fatih Boşbakan has lost a 'Daire Anahtarı' #16115.
[20:49:34	][LOOC] Morgan Austin: sen dedin zaten ic de amk
[20:49:37	][LOOC] C24:i3.UNION-66: sanırım evet
[20:49:43	]Nedim Malik has fired a toolgun with the name: sh_textadd
[20:49:43	][IC] Nikolas Kozár: Bi deniyim de ev nasıl verilio bende bilmiom.
[20:49:43	]Lora Croft has gained a 'Broken Biolock' #16755.
[20:49:47	]Nedim Malik has removed their last 3D text.
[20:49:48	][LOOC] C24:RCT.YELLO-30: iş olmayınca
[20:49:49	]Lora Croft ran 'drop' on item 'Broken Biolock' (#16755)
[20:49:49	]Lora Croft has lost a 'Broken Biolock' #16755.
[20:49:51	][LOOC] C24:i3.UNION-66: büyük ihtimalle
[20:49:53	]John Brookly used command '/Broadcast Vardiya Deposu #1'de SIB tarafından yönetilen vardiya başlamak üzeredir.Şehir 24'ün bütün vatandaşları Vardiya Deposu #1'e beklenmektedir'.
[20:49:55	]John Brookly used command '/Broadcast Vardiya Deposu #1'de SIB tarafından yönetilen vardiya başlamak üzeredir.Şehir 24'ün bütün vatandaşları Vardiya Deposu #1'e beklenmektedir'.
[20:49:58	]John Brookly ran 'take' on item 'Yayın Cihazı' (#16744)
[20:49:58	]John Brookly has gained a 'Yayın Cihazı' #16744.
[20:49:58	]Fatih Boşbakan ran 'take' on item 'Daire Anahtarı' (#16115)
[20:49:58	]Fatih Boşbakan has gained a 'Daire Anahtarı' #16115.
[20:50:00	][LOOC] Morgan Austin: bak bak asıl olaya bak
[20:50:01	][IC] Nikolas Kozár: Senin evin buraya mı tanadı.
[20:50:05	]C24:i3.UNION-66 opened the 'Ahşap Masa' #2151 container.
[20:50:05	]C24:i3.UNION-66 closed the 'Ahşap Masa' #2151 container.
[20:50:06	]John Brookly used command '/Radio Yayın Cihazını kullanamıyorum'.
[20:50:07	][IC] Fatih Boşbakan: Yok.
[20:50:09	]Nedim Malik has fired a toolgun with the name: sh_textadd
[20:50:10	][IC] Fatih Boşbakan: Yazmıyo.
[20:50:11	][LOOC] Morgan Austin: kırılabilir camlar vardı
[20:50:12	][IC] Fatih Boşbakan: Al.
[20:50:14	][IC] Nikolas Kozár: Atanmadıysa yeni ev alman gerek.
[20:50:14	]Fatih Boşbakan ran 'drop' on item 'Daire Anahtarı' (#16115)
[20:50:14	]Fatih Boşbakan has lost a 'Daire Anahtarı' #16115.
[20:50:14	]Nikolas Kozár exited observer at their location.
[20:50:15	]Nedim Malik has removed their last 3D text.
[20:50:17	]C24:i3.UNION-66 used command '/ActSit 6'.
[20:50:21	]Nedim Malik has fired a toolgun with the name: sh_textadd
[20:50:22	]Nikolas Kozár ran 'take' on item 'Daire Anahtarı' (#16115)
[20:50:22	]Nikolas Kozár has gained a 'Daire Anahtarı' #16115.
[20:50:23	]Nedim Malik exited observer at their location.
[20:50:24	][IC] John Brookly: Merhaba.
[20:50:29	][IC] Lora Croft: Selam.
[20:50:33	]C24:RCT.YELLO-30 used command '/Radio 66 10-20 Bildirebilirmisin?'.
[20:50:33	]C24:i3.UNION-66 used command '/ExitAct'.
[20:50:35	][IC] John Brookly: Çalışmak içinmi geldiniz.
[20:50:38	]Morgan Austin used command '/Radio neden kullanacaksın'.
[20:50:40	]C24:i3.UNION-66 used command '/Radio smab binası'.
[20:50:40	][IC] Fatih Boşbakan: Bu nerenin onu de bari.
[20:50:44	]Nikolas Kozár ran 'Unlock' on item 'Daire Anahtarı' (#16269)
[20:50:45	][ME] Lora Croft: Gözlüklerini montuna siler ve yeniden takar
[20:50:49	]Fatih Boşbakan has gained level 16 in the Hız skill.
[20:50:49	][IC] Lora Croft: Evet eşimi bekliyorum.
[20:50:49	]John Brookly used command '/Radio Insanları vardiyaya çağıracağım'.
[20:50:51	]C24:RCT.YELLO-30 used command '/CP ora nere'.
[20:50:52	][IC] Nikolas Kozár: Lan bura benim ev.
[20:50:55	]Morgan Austin used command '/Radio tamam'.
[20:50:56	][IC] Fatih Boşbakan: Agğopawjgouhagoj.
[20:51:00	][IC] Nikolas Kozár: Bug değil bu buarada.
[20:51:03	]C24:RCT.YELLO-30 used command '/CP :D'.
[20:51:03	][IC] Morgan Austin: Pekala.
[20:51:04	][IC] Fatih Boşbakan: Ok.
[20:51:05	]C24:i3.UNION-66 used command '/ActSit 1'.
[20:51:06	]C24:i3.UNION-66 used command '/ExitAct'.
[20:51:07	]John Brookly used command '/Radio Vardiya Deposu #1'.
[20:51:10	][IC] Morgan Austin: Sk bey.
[20:51:12	][IC] Fatih Boşbakan: Sana verdiğim anahtar hangi evin.
[20:51:14	]Nedim Malik entered observer.
[20:51:15	][IC] John Brookly: Pekala...
[20:51:17	][IC] Fatih Boşbakan: Onu de bari.
[20:51:17	][IC] Nikolas Kozár: Aynı biri farklı eve atanbiliyor.
[20:51:20	][IC] Nikolas Kozár: Buranın.
[20:51:24	][IC] Nikolas Kozár: Bi geri çekil.
[20:51:24	][IC] Morgan Austin: Kendimi savunabileceğim birşey varmı mümkünse.
[20:51:30	][IC] Morgan Austin: Hep beni kaçıranlar oldu.
[20:51:32	][IC] Nikolas Kozár: Çık bi bişey deneyecem.
[20:51:36	]John Brookly ran 'RequestCp' on item 'Talep Cihazı' (#15920)
[20:51:40	]Nikolas Kozár ran 'Unlock' on item 'Daire Anahtarı' (#16269)
[20:51:45	]Nikolas Kozár ran 'Lock' on item 'Daire Anahtarı' (#16269)
[20:51:46	][IC] C24:i3.UNION-66: <:: Üst bir cp verebilir izni. ::>
[20:51:49	]Nikolas Kozár ran 'drop' on item 'Daire Anahtarı' (#16269)
[20:51:49	]Nikolas Kozár has lost a 'Daire Anahtarı' #16269.
[20:51:52	]Fatih Boşbakan ran 'take' on item 'Daire Anahtarı' (#16269)
[20:51:52	]Fatih Boşbakan has gained a 'Daire Anahtarı' #16269.
[20:51:57	][IC] Nikolas Kozár: Bi açmayı dene kapıyı.
[20:52:00	][LOOC] Morgan Austin: sib lideri bile 9mm pistol alıyordu ÇD
[20:52:02	][LOOC] Morgan Austin: sib lideri bile 9mm pistol alıyordu :D
[20:52:04	][IC] Nikolas Kozár: Aynen sana atanmış bura.
[20:52:06	]John Hector has gone afk.
[20:52:09	][IC] Fatih Boşbakan: Ok.
[20:52:10	][LOOC] Morgan Austin: bende stunstick alsam fena olmaz
[20:52:11	][LOOC] C24:i3.UNION-66: kademe 7 alabilir ama  ben ilgilenmem
[20:52:11	][IC] Nikolas Kozár: Ben bide karım yaşıyor burda.
[20:52:11	]John Hector is no longer afk. Total time spent AFK: 300
[20:52:16	]abdülhamid han (STEAM_0:0:690602374) has disconnected.
[20:52:16	]John Hector ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:52:17	]Nikolas Kozár entered observer.
[20:52:26	]C24:i3.UNION-66 used command '/Radio rct iş vardiyasına git'.
[20:52:28	]Nikolas Kozár exited observer at their location.
[20:52:29	]C24:RCT.YELLO-30 used command '/SC waypoint geldi'.
[20:52:32	]Morgan Austin opened the 'Ahşap Masa' #2151 container.
[20:52:32	]Morgan Austin closed the 'Ahşap Masa' #2151 container.
[20:52:33	][OOC] S10/OWS.HURRICANE-45: I wanna sing a song ı wanna
[20:52:34	][IC] John Brookly: Merhaba.
[20:52:34	][IC] Nikolas Kozár: Hey.
[20:52:38	]C24:RCT.YELLO-30 used command '/Radio tamamdır'.
[20:52:38	]C24:i3.UNION-66 used command '/Radio hala kt olarak bana bağlısın'.
[20:52:40	][IC] John Brookly: Yayın cihazını kullanamıyorum.
[20:52:46	]C24:RCT.YELLO-30 used command '/Radio 10-4'.
[20:52:46	][IC] Nikolas Kozár: Huh...
[20:52:49	][IC] Nikolas Kozár: Birde ben deneyeiym.
[20:53:01	]C24:i3.UNION-66 opened the 'Ahşap Masa' #2151 container.
[20:53:06	]John Brookly ran 'drop' on item 'Yayın Cihazı' (#16744)
[20:53:06	]John Brookly has lost a 'Yayın Cihazı' #16744.
[20:53:09	]Nikolas Kozár ran 'take' on item 'Yayın Cihazı' (#16744)
[20:53:09	]Nikolas Kozár has gained a 'Yayın Cihazı' #16744.
[20:53:15	]C24:i3.UNION-66 closed the 'Ahşap Masa' #2151 container.
[20:53:18	][IC] John Brookly: Başlamayın.
[20:53:19	]C24:i3.UNION-66 used command '/ActSit 7'.
[20:53:21	]C24:i3.UNION-66 used command '/ExitAct'.
[20:53:23	]C24:i3.UNION-66 used command '/ActSit 5'.
[20:53:26	][LOOC] Lora Croft: bu nedur la
[20:53:28	]C24:i3.UNION-66 used command '/ExitAct'.
[20:53:32	][LOOC] John Brookly: Mixer
[20:53:33	]C24:i3.UNION-66 used command '/ActSit 2'.
[20:53:35	]C24:i3.UNION-66 used command '/ExitAct'.
[20:53:38	]C24:i3.UNION-66 used command '/ActSit 3'.
