[10:41:31	]Deadasf has connected.
[19:12:08	]Heyron Stew has gained a 'Light Grey Armband' #1952.
[19:12:08	]Heyron Stew has gained a '#34902's Identity Card' #1953.
[19:12:11	]SexsSexeSexe was knocked unconscious and is bleeding out.
[19:12:11	][VORT] Xorvath the Ancient has damaged SexsSexeSexe, dealing 63.6 with vortbeam
[19:12:11	][IC] Xorvath the Ancient: HOP.
[19:12:47	][IC] Xorvath the Ancient: Bombalarını.
[19:12:48	][IC] Xorvath the Ancient: Ver.
[19:12:49	][IC] Xorvath the Ancient: Çabuk.
[19:13:25	]SexsSexeSexe was killed while bleeding out.
[19:13:25	]Xorvath the Ancient has killed SexsSexeSexe with ix_vortbeam.
[19:13:25	][VORT] Xorvath the Ancient has damaged SexsSexeSexe, dealing 63.6 with vortbeam
[19:13:36	]SexsSexeSexe entered observer.
[19:13:50	]SexsSexeSexe exited observer at their location.
[19:13:59	]SexsSexeSexe entered observer.
[19:14:13	][IC] Heyron Stew: !workshop.
[19:14:47	]SexsSexeSexe exited observer at their location.
[19:14:53	]Heyron (STEAM_0:1:91396144) has disconnected.
[19:16:12	]SlobSlore (STEAM_0:1:166148923) has disconnected.
[19:16:27	]Revain (STEAM_0:1:608254786) has disconnected.
[19:23:56	]Heyron has connected.
[19:24:29	]Heyron (STEAM_0:1:91396144) has disconnected.
[21:23:27	]C24:UNION:i1:Roller-7762 is no longer afk. Total time spent AFK: 11785
[21:26:47	]C24:UNION:i1:Roller-7762 entered observer.
[21:30:22	]C24:UNION:i1:Roller-7762 exited observer at their location.
[21:30:29	]C24:UNION:i1:Roller-7762 entered observer.
[21:30:33	]C24:UNION:i1:Roller-7762 exited observer at their location.
[21:30:47	]Deadasf loaded the character 'S10/OWS.GHOST-48'
[21:30:52	]S10/OWS.GHOST-48 entered observer.
[21:30:59	]S10/OWS.GHOST-48 exited observer at their location.
[21:31:00	]S10/OWS.GHOST-48 entered observer.
[21:31:00	]S10/OWS.GHOST-48 exited observer at their location.
[21:31:01	]S10/OWS.GHOST-48 used the 'OTA Cephaneliği' vendor.
[21:31:33	][IC] S10/OWS.GHOST-48: A.
[21:31:56	]OSG:ODL-4948 used command '/CharSetName ghost OSG:ODL-4948'.
[21:32:43	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1838.
[21:32:43	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1850.
[21:32:49	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1850.
[21:32:49	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1838.
[21:33:06	]OSG:ODL-4948 ran 'combine' on item '30rnd Pulse-magazine' (#1850)
[21:35:04	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1838.
[21:35:04	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1850.
[21:35:12	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:35:25	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1850.
[21:35:25	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1837.
[21:35:36	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1837.
[21:35:36	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1850.
[21:36:03	]OSG:ODL-4948 ran 'combine' on item '30rnd Pulse-magazine' (#1838)
[21:36:06	]OSG:ODL-4948 ran 'combine' on item '30rnd Pulse-magazine' (#1837)
[21:36:10	]OSG:ODL-4948 ran 'combine' on item 'Magazine Pouch' (#1815)
[21:36:15	]OSG:ODL-4948 ran 'removeMag' on item 'AR-2' (#1818)
[21:36:15	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1850.
[21:36:17	]OSG:ODL-4948 ran 'EquipUn' on item 'AR-2' (#1818)
[21:36:18	]OSG:ODL-4948 ran 'clearChamber' on item 'AR-2' (#1818)
[21:36:18	]OSG:ODL-4948 has gained a 'Pulse Rifle Bullets' #1954.
[21:36:20	]OSG:ODL-4948 ran 'combine' on item '30rnd Pulse-magazine' (#1850)
[21:36:25	]OSG:ODL-4948 ran 'drop' on item 'AR-2' (#1818)
[21:36:25	]OSG:ODL-4948 has lost a 'AR-2' #1818.
[21:36:31	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:36:35	]OSG:ODL-4948 has gained 0 chips.
[21:36:35	]OSG:ODL-4948 has gained a 'SR-1A' #1955.
[21:36:38	]OSG:ODL-4948 ran 'Equip' on item 'SR-1A' (#1955)
[21:36:39	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1850.
[21:36:48	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1850.
[21:36:48	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1838.
[21:36:56	]OSG:ODL-4948 ran 'EquipUn' on item 'SR-1A' (#1955)
[21:36:56	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1838.
[21:37:00	]OSG:ODL-4948 ran 'Equip' on item 'SR-1A' (#1955)
[21:37:02	]OSG:ODL-4948 ran 'EquipUn' on item 'SR-1A' (#1955)
[21:37:03	]OSG:ODL-4948 ran 'drop' on item 'SR-1A' (#1955)
[21:37:03	]OSG:ODL-4948 has lost a 'SR-1A' #1955.
[21:37:06	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:37:11	]OSG:ODL-4948 has gained 0 chips.
[21:37:11	]OSG:ODL-4948 has gained a 'OSPR2A-EXP' #1956.
[21:37:13	]OSG:ODL-4948 ran 'Equip' on item 'OSPR2A-EXP' (#1956)
[21:37:22	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:37:24	]OSG:ODL-4948 has gained 0 chips.
[21:37:24	]OSG:ODL-4948 has gained a '24rnd Heavy-Pulse Magazine' #1957.
[21:37:27	]OSG:ODL-4948 has gained 0 chips.
[21:37:27	]OSG:ODL-4948 has gained a 'Heavy Pulse Rounds' #1958.
[21:37:30	]OSG:ODL-4948 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#1957)
[21:37:31	]OSG:ODL-4948 has lost a '24rnd Heavy-Pulse Magazine' #1957.
[21:37:56	]OSG:ODL-4948 ran 'removeMag' on item 'OSPR2A-EXP' (#1956)
[21:37:56	]OSG:ODL-4948 has gained a '24rnd Heavy-Pulse Magazine' #1957.
[21:37:58	]OSG:ODL-4948 ran 'drop' on item 'OSPR2A-EXP' (#1956)
[21:37:58	]OSG:ODL-4948 has lost a 'OSPR2A-EXP' #1956.
[21:38:01	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:38:33	]OSG:ODL-4948 has gained 0 chips.
[21:38:33	]OSG:ODL-4948 has gained a 'OTA Squad Leader Uniform' #1959.
[21:38:51	]OSG:ODL-4948 ran 'drop' on item 'OTA Squad Leader Uniform' (#1959)
[21:38:51	]OSG:ODL-4948 has lost a 'OTA Squad Leader Uniform' #1959.
[21:38:53	]OSG:ODL-4948 has used a context menu option with the name: rb655_dissolve
[21:38:55	]env_entity_dissolver destroyed a 'OTA Squad Leader Uniform' #1959.
[21:39:05	]OSG:ODL-4948 ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1957)
[21:39:05	]OSG:ODL-4948 has lost a '24rnd Heavy-Pulse Magazine' #1957.
[21:39:09	]OSG:ODL-4948 has used a context menu option with the name: rb655_dissolve
[21:39:11	]env_entity_dissolver destroyed a '24rnd Heavy-Pulse Magazine' #1957.
[21:39:13	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:39:22	]OSG:ODL-4948 has gained 0 chips.
[21:39:22	]OSG:ODL-4948 has gained a 'OSITR' #1960.
[21:39:22	]OSG:ODL-4948 has gained 0 chips.
[21:39:22	]OSG:ODL-4948 has gained a 'OSITR' #1961.
[21:39:28	]OSG:ODL-4948 ran 'drop' on item 'OSITR' (#1961)
[21:39:28	]OSG:ODL-4948 has lost a 'OSITR' #1961.
[21:39:29	]OSG:ODL-4948 ran 'Equip' on item 'OSITR' (#1960)
[21:39:37	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:39:54	]OSG:ODL-4948 has spawned a magazine_otar_60rnd.
[21:39:55	]OSG:ODL-4948 ran 'take' on item '60rnd OTAR-magazine' (#1962)
[21:39:55	]OSG:ODL-4948 has gained a '60rnd OTAR-magazine' #1962.
[21:40:13	]OSG:ODL-4948 has spawned a bullets_heavypulse.
[21:40:14	]OSG:ODL-4948 has spawned a bullets_pulse.
[21:40:15	]OSG:ODL-4948 ran 'take' on item 'Pulse Rifle Bullets' (#1964)
[21:40:15	]OSG:ODL-4948 has gained a 'Pulse Rifle Bullets' #1964.
[21:40:16	]OSG:ODL-4948 ran 'take' on item 'Heavy Pulse Rounds' (#1963)
[21:40:16	]OSG:ODL-4948 has gained a 'Heavy Pulse Rounds' #1963.
[21:40:29	]OSG:ODL-4948 has spawned a bullets_assaultrifle.
[21:40:30	]OSG:ODL-4948 ran 'take' on item 'Assault Rifle Bullets' (#1965)
[21:40:30	]OSG:ODL-4948 has gained a 'Assault Rifle Bullets' #1965.
[21:40:32	]OSG:ODL-4948 ran 'combine' on item '60rnd OTAR-magazine' (#1962)
[21:40:33	]OSG:ODL-4948 has spawned a bullets_assaultrifle.
[21:40:34	]OSG:ODL-4948 ran 'take' on item 'Assault Rifle Bullets' (#1966)
[21:40:34	]OSG:ODL-4948 has gained a 'Assault Rifle Bullets' #1966.
[21:40:36	]OSG:ODL-4948 ran 'combine' on item '60rnd OTAR-magazine' (#1962)
[21:40:38	]OSG:ODL-4948 has lost a '60rnd OTAR-magazine' #1962.
[21:40:58	]OSG:ODL-4948 destroyed a 'Magazine Pouch' #1859.
[21:41:11	]OSG:ODL-4948 destroyed a 'OSITR' #1961.
[21:41:15	]OSG:ODL-4948 destroyed a 'OSPR2A-EXP' #1956.
[21:41:17	]OSG:ODL-4948 destroyed a 'SR-1A' #1955.
[21:41:20	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:42:01	]OSG:ODL-4948 entered observer.
[21:42:02	]OSG:ODL-4948 exited observer at their location.
[21:42:39	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:43:25	]OSG:ODL-4948 ran 'removeMag' on item 'OSITR' (#1960)
[21:43:25	]OSG:ODL-4948 has gained a '60rnd OTAR-magazine' #1962.
[21:43:27	]OSG:ODL-4948 ran 'drop' on item 'OSITR' (#1960)
[21:43:27	]OSG:ODL-4948 has lost a 'OSITR' #1960.
[21:43:28	]OSG:ODL-4948 ran 'drop' on item '60rnd OTAR-magazine' (#1962)
[21:43:28	]OSG:ODL-4948 has lost a '60rnd OTAR-magazine' #1962.
[21:43:35	]OSG:ODL-4948 ran 'take' on item 'AR-2' (#1818)
[21:43:35	]OSG:ODL-4948 has gained a 'AR-2' #1818.
[21:43:36	]OSG:ODL-4948 ran 'Equip' on item 'AR-2' (#1818)
[21:43:37	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1838.
[21:43:40	]OSG:ODL-4948 ran 'combine' on item '30rnd Pulse-magazine' (#1850)
[21:43:42	]OSG:ODL-4948 ran 'drop' on item 'Heavy Pulse Rounds' (#1963)
[21:43:42	]OSG:ODL-4948 has lost a 'Heavy Pulse Rounds' #1963.
[21:43:43	]OSG:ODL-4948 destroyed a 'Heavy Pulse Rounds' #1963.
[21:43:45	]OSG:ODL-4948 destroyed a '60rnd OTAR-magazine' #1962.
[21:43:47	]OSG:ODL-4948 destroyed a 'OSITR' #1960.
[21:43:50	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:43:59	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:44:01	]OSG:ODL-4948 has gained 0 chips.
[21:44:01	]OSG:ODL-4948 has gained a 'Flash Grenade' #1967.
[21:44:02	]OSG:ODL-4948 has gained 0 chips.
[21:44:02	]OSG:ODL-4948 has gained a 'Frag Grenade' #1968.
[21:44:06	]OSG:ODL-4948 ran 'Equip' on item 'Flash Grenade' (#1967)
[21:44:27	]OSG:ODL-4948 ran 'Equip' on item 'Frag Grenade' (#1968)
[21:44:36	][IC] OSG:ODL-4948: GRENADE.
[21:44:42	][IC] OSG:ODL-4948: Grenade.
[21:44:48	][IC] OSG:ODL-4948: .grenade.
[21:45:00	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:45:26	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:45:53	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:46:20	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:46:30	]OSG:ODL-4948 ran 'combine' on item 'Magazine Pouch' (#1815)
[21:46:34	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:49:05	]OSG:ODL-4948 has gained a '30rnd Pulse-magazine' #1838.
[21:49:05	]OSG:ODL-4948 has lost a '30rnd Pulse-magazine' #1850.
[21:49:10	]OSG:ODL-4948 ran 'combine' on item '30rnd Pulse-magazine' (#1838)
[21:49:12	]OSG:ODL-4948 ran 'combine' on item 'Magazine Pouch' (#1815)
[21:49:35	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:54:15	]OSG:ODL-4948 entered observer.
[21:54:15	]OSG:ODL-4948 exited observer at their location.
[21:54:17	]OSG:ODL-4948 entered observer.
[21:54:17	]OSG:ODL-4948 exited observer at their location.
[21:54:18	]OSG:ODL-4948 entered observer.
[21:54:18	]OSG:ODL-4948 exited observer at their location.
[21:54:54	]OSG:ODL-4948 entered observer.
[21:54:55	]OSG:ODL-4948 exited observer at their location.
[21:55:01	]OSG:ODL-4948 entered observer.
[21:55:06	]OSG:ODL-4948 exited observer at their location.
[21:55:07	]OSG:ODL-4948 entered observer.
[21:55:08	]OSG:ODL-4948 exited observer at their location.
[21:55:10	]OSG:ODL-4948 entered observer.
[21:55:29	]OSG:ODL-4948 exited observer at their location.
[21:55:30	]OSG:ODL-4948 entered observer.
[21:55:32	]OSG:ODL-4948 exited observer at their location.
[21:55:32	]OSG:ODL-4948 used the 'OTA Cephaneliği' vendor.
[21:55:37	]OSG:ODL-4948 entered observer.
[21:55:38	]OSG:ODL-4948 exited observer at their location.
[21:55:38	]OSG:ODL-4948 entered observer.
[21:55:39	]OSG:ODL-4948 exited observer at their location.
[21:57:11	]OSG:ODL-4948 entered observer.
[21:57:13	]OSG:ODL-4948 exited observer at their location.
[21:57:26	]OSG:ODL-4948 entered observer.
[21:57:27	]OSG:ODL-4948 exited observer at their location.
[21:57:28	]OSG:ODL-4948 entered observer.
[21:57:30	]OSG:ODL-4948 exited observer at their location.
[21:57:30	]OSG:ODL-4948 entered observer.
[21:57:31	]OSG:ODL-4948 exited observer at their location.
[21:57:33	]OSG:ODL-4948 entered observer.
[21:57:34	]OSG:ODL-4948 exited observer at their location.
[21:59:31	]SlobSlore has connected.
[22:00:50	]SlobSlore loaded the character 'C24:UNION:i1.Yellow-60'
[22:00:59	]C24:UNION:i1.Yellow-60 entered observer.
[22:01:06	]C24:UNION:i1.Yellow-60 exited observer at their location.
[22:01:40	]C24:UNION:i1.Yellow-60 entered observer.
[22:02:11	]C24:UNION:i1.Yellow-60 exited observer at their location.
[22:02:12	]C24:UNION:i1.Yellow-60 entered observer.
[22:03:32	]C24:UNION:i1.Yellow-60 exited observer at their location.
[22:03:42	]C24:UNION:i1.Yellow-60 entered observer.
[22:03:47	]C24:UNION:i1.Yellow-60 exited observer at their location.
[22:04:30	]Deadasf loaded the character 'C24:UNION:i1:Roller-7762'
[22:04:36	][IC] C24:UNION:i1.Yellow-60: <:: All units advance. ::>
[22:04:41	]C24:UNION:i1:Roller-7762 ran SAM command 'goto' with arguments: '60'
[22:04:45	]C24:UNION:i1:Roller-7762 has lost a '30rnd MP-magazine' #1889.
[22:04:48	][IC] C24:UNION:i1.Yellow-60: <:: Team in position, Advance! ::>
[22:04:57	][IC] C24:UNION:i1.Yellow-60: <:: Sweeping for suspect. ::>
[22:04:59	][IC] C24:UNION:i1:Roller-7762: <:: Copy. ::>
[22:05:17	][IC] C24:UNION:i1.Yellow-60: <:: Searching for suspect. ::>
[22:05:22	][IC] C24:UNION:i1:Roller-7762: <:: 3. ::>
[22:05:23	][IC] C24:UNION:i1:Roller-7762: <:: 2. ::>
[22:05:24	][IC] C24:UNION:i1:Roller-7762: <:: 1. ::>
[22:05:26	][IC] C24:UNION:i1:Roller-7762: <:: Inject! ::>
[22:05:39	][IC] C24:UNION:i1.Yellow-60: <:: All units move. ::>
[22:05:48	][IC] C24:UNION:i1:Roller-7762: <:: 3. ::>
[22:05:49	][IC] C24:UNION:i1:Roller-7762: <:: 2. ::>
[22:05:50	][IC] C24:UNION:i1:Roller-7762: <:: 1. ::>
[22:05:52	][IC] C24:UNION:i1:Roller-7762: <:: Inject! ::>
[22:05:53	]C24:UNION:i1.Yellow-60 used command '/Doorkick'.
[22:06:02	][IC] C24:UNION:i1.Yellow-60: <:: Anyone else pick up a, uh 647-E reading? ::>
[22:06:13	][IC] C24:UNION:i1.Yellow-60: <:: Possible 10-103, my location, alert TAG units!. ::>
[22:06:29	][IC] C24:UNION:i1:Roller-7762: <:: Dispatch, we need AirWatch. ::>
[22:06:37	]C24:UNION:i1.Yellow-60 used command '/WaypointAdd X 40 Red'.
[22:06:42	][IC] C24:UNION:i1.Yellow-60: <:: Hold it right there! ::>
[22:07:14	][IC] C24:UNION:i1:Roller-7762: <:: Copy. ::>
[22:07:42	][IC] C24:UNION:i1.Yellow-60: <:: Closing on suspect. ::>
[22:08:02	][IC] C24:UNION:i1:Roller-7762: <:: I have a 10-107 here; send AirWatch for tag. ::>
[22:08:09	][IC] C24:UNION:i1.Yellow-60: <:: 10-0, 10-0; viscerator is hunting!. ::>
[22:09:03	][IC] C24:UNION:i1.Yellow-60: <:: All units, apply forward pressure. ::>
[22:09:23	][IC] C24:UNION:i1.Yellow-60: <:: Classify subject name as 'DB', this block ready for clean-out. ::>
[22:09:30	][IC] C24:UNION:i1:Roller-7762: <:: 11-42. ::>
[22:09:34	][IC] C24:UNION:i1:Roller-7762: <:: 11-44. ::>
[22:10:05	][IC] C24:UNION:i1.Yellow-60: <:: Dispatch, we need AirWatch; subject is 505. ::>
[22:10:12	]C24:UNION:i1:Roller-7762 has gained a '30rnd MP-magazine' #1889.
[22:10:12	]C24:UNION:i1:Roller-7762 has lost a '30rnd MP-magazine' #1888.
[22:10:21	][IC] C24:UNION:i1.Yellow-60: <:: Freeze! ::>
[22:10:43	]C24:UNION:i1.Yellow-60 used command '/PlyWhitelist yellow OverwatchAI'.
[22:10:47	]C24:UNION:i1.Yellow-60 used command '/PlyWhitelist yellow Overwatch AI'.
[22:10:51	]SlobSlore has unloaded their "C24:UNION:i1.Yellow-60" character.
[22:11:28	]SlobSlore created the character 'S10:SCN-3'
[22:11:28	]SlobSlore loaded the character 'S10:SCN-3'
[22:11:55	]S10:SCN-3 entered observer.
[22:11:55	]S10:SCN-3 entered observer.
[22:12:07	]Deadasf loaded the character 'Bernard Shepard'
[22:12:12	]Bernard Shepard entered observer.
[22:12:14	]Bernard Shepard exited observer at their location.
[22:12:50	]S10:SCN-3 entered observer.
[22:12:51	]S10:SCN-3 entered observer.
[22:15:04	]S10:SCN-3 used command '/VisorStatus orange'.
[22:17:00	]S10:SCN-3 entered observer.
[22:17:17	][IT] S10:SCN-3: Kamerası kırıldı.
[22:18:02	]SlobSlore has unloaded their "S10:SCN-3" character.
[22:18:10	]SlobSlore loaded the character 'C24:UNION:i1.Yellow-60'
[22:18:16	]C24:UNION:i1.Yellow-60 has gained a '17rnd Usp-magazine' #1705.
[22:18:16	]C24:UNION:i1.Yellow-60 has lost a '17rnd Usp-magazine' #1704.
[22:18:16	]Bernard Shepard has used a context menu option with the name: remove
[22:18:37	]C24:UNION:i1.Yellow-60 has gained a '17rnd Usp-magazine' #1704.
[22:18:37	]C24:UNION:i1.Yellow-60 has lost a '17rnd Usp-magazine' #1705.
[22:18:49	][IC] C24:UNION:i1.Yellow-60: <:: Freeze! ::>
[22:18:58	][IC] C24:UNION:i1.Yellow-60: <:: Stay where you are! Get on the ground, do it now! ::>
[22:19:04	][LOOC] C24:UNION:i1.Yellow-60: /actarrest
[22:19:10	]Bernard Shepard used command '/ActArrest'.
[22:19:18	]C24:UNION:i1.Yellow-60 ran 'Use' on item 'Zip Tie' (#1925)
[22:19:24	]C24:UNION:i1.Yellow-60 ran 'Use' on item 'Draw String Canvas Bag' (#1924)
[22:19:32	][LOOC] C24:UNION:i1.Yellow-60: space bas
[22:19:44	][LOOC] C24:UNION:i1.Yellow-60: space bas
[22:19:47	]Bernard Shepard used command '/ExitAct'.
[22:20:07	][IC] C24:UNION:i1.Yellow-60: <:: 10-15. ::>
[22:21:03	][IC] C24:UNION:i1.Yellow-60: <:: 180 Derece arkanı dön. ::>
[22:21:16	][ME] C24:UNION:i1.Yellow-60: Kafasından torbayı çıkartır ve zorla sandalyeye oturtur.
[22:21:32	]C24:UNION:i1.Yellow-60 has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[22:21:38	]C24:UNION:i1.Yellow-60 has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_chair03a.mdl'.
[22:21:38	]C24:UNION:i1.Yellow-60 has used a context menu option with the name: ixusableentitycreate
[22:21:48	]Bernard Shepard used command '/ActSit 1'.
[22:21:51	]Bernard Shepard used command '/ExitAct'.
[22:21:53	]Bernard Shepard used command '/ActSit 6'.
[22:22:02	][IC] C24:UNION:i1.Yellow-60: <:: Şüpheli, 33 ve 63'ten suçlanıyorsun. ::>
[22:22:14	][IC] C24:UNION:i1.Yellow-60: <:: Yargılaman yetkili bir birim tarafından yapılacak. ::>
[22:22:18	][IC] C24:UNION:i1.Yellow-60: <:: Sorgunu ben alacağım. ::>
[22:22:30	][IC] C24:UNION:i1.Yellow-60: <:: Loyalist binasına iznin bulunmadan girmişsin. ::>
[22:22:33	][IC] C24:UNION:i1.Yellow-60: <:: Bunun bir sebebi var mı? ::>
[22:22:48	][IC] Bernard Shepard: Yolumu kaybetmiştim.
[22:22:58	][IC] Bernard Shepard: Şehre yeni geldim.
[22:23:06	][IC] C24:UNION:i1.Yellow-60: <:: Anlaşılabilir. ::>
[22:23:10	][IC] C24:UNION:i1.Yellow-60: <:: Bu sosyal kredini etkileyecek. ::>
[22:23:13	][IC] C24:UNION:i1.Yellow-60: <:: Sonraki sefer dikkatli davran. ::>
[22:23:24	][ME] C24:UNION:i1.Yellow-60: İç cebinden PDA'sını çıkartır ve tuşlara basmaya başlar.
[22:23:29	]C24:UNION:i1.Yellow-60 ran 'Equip' on item 'Combine PDA' (#684)
[22:23:30	][IC] Bernard Shepard: Tamam efendim bana rehberlik edecek birini tanıyormusunuz.
[22:23:35	][IC] Bernard Shepard: Nasıl işe gireceğim.
[22:23:38	][IC] C24:UNION:i1.Yellow-60: <:: Musunuz ayrı yanlız. ::>
[22:23:47	][IC] C24:UNION:i1.Yellow-60: <:: :D. ::>
[22:23:50	][IC] Bernard Shepard: Bane.
[22:23:59	][IC] C24:UNION:i1.Yellow-60: <:: Sivil işçi sendikasında sana uygun bir iş bulabilirsin. ::>
[22:24:07	][IC] Bernard Shepard: Tamamdır efendim.
[22:24:12	][IC] C24:UNION:i1.Yellow-60: <:: Sosyal kredin güncellendi ve düşük sınıf olarak nitelendirildin. ::>
[22:24:16	]Revain has connected.
[22:24:27	][IC] C24:UNION:i1.Yellow-60: <:: İşlevini yerine getirmemeye devam edersen bu durum sosyal kredini etkileyebilir. ::>
[22:24:37	][IC] Bernard Shepard: Tamam efendim.
[22:24:43	][IC] C24:UNION:i1.Yellow-60: <:: Suçlamalar yetkili birim tarafından düşürüldü, nexus dışarısına eskort edileceksin. ::>
