[15:19:52	]Oktawiangr has connected.
[20:46:03	]Bruno White ran 'take' on item 'Sól fizjologiczna' (#7542)
[20:46:03	][IC] Mikhail Popow: Do pompy?
[20:46:04	]Cpl. Benjamin Aschrown closed the 'Skrzynia na przedmioty' #1062 container.
[20:46:06	][ME] Raban Vogt: *jakie tętno?*
[20:46:06	][ME] Jacob Rabe: Zarzuca broń na plecy a następnie wyjmuje nóż bojowy z kabury, łapie mężczyzne za prawą dłoń.
[20:46:07	][RUS] Sawa Ilyin: Boonie, ten medyk coś się mnie chyba pyta
[20:46:07	][IC] Mikhail Popow: 870.
[20:46:08	]Bruno White ran 'combine' on item 'Torba medyczna' (#7278)
[20:46:09	]Bruno White ran 'combine' on item 'Torba medyczna' (#7278)
[20:46:10	][ME] Cpl. Benjamin Aschrown: rzyga.
[20:46:10	]Bruno White ran 'combine' on item 'Torba medyczna' (#7278)
[20:46:10	][ME] Bernard Järvi: Wymiotuje
[20:46:13	]Bruno White ran 'take' on item 'Sól fizjologiczna' (#7542)
[20:46:13	]Bruno White has gained a 'Sól fizjologiczna' #7542.
[20:46:14	][IC] Jacob Rabe: Ostatnia szansa, albo poleje się krew.
[20:46:15	]Cpl. Benjamin Aschrown opened the 'Skrzynka' #1016 container.
[20:46:16	][IC] Mirik Abudayev: Ahhh!
[20:46:17	]Lin loaded the character 'Seymour Wilson'
[20:46:18	]Cpl. Benjamin Aschrown closed the 'Skrzynka' #1016 container.
[20:46:18	]Cpl. Benjamin Aschrown opened the 'Skrzynia na przedmioty' #1061 container.
[20:46:20	][ME] Cpl. Dimitri Samienko: normalne, rytmiczne
[20:46:21	]Cpl. Benjamin Aschrown closed the 'Skrzynia na przedmioty' #1061 container.
[20:46:21	]Bruno White ran 'combine' on item 'Torba medyczna' (#7278)
[20:46:22	]Bruno White ran 'combine' on item 'Torba medyczna' (#7278)
[20:46:23	][IC] Mirik Abudayev: Nie nie, nie rób mi nic.
[20:46:26	][IC] Sawa Ilyin: Ja dobrze.
[20:46:30	][IC] Mikhail Popow: On średnio z angielskim.
[20:46:33	]PFC. Nicolai Alekseev ran 'take' on item 'Pusty kubek' (#7562)
[20:46:33	]PFC. Nicolai Alekseev has gained a 'Pusty kubek' #7562.
[20:46:35	][IC] Mikhail Popow: Ale mogę przetłumaczyć.
[20:46:35	][IC] Mirik Abudayev: Dobra dobra...
[20:46:40	]Seymour Wilson ran 'Equip' on item 'SSG-08' (#7434)
[20:46:43	]Seymour Wilson has lost a 'Magazynek do snajperki 10rnd' #7431.
[20:46:52	]Richard Evans used command '/ActSit 4'.
[20:46:53	]Richard Evans used command '/ExitAct'.
[20:46:53	]Col. Anastasiy Jegorovich opened the 'Skrzynia na przedmioty' #1061 container.
[20:46:56	]Col. Anastasiy Jegorovich closed the 'Skrzynia na przedmioty' #1061 container.
[20:46:56	]Richard Evans used command '/ActSit 1'.
[20:46:57	]Seymour Wilson has given himself a bullets_sniper.
[20:46:57	]Seymour Wilson has gained a 'Amunicja snajperska' #7569.
[20:46:58	]Seymour Wilson entered observer.
[20:46:59	]Seymour Wilson has gained a 'Magazynek do snajperki 10rnd' #7431.
[20:46:59	]Seymour Wilson has lost a 'Magazynek do snajperki 10rnd' #7432.
[20:47:07	]Cpl. Benjamin Aschrown used command '/Radio W kontenerze, dalej w rzece.'.
[20:47:10	][RUS] Sawa Ilyin: Nie zrozumiałem całości. Powiesz co powiedział?
[20:47:21	]Brig. Richard Levittoux used command '/Radio Brygadier do dowództwa, jako nagrodę za misję proponowałbym dla drugiej drużyny kurs języka angielskiego, większość z nich w większości mówi po rosyjsku.'.
[20:47:25	][RUS] Mikhail Popow: Komu służysz się pyta.
[20:47:32	]Boiko Dulkiewicz przeszedł w tryb AFK.
[20:47:33	]Cpl. Benjamin Aschrown used command '/Radio Znaleźliśmy trochę amunicji, zawsze się przyda. Będziemy szli dalej korytem rzeki, po czym wrócimy.'.
[20:47:34	][IC] Jacob Rabe: No? Więc zamieniam się w słuch.
[20:47:37	][RUS] Sawa Ilyin: No ja służę dla Combinatu jako żołnierz.
[20:47:37	]Col. Anastasiy Jegorovich used command '/Radio Hah. Zobaczymy co da się zrobić.'.
[20:47:39	]Seymour Wilson exited observer at their location.
[20:47:40	]Seymour Wilson has gained a 'Magazynek do snajperki 10rnd' #7432.
[20:47:40	]Seymour Wilson has lost a 'Magazynek do snajperki 10rnd' #7431.
[20:47:46	][IC] Mirik Abudayev: Ostatnio został zrobiony pobór do coś ala armii j-jak przed wojną 7 godzinną okej?
[20:47:48	][IC] Mikhail Popow: Mówi że służy dla kombinatu jako żołnierz.
[20:47:56	]Seymour Wilson entered observer.
[20:48:01	]PFC. Nicolai Alekseev has performed the 'Wytwórz Rozłóż kubek' action, gaining 20 experience in crafting.
[20:48:14	]Cpl. Benjamin Aschrown used command '/Radio Jesteśmy pod ostrzałem!'.
[20:48:17	][IC] Jacob Rabe: Dlaczego was tutaj przesłali? Co się stało z Overwatch?
[20:48:19	][RUS] Mikhail Popow: połóż się o własnych siłach, jak nie to on ci pomoże
[20:48:19	]Bernard Järvi opened the 'Skrzynia' #1018 container.
[20:48:22	]Bernard Järvi closed the 'Skrzynia' #1018 container.
[20:48:23	]Brig. Richard Levittoux used command '/Radio Brygadier do kaprala pierwszej drużyny, będziemy do was się kierowali.'.
[20:48:24	][ME] Raban Vogt: sprawdza stan rannego *coś go niepokoi?*
[20:48:28	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6953.
[20:48:28	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6950.
[20:48:30	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6950.
[20:48:30	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6953.
[20:48:32	]Recik opened the 'Skrzynia' #1018 container.
[20:48:34	]Recik closed the 'Skrzynia' #1018 container.
[20:48:42	]Cpl. Benjamin Aschrown used command '/Radio Wrogi snajper jest nami zajęty. Ruszajcie póki możecie!'.
[20:48:45	][ME] Raban Vogt: sprawdza stan rannego. *coś go niepokoi?*
[20:48:46	][RUS] Sawa Ilyin: Ja mogę się kłaść, ale dość mnie to boli, chociaż do wytrzymania. Wczesniej jeszcze w głowie mi się kręciło od tego czadu, ale przeszło, chyba.
[20:48:47	]Seymour Wilson has gained a 'Magazynek do snajperki 10rnd' #7431.
[20:48:47	]Seymour Wilson has lost a 'Magazynek do snajperki 10rnd' #7432.
[20:48:57	][IC] Mirik Abudayev: Mieliśmy sprawdzić co się stało nie daleko takiego tunelu gdzie spłoneło APC.
[20:48:58	]Brig. Richard Levittoux used command '/Radio Gdzie konkretnie?'.
[20:49:04	][IC] Jacob Rabe: Jeszcze niedawno walczyliśmy tylko z tymi "puchami", a od jakiegoś czasu ich nie widać tylko jesteście wy....
[20:49:04	][ME] Cpl. Dimitri Samienko: nie
[20:49:05	]Cpl. Benjamin Aschrown has gained a 'Magazynek do VSK 20rnd' #6912.
[20:49:05	]Cpl. Benjamin Aschrown has lost a 'Magazynek do VSK 20rnd' #6914.
[20:49:14	]Seymour Wilson has gained a 'Magazynek do snajperki 10rnd' #7432.
[20:49:14	]Seymour Wilson has lost a 'Magazynek do snajperki 10rnd' #7433.
[20:49:21	][ME] Jacob Rabe: Kopie mężczyzne w brzuch.
[20:49:24	]Bernard Järvi used command '/Radio Nie mamy pojęcia'.
[20:49:25	][IC] Mirik Abudayev: AAAA!!
[20:49:26	][IC] Jacob Rabe: Gadaj kurwa.
[20:49:30	]Seymour Wilson exited observer at their location.
[20:49:30	][IC] Mikhail Popow: Mówi że może się kłaść... Ale trochę go to boli. Wcześniej mu się w głowie kręciło od tego czadu ale już mu przeszło.
[20:49:31	]Seymour Wilson entered observer.
[20:49:32	]Seymour Wilson exited observer at their location.
[20:49:35	]Cpl. Benjamin Aschrown used command '/Radio Jesteśmy na samym końcu koryta w żółtym kontenerze, nie wiemy skąd do nas napierdala.'.
[20:49:37	][RUS] Mikhail Popow: dobra to się połóż
[20:49:39	][IC] Jacob Rabe: Co się stało z Overwatch?
[20:49:41	][ME] Raban Vogt: stara się wybudzić kaprala lekko trzęsąc go za ramię
[20:49:41	][IC] Mirik Abudayev: T-te puchy jedynie widziałem jak wysiadaliśmy z pociągu.
[20:49:42	]Boiko Dulkiewicz nie jest już AFK. Całkowity czas spędzony AFK:  425
[20:49:44	][IC] Mikhail Popow: Ta.
[20:49:45	]Seymour Wilson entered observer.
[20:49:45	][ME] Raban Vogt: *udaje mu się?*
[20:49:45	][RUS] Cpl. Dimitri Samienko: jeszcze chwile.. daj pospać..
[20:49:48	][IC] Mirik Abudayev: JA NIE WIĘCEJ NIE WIEM!
[20:49:58	]PFC. Nicolai Alekseev ran 'take' on item '9mm Pistol Bullets' (#6968)
[20:49:58	]PFC. Nicolai Alekseev has gained a '9mm Pistol Bullets' #6968.
[20:49:59	][RUS] Mikhail Popow: pamiętasz jakiego koloru były wymioty?
[20:49:59	][IC] Jacob Rabe: Gdzie one są? Planujecie na nas jakąś zasadzkę?
[20:50:01	]Richard Evans used command '/ExitAct'.
[20:50:01	]Seymour Wilson exited observer at their location.
[20:50:04	][ME] Sawa Ilyin: powoli kładzie się, a na jego twarzy wraz z progresem rysuje się coraz większy grymas, chociaż nie wydaje dźwięków
[20:50:04	]Sawa Ilyin used command '/ExitAct'.
[20:50:05	]Cpl. Benjamin Aschrown opened the 'Duża skrzynia' #1017 container.
[20:50:06	][RUS] Cpl. Dimitri Samienko: jeżu.. gdzie ja jestem
[20:50:07	]PFC. Nicolai Alekseev ran 'drop' on item '9mm Pistol Bullets' (#6968)
[20:50:07	]PFC. Nicolai Alekseev has lost a '9mm Pistol Bullets' #6968.
[20:50:08	]Seymour Wilson entered observer.
[20:50:09	]Seymour Wilson exited observer at their location.
[20:50:09	]Sawa Ilyin used command '/ActInjured'.
[20:50:10	]Cpl. Benjamin Aschrown closed the 'Duża skrzynia' #1017 container.
[20:50:11	]Recik exited observer at their location.
[20:50:13	]Seymour Wilson entered observer.
[20:50:13	][IC] Recik: Ognia.
[20:50:14	]Brig. Richard Levittoux used command '/Radio Zostańcie tam, ruszamy, druga drużyna do czerwonego kontenera.'.
[20:50:14	]Bernard Järvi opened the 'Skrzynia' #1018 container.
[20:50:14	][RUS] Cpl. Dimitri Samienko: boili
[20:50:14	]Recik entered observer.
[20:50:15	]Seymour Wilson exited observer at their location.
[20:50:16	][IC] Mirik Abudayev: No naprawdę nie wiem, ja jestem tylko poborowym!
[20:50:16	]Bernard Järvi closed the 'Skrzynia' #1018 container.
[20:50:18	]Seymour Wilson entered observer.
[20:50:19	]Seymour Wilson exited observer at their location.
[20:50:21	][ME] Cpl. Benjamin Aschrown: sprawdza skrzynię.
[20:50:23	][IC] Mirik Abudayev: Proszę wypuść mnie...
[20:50:24	][ME] Bruno White: klęka
[20:50:25	]Boiko Dulkiewicz opened the 'Duża skrzynia' #1017 container.
[20:50:25	]Seymour Wilson entered observer.
[20:50:27	]Boiko Dulkiewicz closed the 'Duża skrzynia' #1017 container.
[20:50:27	]Seymour Wilson has gained a 'Magazynek do snajperki 10rnd' #7433.
[20:50:27	]Seymour Wilson has lost a 'Magazynek do snajperki 10rnd' #7432.
[20:50:28	]Cpl. Benjamin Aschrown opened the 'Duża skrzynia' #1017 container.
[20:50:30	]Cpl. Benjamin Aschrown has gained a 'Biała fedora' #7304 from a container with the name 'Duża skrzynia' #1017.
[20:50:31	][RUS] Sawa Ilyin: No one wciąż są tutaj w koncie po mojej lewej. Ja nie wiem, za ciemno jest.
[20:50:31	][IC] Mikhail Popow: Kapral.
[20:50:32	]Cpl. Benjamin Aschrown closed the 'Duża skrzynia' #1017 container.
[20:50:33	][Y] Jacob Rabe: Szefie! Mamy tutaj cwaniaka co nic nie wie, potrzebna jest pomoc!
[20:50:36	]Bernard Järvi opened the 'Skrzynia' #1018 container.
[20:50:36	][LOOC] Sawa Ilyin: kącie*
[20:50:38	]Bernard Järvi closed the 'Skrzynia' #1018 container.
[20:50:42	][ME] Raban Vogt: łapie dłonią za głowę kaprala, ustawia ją wprost do siebie i latarką sprawdza pracę źrenic
[20:50:46	][IC] Jacob Rabe: Zaczekaj tutaj.
[20:50:46	][IC] Mikhail Popow: Mówi że za ciemno jest.
[20:50:46	][IC] Mirik Abudayev: ALE NAPRAWDĘ NIC NIE WIEM!
[20:50:55	]Seymour Wilson exited observer at their location.
[20:50:56	][RUS] Cpl. Dimitri Samienko: mój oddział.. co z nim
[20:50:56	][IC] Mikhail Popow: By widział. Są w koncie.
[20:50:57	]Jacob Rabe has used a context menu option with the name: rb655_door_open
[20:50:58	][IC] Mikhail Popow: Za tobą.
[20:51:03	]Brig. Richard Levittoux used command '/Radio Niestety, za dużo rannych, cofajcie się jeżeli możecie.'.
[20:51:10	][RUS] Sawa Ilyin: Normalne wymiociny, no co mam powiedzieć. Marchewka czy co...
[20:51:14	]Jacob Rabe has used a context menu option with the name: rb655_door_lock
[20:51:15	]Jacob Rabe has used a context menu option with the name: rb655_door_lock
[20:51:23	]Cpl. Benjamin Aschrown used command '/Radio Nie podchodźcie! Nie ruszajcie do nas! Jest zbyt niebezpiecznie! Jeśli musicie, to nas zostawcie!'.
[20:51:27	][WRUS] PFC. Nicolai Alekseev: Kapralu, gdzie jestesmy, wiesz co my tu robimy?
[20:51:29	][IC] Mikhail Popow: Mówi że kolor... Marchewki? Nie jest pewien ale mówi że chyba normalne.
[20:51:31	]Brig. Richard Levittoux used command '/Radio Kapralu, cofaj się do nas.'.
[20:51:37	][IC] Jacob Rabe: Nie chce ze mną współpracować sir.
[20:51:42	]Boiko Dulkiewicz opened the 'Duża skrzynia' #1017 container.
[20:51:44	]Boiko Dulkiewicz closed the 'Duża skrzynia' #1017 container.
[20:51:47	]Cpl. Benjamin Aschrown used command '/Radio Jeśli ten pajac spuści nas z oka, to uciekniemy spowrotem do stacji benzynowej.'.
[20:51:47	]Boiko Dulkiewicz opened the 'Skrzynia' #1018 container.
[20:51:49	]Boiko Dulkiewicz closed the 'Skrzynia' #1018 container.
[20:51:53	][RUS] Cpl. Dimitri Samienko: nie.. nie pamiętam, dowodziłem drugą grupą.. co z nią?
[20:51:56	][IC] Seymour Wilson: Haha... Dobra, zostaw to mnie.
[20:52:05	][IC] Jacob Rabe: Przynieść coś co będzie potrzebne?
[20:52:05	][Y] Mirik Abudayev: Proszę wypuście mnie!!
[20:52:07	][ME] Cpl. Benjamin Aschrown: nakłada fedorę na karabin.
[20:52:16	]Pavel Brychta has spawned a 'NPC [2567][npc_headcrab_fast]'.
[20:52:21	][IC] Mikhail Popow: Słucham?
[20:52:23	][RUS] Mirik Abudayev: Boże.....
[20:52:24	]Sam'hyde exited observer at their location.
[20:52:26	][RUS] Sawa Ilyin: Co teraz?
[20:52:26	][IC] Richard Evans: ?
[20:52:27	][IC] Mikhail Popow: Trochę.
[20:52:30	][ME] Cpl. Benjamin Aschrown: powolutku, wydając jak najmniej hałasu podchodzi ścianką konteneru do wyjścia.
[20:52:33	][IC] Mikhail Popow: Pyta co teraz.
[20:52:35	][IC] Richard Evans: Tak mam.
[20:52:35	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6953.
[20:52:35	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6950.
[20:52:38	]Pavel Brychta exited observer at their location.
[20:52:41	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6950.
[20:52:41	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6953.
[20:52:43	]Richard Evans ran 'drop' on item 'Szpadel' (#6843)
[20:52:43	]Richard Evans has lost a 'Szpadel' #6843.
[20:52:44	][ME] Raban Vogt: *jak praca źrenic kaprala?*
[20:52:45	]Brig. Richard Levittoux ran 'take' on item 'Szpadel' (#6843)
[20:52:45	]Brig. Richard Levittoux has gained a 'Szpadel' #6843.
[20:52:46	][IC] Seymour Wilson: Hmmm. Może... Baterię. Kable do samochodu. I jakiś duży pręt.
[20:52:47	]Brig. Richard Levittoux ran 'Equip' on item 'Szpadel' (#6843)
[20:52:52	][YCZE] Pavel Brychta: Zajebcie go i tyle!
[20:52:53	][RUS] Mikhail Popow: patrz się w jeden punkt, byle nie na swój brzuch. Okej?
[20:52:53	][ME] Cpl. Dimitri Samienko: działa
[20:52:54	][ME] Bruno White: zdejmuje opatrunek z brzucha
[20:52:57	]Brig. Richard Levittoux ran 'take' on item '9mm Pistol Bullets' (#6968)
[20:52:57	]Brig. Richard Levittoux has gained a '9mm Pistol Bullets' #6968.
[20:53:01	][ME] Cpl. Benjamin Aschrown: wychyla powoli nałożoną na karabinie fedorę, by snajper obrał ją za cel.
[20:53:02	][RUS] Mikhail Popow: patrz w sufir
[20:53:05	][RUS] Sawa Ilyin: No dobra, spróbuje, haha...
[20:53:06	][LOOC] Mikhail Popow: sufit*
[20:53:10	][IC] Seymour Wilson: Spokojnie, Pavel... Na wszystko przyjdzie czas.
[20:53:10	][WRUS] PFC. Nicolai Alekseev: Dalej widzisz ciemnosc?
[20:53:11	][ME] Bruno White: sprawdza co dzieje się z raną
[20:53:14	]Sam'hyde has given himself a audiobook_1Ukraiński.
[20:53:14	]Sam'hyde has gained a 'Naucz się Ukraińskiego - Część 1 - Audiobook' #7570.
[20:53:15	][ME] Seymour Wilson: uśmiecha się pod wąsem.
[20:53:15	]Sam'hyde has given himself a audiobook_4Ukraiński.
[20:53:15	]Sam'hyde has gained a 'Naucz się Ukraińskiego - Część 4 - Audiobook' #7571.
[20:53:15	][IC] Mikhail Popow: Mówi że spróbuje.
[20:53:16	][IC] Jacob Rabe: Mów po ludzku!
[20:53:17	]Sam'hyde has given himself a audiobook_3Ukraiński.
[20:53:17	]Sam'hyde has gained a 'Naucz się Ukraińskiego - Część 3 - Audiobook' #7572.
[20:53:18	]Sam'hyde has given himself a audiobook_2Ukraiński.
[20:53:18	][ME] Sawa Ilyin: patrzy się prosto w sufit nieruszając wzrokiem
[20:53:18	]Sam'hyde has gained a 'Naucz się Ukraińskiego - Część 2 - Audiobook' #7573.
[20:53:19	]Sam'hyde has given himself a audiobook_5Ukraiński.
[20:53:19	]Sam'hyde has gained a 'Naucz się Ukraińskiego - Część 5 - Audiobook' #7574.
[20:53:22	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 1 - Audiobook' (#7570)
[20:53:22	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 4 - Audiobook' (#7571)
[20:53:23	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 3 - Audiobook' (#7572)
[20:53:23	][RUS] Cpl. Dimitri Samienko: sufit.. co tam ma być?
[20:53:23	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 5 - Audiobook' (#7574)
[20:53:25	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 2 - Audiobook' (#7573)
[20:53:25	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 3 - Audiobook' (#7572)
[20:53:26	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 4 - Audiobook' (#7571)
[20:53:27	][IT] Recik: Fedora wychyla się z kontenera.... Ale nic się więcej nie dzieje. Snajper albo ją zignorował albo odpuścił.
[20:53:31	]Sam'hyde ran 'Listen' on item 'Naucz się Ukraińskiego - Część 2 - Audiobook' (#7573)
[20:53:36	][RUS] Mikhail Popow: Uhh poprostu się patrz
[20:53:36	][IC] Jacob Rabe: Dobra, idę po te kable.
[20:53:38	][IC] Seymour Wilson: Dobra. Przynieście mi to, o co prosiłem. Idę pogadać z naszym kolegą.
[20:53:40	][ME] Bruno White: *Jak wygląda rana, krwawi ?*
[20:53:42	]Sam'hyde ran 'drop' on item 'Naucz się Ukraińskiego - Część 3 - Audiobook' (#7572)
[20:53:42	]Sam'hyde has lost a 'Naucz się Ukraińskiego - Część 3 - Audiobook' #7572.
[20:53:42	]Jacob Rabe entered observer.
[20:53:42	]Brig. Richard Levittoux used command '/Radio Kapral pierwszej drużyny, nadal ostrzał?'.
[20:53:42	]Sam'hyde ran 'drop' on item 'Naucz się Ukraińskiego - Część 4 - Audiobook' (#7571)
[20:53:42	]Sam'hyde has lost a 'Naucz się Ukraińskiego - Część 4 - Audiobook' #7571.
[20:53:43	]Sam'hyde ran 'drop' on item 'Naucz się Ukraińskiego - Część 2 - Audiobook' (#7573)
[20:53:43	]Sam'hyde has lost a 'Naucz się Ukraińskiego - Część 2 - Audiobook' #7573.
[20:53:43	]Sam'hyde ran 'drop' on item 'Naucz się Ukraińskiego - Część 5 - Audiobook' (#7574)
[20:53:43	]Sam'hyde has lost a 'Naucz się Ukraińskiego - Część 5 - Audiobook' #7574.
[20:53:44	]Pavel Brychta used command '/CharSetLanguage Hyde ukr'.
[20:53:44	][RUS] Sawa Ilyin: No patrzę!
[20:53:45	][ME] Cpl. Benjamin Aschrown: chowa się spowrotem do kontenera.
[20:53:46	]Sam'hyde has used a context menu option with the name: rb655_dissolve
[20:53:47	]Sam'hyde has used a context menu option with the name: remove
[20:53:48	]env_entity_dissolver destroyed a 'Naucz się Ukraińskiego - Część 4 - Audiobook' #7571.
[20:53:48	]Sam'hyde has used a context menu option with the name: remove
[20:53:48	]Jacob Rabe exited observer at their location.
[20:53:49	][WRUS] PFC. Nicolai Alekseev: Czy cos cie boli?
[20:53:50	]Sam'hyde has used a context menu option with the name: remove
[20:53:51	]Sam'hyde entered observer.
[20:53:52	]Sam'hyde exited observer at their location.
[20:53:53	]Raban Vogt used command '/ActCheck'.
[20:53:54	]Sam'hyde has used a context menu option with the name: remove
[20:53:58	]Jacob Rabe has spawned a junk_battery.
[20:53:59	][UKR] Sam'hyde: Slava kokainum
[20:53:59	]Jacob Rabe ran 'take' on item 'Akumulator' (#7575)
[20:53:59	]Jacob Rabe has gained a 'Akumulator' #7575.
[20:54:04	]Bruno White used command '/CharDesc'.
[20:54:06	]Pavel Brychta entered observer.
[20:54:09	]Pavel Brychta exited observer at their location.
[20:54:09	][IT] Sawa Ilyin: Rana na brzuchu wciąż krwawi. Bandaż jest pełen krwi.
