[16:53:08	]Coloss s'est connecté.
[22:23:52	][IC] Charles Van-Brabant: Effectivement chef.
[22:23:54	]?????! a désactivé le mode observateur à son point d'origine.
[22:23:55	][IC] 1ère cl. Thibault Dubois: RAS l'armoir est vide mon capitaine.
[22:23:58	][ME] Martin Gagnon: tend un énième gilet à l'individu face à lui
[22:23:58	][IC] C13:i2.UNION-287: <:: Histoire que vous posiez votre cul autre part que sur le sol. ::>
[22:24:00	]Martin Gagnon a exécuté 'drop' sur l'article 'Uniforme avec Kevlar vert de Tier 2' (#200854)
[22:24:00	]Martin Gagnon a perdu un 'Uniforme avec Kevlar vert de Tier 2' #200854.
[22:24:00	][IC] C13:i3.XRAY-75: <:: Une fois. ::>
[22:24:01	][ME] Asling Costelo: Se frottes les bras pour évacuez le surplus d'eau.
[22:24:02	][IC] Gordon Volcom: Pas du tout, je me suis assoupi dans l'église après ma présentation. J'étais le dernier du rang.
[22:24:04	]C13:i2.HERO-26 a utilisé la commande '/Radio La visibilité est quasi-nulle.'.
[22:24:05	]Commandant Adolphe Renault a utilisé la commande '/SC 3_10 Charlie, revenez vers le groupe, il commence à faire nuit.'.
[22:24:07	]????? a activé le mode observateur.
[22:24:08	][IC] C13:i3.XRAY-75: <:: En face. ::>
[22:24:08	]????? a désactivé le mode observateur à son point d'origine.
[22:24:08	][IC] Martin Gagnon: Vous vérifierez le troisième.
[22:24:08	]Rusa Douc a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:24:08	][IC] Throx'zin: Vous pouvez appeller ça la vortessence.
[22:24:09	]Commandant Adolphe Renault a utilisé la commande '/SC 3_10'.
[22:24:11	][LOOC] Honoré Montesquiou-Fezensac: J'ai des lags me tire pas dessus
[22:24:11	]C13:i2.UNION-287 a gagné un 'Chargeur USP' #201365.
[22:24:11	]C13:i2.UNION-287 a perdu un 'Chargeur USP' #201381.
[22:24:12	][IC] Charles Van-Brabant: Mhh etrange.
[22:24:13	][IC] Martin Gagnon: Qu'il n'en ai pas un second.
[22:24:13	]Dave McAllen ran SAM command 'asay' with arguments: 'give me this glock'
[22:24:16	][IC] C13:i2.HERO-26: <:: Bougez! ::>
[22:24:16	][IC] Théobald Griaud: Occupez-vous d'aménager un peu tout ça! Qu'on ait de la place !
[22:24:17	]????? a activé le mode observateur.
[22:24:18	][IC] Asling Costelo: Une essence carrément?
[22:24:19	]????? claimed a report by Dave McAllen (Zebra).
[22:24:20	]????? ran SAM command 'goto' with arguments: '#24'
[22:24:22	]Rusa Douc a fermé le stockage 'Grosse caisse en bois' #10541.
[22:24:22	][IC] Martin Gagnon: Ah, vous êtes un autre.
[22:24:23	][IC] Charles Van-Brabant: Bien.
[22:24:25	][IC] Martin Gagnon: Je vous ai confondu.
[22:24:25	]Mathis Kermarec a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:24:26	]C13:i3.XRAY-75 a gagné un 'Chargeur USP' #201527.
[22:24:26	]C13:i3.XRAY-75 a perdu un 'Chargeur USP' #201526.
[22:24:26	]Martin Gagnon a exécuté 'take' sur l'article 'Uniforme avec Kevlar vert de Tier 2' (#200854)
[22:24:26	]Martin Gagnon a gagné un 'Uniforme avec Kevlar vert de Tier 2' #200854.
[22:24:27	][IC] Throx'zin: L'époque ou nous combattions est révolu..
[22:24:29	][ME] Dave McAllen: knelt down to tie his shoe. Hand grabbing something.
[22:24:30	]Commandant Adolphe Renault a utilisé la commande '/Radio Charlie, revenez faire le groupe principal, il commence à faire nuit.'.
[22:24:30	]Mathis Kermarec a gagné un 'Gants' #201676 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:24:32	][IC] Martin Gagnon: Bien bien.
[22:24:33	]C13:i2.HERO-26 a utilisé la commande '/Staff on voit que dalle dehors mdr'.
[22:24:36	]Dave McAllen a utilisé la commande '/ActSit 6'.
[22:24:36	]Mathis Kermarec a gagné un 'Bonnet gris' #201695 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:24:37	]Dave McAllen a utilisé la commande '/ExitAct'.
[22:24:37	][IC] Martin Gagnon: Votre nom ?
[22:24:38	] Capitaine Augustin de Guillebon a utilisé la commande '/Radio Charlie vers Alpha (à transmettre), Après l'inspection de la batisse en détail, la carte montre clairement des signes de vie dans la cité'.
[22:24:38	]Mathis Kermarec a gagné un 'Casque militaire en acier' #201681 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:24:39	]?????! a activé le mode observateur.
[22:24:40	][IC] Charles Van-Brabant: Vous avew recu une tenue supplementaire vous ?
[22:24:42	]?????! a désactivé le mode observateur à son point d'origine.
[22:24:45	]Mathis Kermarec a fermé le stockage 'Grosse caisse en bois' #10541.
[22:24:46	]Philippe Bertna a utilisé la commande '/ActLean 2'.
[22:24:47	][IC] Rusa Douc: Pour l'équipement je peut prendre un caque?
[22:24:48	][IC] Asling Costelo: Ouais je sais, mais j'ai pas réellement compris pourquoi le combat a cessé entre vous et nous.
[22:24:48	][IC] Honoré Montesquiou-Fezensac: Oh.
[22:24:49	][IC] Gordon Volcom: Volcom. Gordon Volcom.
[22:24:50	][LOOC] Charles Van-Brabant: avez*
[22:24:51	]Mathis Kermarec a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:24:53	][ME] C13:i2.UNION-287: viens poser sa fenêtre sur la vitre, sentant légèrement le froid de cette dernière a travers son gant
[22:24:53	][IC] Théobald Griaud: Comme tu dis.
[22:24:54	]Martin Gagnon a utilisé la commande '/Radio En place à l'entrée ?'.
[22:24:57	][IC] 1ère cl. Thibault Dubois: On dirait qu'il sont planifier une attaque.
[22:24:57	]Mathis Kermarec a gagné un 'Manteau noir' #201666 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:24:57	][IC] Thomas Endseson: Le chef m'a équipé comme cela.
[22:24:58	]Mathis Kermarec a fermé le stockage 'Grosse caisse en bois' #10541.
[22:24:59	][LOOC] Rusa Douc: casque*
[22:25:01	][IT] ?????: The glock is covered in rust... It seems like it was here for a long time 
[22:25:01	]Capitaine Alexandre Lambert a utilisé la commande '/Staff pour le glock de mcallen on la pris ou alors il est foutu'.
[22:25:02	][IC] Martin Gagnon: Volcom, mhm.
[22:25:02	][IC] Honoré Montesquiou-Fezensac: Vous pensez qu'il est ici depuis combien de temps ?
[22:25:04	][IC] 1ère cl. Thibault Dubois: Il y a un point en rouge la.
[22:25:05	][DEBUG-WEPBAL] Chance: 0.000; Roll: 0.213; Result: HIT;
[22:25:07	][IC] Asling Costelo: Vous savez c'est trés perturbant de voir vos congénaire enragé et ensuite tous calme aprés quelque années.
[22:25:07	][IC] Martin Gagnon: Je me souviens de votre présentation.
[22:25:07	][IC] Throx'zin: Désormer nous cherchons à libérer nos frères.
[22:25:09	][IC] Commandant Adolphe Renault: CONTACT !
[22:25:13	][WENGLISH] Xin'Fen Duval: So?
[22:25:13	]Mathis Kermarec a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:25:14	][IC] Charles Van-Brabant: Bien.
[22:25:14	][ME] Carmine Durandal: fera un signe de complicité à Dom... 
[22:25:16	][IC] Théobald Griaud: Plusieurs années, au minimum.
[22:25:16	]Mathis Kermarec a transféré un 'Manteau noir' #201666 vers un conteneur nommé 'Grosse caisse en bois' #10541.
[22:25:16	]????? a utilisé la commande '/PM mcallen impossible to use'.
[22:25:17	] Capitaine Augustin de Guillebon a utilisé la commande '/Radio La boite de munitions est vide, impossible de dire si c'est récent ou non, mais on est sur qu'il y a eu des gens ici il y a quelques temps'.
[22:25:17	][IC] Martin Gagnon: Eh bien, vous serez dans le groupe de Charles.
[22:25:18	]Commandant Adolphe Renault a utilisé la commande '/Radio CONTACT !'.
[22:25:20	]Mathis Kermarec a fermé le stockage 'Grosse caisse en bois' #10541.
[22:25:20	] Capitaine Augustin de Guillebon a gagné un 'Chargeur de G3' #201761.
[22:25:20	] Capitaine Augustin de Guillebon a perdu un 'Chargeur de G3' #201760.
[22:25:20	][W] Carmine Durandal: Je vais attirer l'attention...
[22:25:22	][IC] Martin Gagnon: Prenez ce gilet.
[22:25:24	][IC] Théobald Griaud: Pour qu'il soit à l'état de squelette.
[22:25:24	]Dave McAllen a utilisé la commande '/Reply FUCK YOU LOL'.
[22:25:25	]Martin Gagnon a exécuté 'drop' sur l'article 'Uniforme avec Kevlar vert de Tier 2' (#200854)
[22:25:25	]Martin Gagnon a perdu un 'Uniforme avec Kevlar vert de Tier 2' #200854.
[22:25:27	][IC] Charles Van-Brabant: Vous n'avez recu que 1 seul gilet on est d'accord ?
[22:25:27	]Mathis Kermarec a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:25:28	] Capitaine Augustin de Guillebon a utilisé la commande '/Radio position'.
[22:25:30	][ME] Martin Gagnon: dépose un gilet sur la table
[22:25:32	]Mathis Kermarec a gagné un 'Bonnet vert' #201692 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:25:32	][IC] Thomas Endseson: Oui.
[22:25:32	][IC] Cpl. Francis Duval: Position des PAX ?
[22:25:34	]Mathis Kermarec a gagné un 'Pantalon vert foncé' #201651 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:25:34	]Mathis Kermarec a fermé le stockage 'Grosse caisse en bois' #10541.
[22:25:35	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10522.
[22:25:36	][DEBUG-WEPBAL] Chance: 0.000; Roll: 0.792; Result: HIT;
[22:25:37	][IC] Eric Dwaner: AH MERDE.
[22:25:38	][ME] Carmine Durandal: tapera un gros coup contre la porte, se faisant mal au pied...
[22:25:38	][IC] C13:i2.UNION-287: <:: Bien jouer le Rosbif. ::>
[22:25:39	][IC] Charles Van-Brabant: Mhh d'accord.
[22:25:39	]Gordon Volcom a exécuté 'take' sur l'article 'Uniforme avec Kevlar vert de Tier 2' (#200854)
[22:25:39	]Gordon Volcom a gagné un 'Uniforme avec Kevlar vert de Tier 2' #200854.
[22:25:40	][IC] Throx'zin: Une entité très puissantes nous as libérer de nos chaines  il y a fort longtemps...
[22:25:41	]?????! a activé le mode observateur.
[22:25:41	][Y] Carmine Durandal: AIEEEEEEEEEEEEEEEEEE.
[22:25:41	]Dave McAllen a utilisé la commande '/ActStand 3'.
[22:25:41	][IC] C13:i2.UNION-287: <:: T'as tout niqué. ::>
[22:25:42	][LOOC] C13:i2.HERO-26: chairpocalypse
[22:25:43	][IC] Charles Van-Brabant: Aller au portail.
[22:25:43	]Commandant Adolphe Renault a utilisé la commande '/Radio Vers le batiment rouge, une boule de chair au dessus des herbes !'.
[22:25:46	]????? a utilisé la commande '/PM mcallen xp There is a working gun somewhere... I will not say where though'.
[22:25:46	]Martin Gagnon a gagné un 'Popper' #200685 depuis un conteneur nommé 'Grosse caisse en bois' #10522.
[22:25:48	][IC] C13:i2.HERO-26: <:: Il t'arrive quoi, toi? ::>
[22:25:49	]Martin Gagnon a gagné un 'Speedloader de Revolver' #200741 depuis un conteneur nommé 'Grosse caisse en bois' #10522.
[22:25:50	]Martin Gagnon a gagné un 'Speedloader de Revolver' #200740 depuis un conteneur nommé 'Grosse caisse en bois' #10522.
[22:25:50	]Dave McAllen a utilisé la commande '/ExitAct'.
[22:25:51	]Martin Gagnon a gagné un 'Speedloader de Revolver' #200739 depuis un conteneur nommé 'Grosse caisse en bois' #10522.
[22:25:52	]Martin Gagnon a gagné un 'Speedloader de Revolver' #200742 depuis un conteneur nommé 'Grosse caisse en bois' #10522.
[22:25:53	]Mathis Kermarec a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:25:57	][IC] C13:i2.HERO-26: <:: Retourne travailler, connard. ::>
[22:25:58	]Martin Gagnon a exécuté 'combine' sur l'article 'Speedloader de Revolver' (#200742)
[22:25:59	][IC] Throx'zin: Nous ne voulions pas se battre contre vous...
[22:25:59	]Martin Gagnon a exécuté 'combine' sur l'article 'Speedloader de Revolver' (#200741)
[22:26:00	][IC] Xin'Fen Duval: Carmine.
[22:26:00	]Martin Gagnon a exécuté 'combine' sur l'article 'Speedloader de Revolver' (#200740)
[22:26:01	][IC] Carmine Durandal: J'ai- j'ai pas controler ma force désolez...
[22:26:01	]Thomas Endseson a exécuté 'Equip' sur l'article 'MP7A1' (#200683)
[22:26:02	][IC] Xin'Fen Duval: Viens par là.
[22:26:02	]Martin Gagnon a exécuté 'combine' sur l'article 'Speedloader de Revolver' (#200739)
[22:26:02	][IC] Asling Costelo: Ah ouais carrément, une entité qui sait maitriser la vortessence mieux que vous ?
[22:26:03	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10522.
[22:26:04	]????? a désactivé le mode observateur à son point d'origine.
[22:26:05	]Thomas Endseson a perdu un 'Chargeur MP 30' #200753.
[22:26:05	]Commandant Adolphe Renault a utilisé la commande '/Radio A toutes les unités, on se regroupe TOUS vers le magasin CHANGE !'.
[22:26:06	]C13:i2.HERO-26 a utilisé la commande '/Radio Xray, va de l'autre côté de la pièce.'.
[22:26:07	]1ère cl. Frank Henry a utilisé la commande '/Radio Nous devrions partir des hautes herbes'.
[22:26:08	][IC] Eric Dwaner: CHAISE DE MERDE.
[22:26:08	]Thomas Endseson a gagné un 'Chargeur MP 30' #200753.
[22:26:08	]Thomas Endseson a perdu un 'Chargeur MP 30' #200737.
[22:26:09	]Mathis Kermarec a fermé le stockage 'Grosse caisse en bois' #10541.
[22:26:11	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:11	]Commandant Adolphe Renault a gagné un 'Chargeur de G3' #200116.
[22:26:11	]Commandant Adolphe Renault a perdu un 'Chargeur de G3' #200115.
[22:26:11	][IC] Cpl. Francis Duval: Je vais vous croire sur parole par ce que ma lampe ne va pas à plus de 4 mètres.
[22:26:13	][IC] Martin Gagnon: Vous avez une radio sur la table derrière vous et..
[22:26:14	][W] Xin'Fen Duval: Ce putain de glock est rouillé.
[22:26:14	][IC] C13:i2.UNION-287: <:: Commandant. ::>
[22:26:14	]????? ran SAM command 'sethp' with arguments: '???' '3000'
[22:26:14	]1ère cl. Thibault Dubois a utilisé la commande '/Staff il fait sombre de fou la ???'.
[22:26:15	]Thomas Endseson a gagné un 'Chargeur MP 30' #200737.
[22:26:15	]Thomas Endseson a perdu un 'Chargeur MP 30' #200753.
[22:26:15	][IC]  Capitaine Augustin de Guillebon: Allez !
[22:26:18	][IC] Commandant Adolphe Renault: On est pas seul.
[22:26:18	]Thomas Endseson a gagné un 'Chargeur MP 30' #200753.
[22:26:18	]Thomas Endseson a perdu un 'Chargeur MP 30' #200737.
[22:26:20	]C13:i2.HERO-26 a utilisé la commande '/Staff oui on voit que dalle'.
[22:26:22	][IC] Commandant Adolphe Renault: Il y a des choses.
[22:26:24	]?????! a activé le mode observateur.
[22:26:25	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:26	][IC] Martin Gagnon: Ce petit joujoux, fallait pas être en retard.
[22:26:26	]Dave McAllen a utilisé la commande '/ActWindow'.
[22:26:26	][IC] C13:i2.UNION-287: <:: Nous allons surement passer la nuit la dedans, je sais pas forcement ou vous voulez vous poster. ::>
[22:26:27	]?????! a activé le mode observateur.
[22:26:28	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:29	]Mathis Kermarec a utilisé la commande '/ActSit 1'.
[22:26:29	][IC]  Capitaine Augustin de Guillebon: On rentre !
[22:26:29	]?????! a activé le mode observateur.
[22:26:30	]Cpl. Francis Duval a gagné un 'Chargeur de G3' #201405.
[22:26:30	]Cpl. Francis Duval a perdu un 'Chargeur de G3' #201404.
[22:26:31	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:32	]?????! a activé le mode observateur.
[22:26:32	]Dave McAllen a utilisé la commande '/ExitAct'.
[22:26:32	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:33	]1ère cl. Frank Henry a gagné un 'Chargeur de G3' #201850.
[22:26:33	]1ère cl. Frank Henry a perdu un 'Chargeur de G3' #201859.
[22:26:34	]Mathis Kermarec a utilisé la commande '/ExitAct'.
[22:26:35	]????? a activé le mode observateur.
[22:26:35	][IC] C13:i2.UNION-287: <:: J'ai cru comprendre qu'il y avait des choses en effet. ::>
[22:26:37	][ME] Martin Gagnon: dépose un magnum sur la table accompagné de quelque chargeurs
[22:26:37	]Mathis Kermarec a utilisé la commande '/ActSit 1'.
[22:26:37	]?????! a activé le mode observateur.
[22:26:38	][IC] Eric Dwaner: Bon.
[22:26:38	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:40	]?????! a activé le mode observateur.
[22:26:40	]Martin Gagnon a exécuté 'drop' sur l'article 'Popper' (#200685)
[22:26:40	]Martin Gagnon a perdu un 'Popper' #200685.
[22:26:41	][Y] Capitaine Alexandre Lambert: Putain j'ai vu un truc passé!!
[22:26:42	]????? a désactivé le mode observateur à son point d'origine.
[22:26:43	]????? a activé le mode observateur.
[22:26:43	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:45	]Commandant Adolphe Renault a gagné un 'Chargeur de G3' #200115.
[22:26:45	]Commandant Adolphe Renault a perdu un 'Chargeur de G3' #200116.
[22:26:46	][IC] Throx'zin: Nous n'en savons pas plus... Malheuresement mais cette entité nous sauverons certainement vous et moi un jour ou l'autre c'est juste une question de temps.
[22:26:46	]C13:i2.UNION-287 a gagné un 'Chargeur USP' #201381.
[22:26:46	]C13:i2.UNION-287 a perdu un 'Chargeur USP' #201365.
[22:26:48	]????? a désactivé le mode observateur à son point d'origine.
[22:26:48	]Martin Gagnon a exécuté 'drop' sur l'article 'Speedloader de Revolver' (#200741)
[22:26:48	]Martin Gagnon a perdu un 'Speedloader de Revolver' #200741.
[22:26:49	]Martin Gagnon a exécuté 'drop' sur l'article 'Speedloader de Revolver' (#200740)
[22:26:49	]Martin Gagnon a perdu un 'Speedloader de Revolver' #200740.
[22:26:49	][ME] Asling Costelo: middle
[22:26:49	][IC] Charles Van-Brabant: Attendez les instructions ici.
[22:26:49	]Martin Gagnon a exécuté 'drop' sur l'article 'Speedloader de Revolver' (#200739)
[22:26:49	]Martin Gagnon a perdu un 'Speedloader de Revolver' #200739.
[22:26:49	]Cpl. Francis Duval a gagné un 'Chargeur de G3' #201404.
[22:26:49	]Cpl. Francis Duval a perdu un 'Chargeur de G3' #201405.
[22:26:50	]Martin Gagnon a exécuté 'drop' sur l'article 'Speedloader de Revolver' (#200742)
[22:26:50	]Martin Gagnon a perdu un 'Speedloader de Revolver' #200742.
[22:26:51	][Y]  Capitaine Augustin de Guillebon: Aller on rentre !
[22:26:52	]1ère cl. Frank Henry a gagné un 'Chargeur de G3' #201859.
[22:26:52	]1ère cl. Frank Henry a perdu un 'Chargeur de G3' #201850.
[22:26:53	][Y] Eric Dwaner: Foutez tout dans les coins, ça sera plus simple!
[22:26:53	][IC] Thomas Endseson: Ok.
[22:26:54	]?????! a activé le mode observateur.
[22:26:55	][IC] Rusa Douc: Comprios.
[22:26:55	][IC] Martin Gagnon: Servez vous.
[22:26:56	][IC] Commandant Adolphe Renault: Là !
[22:26:56	]????? a activé le mode observateur.
[22:26:56	]?????! a désactivé le mode observateur à son point d'origine.
[22:26:57	][ME] Gordon Volcom: semble impressioné
[22:26:57	][IC]  Capitaine Augustin de Guillebon: Faut pas rester là.
[22:27:00	]Mathis Kermarec a utilisé la commande '/ExitAct'.
[22:27:04	][IC] Asling Costelo: Quel genre d'entité?
[22:27:04	]Rusa Douc a perdu un 'Chargeur de Mini-14' #200718.
[22:27:05	]1ère cl. Frank Henry a gagné un 'Chargeur de G3' #201850.
[22:27:05	]1ère cl. Frank Henry a perdu un 'Chargeur de G3' #201859.
[22:27:08	][IC] Eric Dwaner: Faites de la place pour la Garde!
[22:27:08	]Gordon Volcom a exécuté 'take' sur l'article 'Popper' (#200685)
[22:27:08	]Gordon Volcom a gagné un 'Popper' #200685.
[22:27:09	][ENGLISH] Xin'Fen Duval: Yo Dave you don't know how to put furniture or what?
[22:27:09	]Gordon Volcom a exécuté 'take' sur l'article 'Speedloader de Revolver' (#200741)
[22:27:09	]Gordon Volcom a gagné un 'Speedloader de Revolver' #200741.
[22:27:10	]Gordon Volcom a exécuté 'take' sur l'article 'Speedloader de Revolver' (#200740)
[22:27:10	]Gordon Volcom a gagné un 'Speedloader de Revolver' #200740.
[22:27:11	]?????! a activé le mode observateur.
[22:27:11	]Gordon Volcom a exécuté 'take' sur l'article 'Speedloader de Revolver' (#200739)
[22:27:11	]Gordon Volcom a gagné un 'Speedloader de Revolver' #200739.
[22:27:12	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.85; rangeSkillMod: 1.20; effRangeMod: 0.92; dodgeMod: 1.00
[22:27:12	][DEBUG-WEPBAL] Chance: 0.469; Roll: 0.360; Result: CRIT;
