[08:31:15	]Neo-Wolffe has connected.
[19:32:51	][IC] C24:i3.KING-58: <:: Ilerlemeye çal-çalışt-tım. ::>
[19:32:55	]'Durman' has used a context menu option with the name: remove
[19:32:57	][Y] C24:i1.TAP-1: <:: YAŞASIN EVRENSEL BİRLİK! ::>
[19:32:58	]'Durman' has spawned a 'Entity [1191][ix_vendor]'.
[19:32:59	][ME] C24:i3.KING-58: aşırı derecede korkmuş gözüküyor
[19:33:01	][ME] C24:RL.KING-2: Elini susması için kaldırır
[19:33:04	][IC] C24:RL.KING-2: <:: Yeterli. ::>
[19:33:04	]'Durman' has used a context menu option with the name: vendor_edit
[19:33:06	]Garrett Foster entered observer.
[19:33:08	]C24:i1.TAP-1 used command '/ActStand 4'.
[19:33:09	][IC] C24:RL.KING-2: <:: Buraya geldin en azından. ::>
[19:33:11	]C24:i5.(X)KING-19 used command '/Radio 10-8'.
[19:33:11	][ME] C24:i3.KING-58: 1 in bağırmasıyla sıçrar ve geri tökezler
[19:33:17	]Chelal Shengör used command '/Radio Hastanede 2. katmı'.
[19:33:17	]HULUSİ KERİM ran 'smoke' on item 'Sigara' (#160650)
[19:33:18	]HULUSİ KERİM ran 'light' on item 'Zippo Çakmak' (#160668)
[19:33:19	][IC] C24:RL.KING-2: <:: Ölmemiş olman bile başarı. ::>
[19:33:21	]Valeria Martin ran 'drop' on item 'Daire Anahtarı' (#161092)
[19:33:21	]Valeria Martin has lost a 'Daire Anahtarı' #161092.
[19:33:23	][IC] C24:RL.KING-2: <:: Seni tebrik ederim. ::>
[19:33:23	]Garrett Foster used command '/Radio Gel gel gel'.
[19:33:27	]Garrett Foster exited observer at their location.
[19:33:28	]Valeria Martin opened the 'Çöp Kutusu' #10264 container.
[19:33:28	][IC] C24:i1.TAP-1: <:: Cesur bir birim. ::>
[19:33:28	]'Durman' has used a context menu option with the name: vendor_edit
[19:33:31	][IC] Garrett Foster: Heh.
[19:33:31	]Valeria Martin has transferred a 'Dükkan Anahtarı' #161091 to a container with the name 'Çöp Kutusu' #10264.
[19:33:32	][IC] Garrett Foster: Burdasın.
[19:33:33	][IC] C24:i3.KING-58: <:: H-ha? ::>
[19:33:34	][IC] Garrett Foster: Konuşabiliriz.
[19:33:35	]Valeria Martin closed the 'Çöp Kutusu' #10264 container.
[19:33:35	][IC] Chelal Shengör: Evet.
[19:33:36	][IC] C24:i1.TAP-1: <:: Hakkında iyi şeyler düşünüyorum. ::>
[19:33:36	][ME] C24:i3.KING-58: şaşırır
[19:33:41	][ME] C24:i3.KING-58: bunun yem olduğunu düşünmeye başlıyor
[19:33:44	][IC] C24:i3.KING-58: <:: Ama. ::>
[19:33:47	][IC] C24:i3.KING-58: <:: Yani. ::>
[19:33:48	][IC] Chelal Shengör: Bulduğum günlük sanırım eski direktöre aitti.
[19:33:51	]deathguard has connected.
[19:33:53	][IC] Chelal Shengör: Katya Sokolov.
[19:33:55	]C24:i3.KING-58 used command '/Radio 10-7'.
[19:33:55	]C24:i3.KING-58 entered observer.
[19:33:56	]'Durman' has used a context menu option with the name: vendor_edit
[19:33:56	]C24:i3.KING-58 exited observer at their location.
[19:33:57	][IC] Chelal Shengör: Tanıyormusunuz?
[19:33:59	]C24:i1.TAP-1 used command '/ExitAct'.
[19:33:59	][LOOC] C24:i3.KING-58: anaın s-
[19:34:00	][IC] Garrett Foster: Evet.
[19:34:04	][IC] Garrett Foster: Eski SEK lideri.
[19:34:05	][IC] C24:i3.KING-58: <:: Biraz zamana ihtiyacım var.. ::>
[19:34:06	]Jaslyiaa UwU (STEAM_0:1:568352116) has disconnected.
[19:34:07	][PICKUP DISPENSER] Rosemary ( Valeria Martin ) picked up an item from the pickup dispenser.
[19:34:07	]Valeria Martin has gained a 'Daire Anahtarı' #162515.
[19:34:08	][IC] Chelal Shengör: Yazılanları özet geçecek olursam.
[19:34:10	]HULUSİ KERİM ran 'take' on item 'Dükkan Anahtarı' (#159770)
[19:34:10	]HULUSİ KERİM has gained a 'Dükkan Anahtarı' #159770.
[19:34:12	]HULUSİ KERİM ran 'take' on item 'Daire Anahtarı' (#151568)
[19:34:12	]HULUSİ KERİM has gained a 'Daire Anahtarı' #151568.
[19:34:27	]Valeria Martin opened the 'Buzdolabı' #10442 container.
[19:34:27	]Valeria Martin closed the 'Buzdolabı' #10442 container.
[19:34:28	]Valeria Martin opened the 'Buzdolabı' #10442 container.
[19:34:30	]Handschar | Leibs has unloaded their "C24:i3.KING-58" character.
[19:34:31	]Valeria Martin closed the 'Buzdolabı' #10442 container.
[19:34:35	][IC] Chelal Shengör: Sanırım yavru bir alfa headcrab bulmuş ve onu gizlice araştırma deposuna koymuş.
[19:34:35	]'Durman' has used a context menu option with the name: vendor_edit
[19:34:37	]Valeria Martin ran 'Use' on item 'Paslı Fırın' (#156740)
[19:34:38	]C24:RL.KING-2 entered observer.
[19:34:39	][IC] Chelal Shengör: Ve ona bir yuva hazırlamış.
[19:34:41	]deathguard loaded the character 'C24:i5.UNION-35'
[19:34:49	][IC] Chelal Shengör: Sonrasında gerekli yerlerle konuşup izin almış sanırım.
[19:34:50	]HULUSİ KERİM ran 'drop' on item 'Daire Anahtarı' (#151568)
[19:34:50	]HULUSİ KERİM has lost a 'Daire Anahtarı' #151568.
[19:34:52	]HULUSİ KERİM ran 'take' on item 'Daire Anahtarı' (#151568)
[19:34:52	]HULUSİ KERİM has gained a 'Daire Anahtarı' #151568.
[19:34:56	]Connie Harbor used command '/ExitAct'.
[19:34:56	]'Durman' entered observer.
[19:34:56	]'Durman' exited observer at their location.
[19:34:58	]'Durman' entered observer.
[19:34:58	]'Durman' exited observer at their location.
[19:34:59	]'Durman' entered observer.
[19:34:59	]'Durman' exited observer at their location.
[19:34:59	][IC] Chelal Shengör: Sonrasında o yavru büyümüş ve yumurtalarda olmuş.
[19:35:00	]'Durman' entered observer.
[19:35:00	]'Durman' exited observer at their location.
[19:35:01	]'Durman' entered observer.
[19:35:01	]'Durman' exited observer at their location.
[19:35:04	]'Durman' entered observer.
[19:35:04	]'Durman' exited observer at their location.
[19:35:07	][IC] Chelal Shengör: Nasıl olduğu kısmı silinmişti.
[19:35:13	]'Durman' has used a context menu option with the name: vendor_edit
[19:35:13	]HULUSİ KERİM ran 'drop' on item 'Daire Anahtarı' (#151568)
[19:35:13	]HULUSİ KERİM has lost a 'Daire Anahtarı' #151568.
[19:35:14	]HULUSİ KERİM ran 'drop' on item 'Dükkan Anahtarı' (#159770)
[19:35:14	]HULUSİ KERİM has lost a 'Dükkan Anahtarı' #159770.
[19:35:15	][IC] Chelal Shengör: Daha doğrusu üzerinde kan vradı.
[19:35:18	]C24:RL.KING-2 exited observer at their location.
[19:35:19	]C24:i1.TAP-1 used command '/Radio REPORT IN'.
[19:35:20	]C24:RL.KING-2 entered observer.
[19:35:23	][IC] Garrett Foster: Alfa headcrab'ler çok tehlikeli.
[19:35:23	]Valeria Martin ran 'drop' on item 'Tencere' (#156783)
[19:35:23	]Valeria Martin has lost a 'Tencere' #156783.
[19:35:26	]Valeria Martin ran 'take' on item 'Tencere' (#156783)
[19:35:26	]Valeria Martin has gained a 'Tencere' #156783.
[19:35:26	][IC] Chelal Shengör: Evet.
[19:35:28	]Valeria Martin ran 'Place' on item 'Tencere' (#156783)
[19:35:28	]Valeria Martin has lost a 'Tencere' #156783.
[19:35:29	]C24:i5.UNION-35 used command '/Radio 10-7'.
[19:35:32	]C24:i1.TAP-1 used command '/Radio 10-4'.
[19:35:37	]C24:i5.(X)KING-19 used command '/Radio Nexus'.
[19:35:38	]deathguard loaded the character 'Muhamed Osmanoglu'
[19:35:39	][IC] Chelal Shengör: Sonrasında bu Katya hanım efendinin özel hayatına dair şeyler vardı.
[19:35:43	]C24:i1.TAP-1 used command '/Radio AKTİF BİRİMLER SKT OLUŞTURSUN'.
[19:35:43	][IC] Garrett Foster: Zehiri bir insanı 1-2 dakikada öldürebilir.
[19:35:44	][IC] Chelal Shengör: Onlarıda anlatmamı istermisiniz.
[19:35:45	]C24:i1.TAP-1 used command '/PTCreate 1'.
[19:35:50	][IC] Garrett Foster: Yavru haliyken bile.
[19:35:53	][IC] Chelal Shengör: Evet.
[19:35:58	][IC] C24:i1.TAP-1: <:: Hoş geldin. ::>
[19:35:59	][IC] C24:i1.TAP-1: <:: Hizmet et. ::>
[19:36:01	][IC] HULUSİ KERİM: Hş.
[19:36:02	][IC] HULUSİ KERİM: Esenlikler.
[19:36:04	]C24:i1.TAP-1 used command '/Radio zırh değişimi'.
[19:36:08	][IC] Garrett Foster: Özel hayatına karışmam.
[19:36:08	]C24:i1.TAP-1 ran 'EquipUn' on item 'Combine Filter' (#162344)
[19:36:09	]C24:i5.(X)KING-19 used command '/PTJoin 1'.
[19:36:10	]'Durman' has used a context menu option with the name: vendor_edit
[19:36:11	]C24:i1.TAP-1 ran 'drop' on item 'Buckshot Shotgun Shells' (#162364)
[19:36:11	]C24:i1.TAP-1 has lost a 'Buckshot Shotgun Shells' #162364.
[19:36:12	][IC] Chelal Shengör: Özel hayatını özet geçicek olursam sanırım bir sivil korumayla ilişkisi varmış ancak gizli tutuyormuş.
[19:36:12	][IC] Valeria Martin: Evin neresi?
[19:36:13	][IC] Muhamed Osmanoglu: Burası neres,.
[19:36:13	]C24:i1.TAP-1 ran 'drop' on item 'Combine Filter' (#162344)
[19:36:13	]C24:i1.TAP-1 has lost a 'Combine Filter' #162344.
[19:36:14	][IC] HULUSİ KERİM: 1 kredi varmı.
[19:36:15	]C24:i1.TAP-1 ran 'Repair' on item 'Hafif Komuta Üniforması' (#157074)
[19:36:17	][ME] Koh'Lach: fazla eğilmeden ilerliyor.
[19:36:18	][IC] HULUSİ KERİM: Ev alcam.
[19:36:22	][IC] Chelal Shengör: Bu headcrablerin annesiniyse.
[19:36:22	][IC] HULUSİ KERİM: Eskı evın anahatarı uymuyo.
[19:36:26	][IC] Chelal Shengör: Bir komuta birimi öldürmüş.
[19:36:27	][IC] Muhamed Osmanoglu: Bu ne.
[19:36:28	]C24:i1.TAP-1 ran 'take' on item 'Buckshot Shotgun Shells' (#162364)
[19:36:28	]C24:i1.TAP-1 has gained a 'Buckshot Shotgun Shells' #162364.
[19:36:31	]C24:i1.TAP-1 ran 'take' on item 'Combine Filter' (#162344)
[19:36:31	]C24:i1.TAP-1 has gained a 'Combine Filter' #162344.
[19:36:31	]Connie Harbor entered observer.
[19:36:33	]C24:i1.TAP-1 ran 'Equip' on item 'Combine Filter' (#162344)
[19:36:33	][IC] Chelal Shengör: Sonrasında intikam için birkaç şey yapmış.
[19:36:35	]C24:i5.(X)KING-19 used command '/Radio KT-1 Kenetleşildi'.
[19:36:36	][IC] Valeria Martin: Tüm kredimi harcadım.
[19:36:40	][IC] HULUSİ KERİM: Damn.
[19:36:42	]S10:SCN-7 used command '/CharDesc'.
[19:36:43	][IC] Chelal Shengör: Komuta biriminin evine yumurtalardan birini bırakmış.
[19:36:44	]ookami has connected.
[19:36:46	][IC] C24:i1.TAP-1: <:: Takip et. ::>
[19:36:48	][ME] Muhamed Osmanoglu: ceplerini kontrol eder
[19:36:52	][IC] Muhamed Osmanoglu: Lan kimliğim yok.
[19:36:54	][IC] Garrett Foster: Eyvah.
[19:36:55	][IC] Chelal Shengör: Hikayeler çok kesik kesik ancak kitabın heryeri kan içindeydi.
[19:36:57	]Connie Harbor has spawned 'models/props_c17/Lockers001a.mdl'.
[19:36:58	]Denizus (STEAM_0:0:117905803) has disconnected.
[19:36:58	][IC] Muhamed Osmanoglu: Biri çarpmış.
[19:36:59	]Muhamed Osmanoglu ran 'drop' on item 'Dikişli Kumaş' (#149210)
[19:36:59	]Muhamed Osmanoglu has lost a 'Dikişli Kumaş' #149210.
[19:37:01	]Connie Harbor has spawned 'models/props_c17/Lockers001a.mdl'.
[19:37:04	]Connie Harbor created a stash (models/props_c17/lockers001a.mdl).
[19:37:04	]Connie Harbor has used a context menu option with the name: ixcreatestash
[19:37:04	][LOOC] HULUSİ KERİM: ben eskı şehirde ev kuponu bulmustum
[19:37:08	][IC] Garrett Foster: Uh o.
[19:37:08	][IC] Chelal Shengör: Sonrasındaysa sanırım o birimle evlenme hayalleri varmış.
[19:37:09	][IC] Garrett Foster: Eyvah!
[19:37:10	]Muhamed Osmanoglu ran 'use' on item 'Basit Kırmızı Hap' (#149207)
[19:37:10	]Muhamed Osmanoglu has updated their Güç short boost target to 3 (current : 4).
[19:37:11	]Muhamed Osmanoglu ran 'use' on item 'Basit Kırmızı Hap' (#149207)
[19:37:11	]Muhamed Osmanoglu has updated their Güç short boost target to 3 (current : 4).
[19:37:11	][IC] Chelal Shengör: Ancak sonrası yok.
[19:37:13	]Connie Harbor has set a stash name to 'Rasyon Bölgesi Deposu'.
[19:37:13	]Connie Harbor has used a context menu option with the name: ixstashsetname
[19:37:16	][IC] C24:i1.TAP-1: <:: Yeni kılavuz. ::>
[19:37:17	][IC] Chelal Shengör: Tam yazarken acil bir işi çıkmış sanırım.
[19:37:21	][IC] C24:i1.TAP-1: <:: Birazdan döküman. ::>
[19:37:23	][IC] Chelal Shengör: Hatta hayal değil plan yapmışlar.
[19:37:23	][IC] C24:i1.TAP-1: <:: Gelecek. ::>
[19:37:24	][IC] Muhamed Osmanoglu: Burası neresi  lan.
[19:37:29	][IC] C24:i5.(X)KING-19: <:: Sanırım burdan. ::>
[19:37:33	][IC] Garrett Foster: Anladı.
[19:37:34	][IC] Garrett Foster: Bu arada.
[19:37:35	][IC] Chelal Shengör: Önceki lidere ne oldu buarada?
[19:37:35	]Connie Harbor has used a context menu option with the name: clientprop
[19:37:36	][IC] Garrett Foster: Gel.
[19:37:46	]HULUSİ KERİM has gained a 'Plastik Kova' #162516.
[19:37:53	][LOOC] Chelal Shengör: lahmacunum buz oldu
[19:37:54	]'Durman' has used a context menu option with the name: vendor_edit
[19:37:58	][IC] Muhamed Osmanoglu: Neredeyim lan ven.
[19:38:14	][IC] Garrett Foster: Sen şuanlık burada kal.
[19:38:15	]Connie Harbor exited observer at their location.
[19:38:17	][IC] Chelal Shengör: Evet.
[19:38:21	]S10:SCN-7 used command '/Radio king;1;9;REWARD NOTICE'.
[19:38:21	]HULUSİ KERİM has gained a 'Boş Süt Kartonu' #162517.
[19:38:25	][IC] Garrett Foster: SEK yeri bulunmadı daha.
[19:38:27	][LOOC] Chelal Shengör: yemek yicem abi sen git revanyo gelsin
[19:38:29	][IC] C24:i1.TAP-1: <:: Sek. ::>
[19:38:29	]HULUSİ KERİM ran 'drop' on item 'Boş Süt Kartonu' (#162517)
[19:38:29	]HULUSİ KERİM has lost a 'Boş Süt Kartonu' #162517.
[19:38:31	][IC] C24:i1.TAP-1: <:: Için. ::>
[19:38:31	]HULUSİ KERİM ran 'drop' on item 'Plastik Kova' (#162516)
[19:38:31	]HULUSİ KERİM has lost a 'Plastik Kova' #162516.
[19:38:32	][IC] Chelal Shengör: Evet buyrun.
[19:38:35	][IC] C24:i1.TAP-1: <:: Farklı bir yer yok. ::>
[19:38:38	]Muhamed Osmanoglu has gained level 10 in the Hız skill.
[19:38:40	][IC] Garrett Foster: Medikalde kalcak.
[19:38:42	][IC] C24:i1.TAP-1: <:: Artık araştırma birliğinin yerinde duracaksınız. ::>
[19:38:44	][IC] Garrett Foster: Büyük ihtimalle.
[19:38:45	][IC] C24:i1.TAP-1: <:: Aynen. ::>
[19:38:46	][LOOC] Chelal Shengör: enis bakarız belki dedi
[19:38:46	][IC] Muhamed Osmanoglu: Burası nereye gidiyoki.
[19:38:49	][IC] Chelal Shengör: Tamam sorun değil.
[19:38:55	][IC] HULUSİ KERİM: Gel etrafı dolaşalım.
[19:38:56	][IC] Chelal Shengör: Araştırma birliği umarım büyüktür.
[19:39:00	][IC] C24:i1.TAP-1: <:: Aynen. ::>
[19:39:03	][IC] Chelal Shengör: Çünkü çok fazla sığması gereken eşya var.
[19:39:06	][IC] Connie Harbor: Hah.
[19:39:07	][IC] Chelal Shengör: Ben biraz mola vericem.
[19:39:08	][IC] Connie Harbor: Garip bir heykel.
[19:39:10	][IC] Chelal Shengör: Size kolay gelsin.
[19:39:13	][IC] Garrett Foster: Sağol.
[19:39:21	]'Durman' has used a context menu option with the name: vendor_edit
[19:39:26	]ookami loaded the character 'Ivan  Andrey'
[19:39:29	]Chelal Shengör used command '/ActDown 2'.
[19:39:43	]Handschar | Leibs has gone afk.
[19:39:47	]Valeria Martin ran 'take' on item 'Dikişli Kumaş' (#149210)
[19:39:47	]Valeria Martin has gained a 'Dikişli Kumaş' #149210.
[19:39:47	][IC] HULUSİ KERİM: Esenlikler.
[19:39:51	]Glunar has unloaded their "'Durman'" character.
[19:39:53	]Connie Harbor has gained level 6 in the Hız skill.
[19:39:54	]Glunar loaded the character 'S10/OWS.LEADER-99'
[19:39:58	]S10/OWS.LEADER-99 entered observer.
[19:40:00	]C24:RL.KING-2 exited observer at their location.
[19:40:01	]S10/OWS.LEADER-99 exited observer at their location.
[19:40:01	][ME] HULUSİ KERİM: el sallar
[19:40:01	]S10/OWS.LEADER-99 entered observer.
[19:40:02	]S10/OWS.LEADER-99 exited observer at their location.
[19:40:02	]C24:RL.KING-2 entered observer.
[19:40:04	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:40:11	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:40:13	][IC] C24:i1.TAP-1: <:: Galiba tek gideceksin. ::>
[19:40:16	][IC] C24:i1.TAP-1: <:: 10-7 vereceğim. ::>
[19:40:24	][IC] Muhamed Osmanoglu: Neredeyim ben.
[19:40:26	][IC] C24:i5.(X)KING-19: <:: Tamam, plazada olurum büyük ihtimalle. ::>
[19:40:27	]Garrett Foster entered observer.
[19:40:27	][IC] HULUSİ KERİM: El sallamanı ıstıyo sanrm.
[19:40:29	][IC] C24:i5.(X)KING-19: <:: Bilmiyorum buraları. ::>
[19:40:30	]C24:i1.TAP-1 used command '/PTLead 19'.
[19:40:31	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:40:33	][IC] Valeria Martin: Hey.
[19:40:34	]C24:i1.TAP-1 used command '/PTLeave'.
[19:40:34	][IC] Muhamed Osmanoglu: Kayboldum gibi.
[19:40:38	]Muhamed Osmanoglu opened the 'Gecekondu Kişisel Depo' stash.
[19:40:38	]buqi has unloaded their "C24:i1.TAP-1" character.
[19:40:39	]Muhamed Osmanoglu closed the 'Gecekondu Kişisel Depo' stash.
[19:40:41	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:40:44	]C24:i5.(X)KING-19 used command '/PTLeave'.
[19:40:44	][ME] Valeria Martin: elini havaya kaldırarak sallar
[19:40:45	]buqi loaded the character 'Jack Downed'
[19:40:52	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:41:07	]S10:SCN-7 used command '/Datafile Muhamed Osmanoglu'.
[19:41:07	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:41:08	]Garrett Foster exited observer at their location.
[19:41:08	]Jack Downed used command '/Broadcast Yeni şehir 24 sakinlerine duyurulur, Eski şehirde dükkanları kalan vatandaşlarımızın tekrardan dükkan başvurusu yapabilirler.'.
[19:41:11	]Jack Downed entered observer.
[19:41:14	][IC] Garrett Foster: Hassiktir!
[19:41:20	][IC] Garrett Foster: ÖLDÜN MÜ?
[19:41:23	]S10/OWS.LEADER-99 used the 'Vendor' vendor.
[19:41:26	]Connie Harbor used command '/ActSit 3'.
[19:41:29	][IC] Garrett Foster: HEY.
[19:41:30	][IC] Garrett Foster: UYAN.
[19:41:32	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:41:35	]Chelal Shengör used command '/ToggleRaise'.
[19:41:36	][IC] Garrett Foster: ..
[19:41:38	][IC] Chelal Shengör: He.
[19:41:39	]Chelal Shengör used command '/ToggleRaise'.
[19:41:40	]Chelal Shengör used command '/ToggleRaise'.
[19:41:41	]S10:SCN-7 used command '/Datafile Muhamed Osmanoglu'.
[19:41:41	]Chelal Shengör used command '/ToggleRaise'.
[19:41:43	]HULUSİ KERİM ran 'take' on item 'Daire Anahtarı' (#151568)
[19:41:43	]HULUSİ KERİM has gained a 'Daire Anahtarı' #151568.
[19:41:45	][IC] Garrett Foster: Oh.
[19:41:47	][LOOC] Chelal Shengör: yemek yiyom abi salsana amk
[19:41:53	][IC] Muhamed Osmanoglu: Bu niye beni takip ediyo.
[19:41:53	][IC] Chelal Shengör: Dinleniyorum.
[19:41:53	]S10:SCN-7 used command '/WaypointAdd B.O.L 150 BLUE'.
[19:41:55	][IC] Chelal Shengör: Biraz.
[19:41:56	][IC] Garrett Foster: Pekala.
[19:41:58	]HULUSİ KERİM ran 'take' on item 'Dükkan Anahtarı' (#159770)
[19:41:58	]HULUSİ KERİM has gained a 'Dükkan Anahtarı' #159770.
[19:41:59	][IC] Garrett Foster: Headcrab yolda.
[19:41:59	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:42:02	][IC] Chelal Shengör: Tamamdır.
[19:42:02	][IC] Garrett Foster: Geldi gelcek.
[19:42:03	][IC] HULUSİ KERİM: Dükkanı.
[19:42:05	][IC] Chelal Shengör: Almaya giderim.
[19:42:07	][IC] Chelal Shengör: Tren garına.
[19:42:07	][IC] HULUSİ KERİM: Geri alayım.
[19:42:10	][IC] Muhamed Osmanoglu: Şu arası neresiki.
[19:42:10	]S10/OWS.LEADER-99 has used a context menu option with the name: vendor_edit
[19:42:11	][IC] Garrett Foster: Sen git hatta.
[19:42:13	]Jack Downed used command '/Broadcast Sivil korumalarımızı şehirde gezerken görebilirsiniz.'.
[19:42:13	][IC] Garrett Foster: Istiyorsan.
[19:42:18	][IC] Garrett Foster: Ona göre açılır kapsülü.
[19:42:22	][LOOC] Chelal Shengör: lan gitde yemek yiyim öyle gidip ozaman
[19:42:23	]S10:SCN-7 used command '/Datafile Muhamed Osmanoglu'.
[19:42:24	][IC] Connie Harbor: W.
[19:42:26	]Jack Downed used command '/Broadcast Yaşasın evrensel birlik!'.
[19:42:26	][IC] Chelal Shengör: Bi 10 dakikaya.
[19:42:28	][IC] Chelal Shengör: Giderim.
[19:42:29	]HULUSİ KERİM is fully healed.
[19:42:32	][Y] Garrett Foster: Hadi görüşürüz.
[19:42:34	][ME] Chelal Shengör: Horlar
[19:42:35	][IC] HULUSİ KERİM: Nerden başvurucaz.
[19:42:38	][IC] HULUSİ KERİM: Dükkan ıcın.
[19:42:38	]Connie Harbor used command '/ExitAct'.
[19:42:40	]Garrett Foster entered observer.
[19:42:40	][IC] HULUSİ KERİM: Kolay gelsın.
[19:42:44	][IC] C24:i5.(X)KING-19: <:: Ben cidden bilmiyorum. ::>
[19:42:46	]Connie Harbor entered observer.
[19:42:48	][IC] C24:i5.(X)KING-19: <:: Yeni görev yerim. ::>
[19:42:53	][IC] HULUSİ KERİM: Anladım.
[19:42:59	]S10:SCN-7 used command '/Radio Subject;Muhammed Osmanoglu;B.O.L Ve Anti-Sivil olarak işaretlenmiş durumda görsel paylaşılacak'.
[19:43:00	]Glunar has unloaded their "S10/OWS.LEADER-99" character.
[19:43:01	]Jack Downed used command '/BroadcastIt Yayın cihazını kapatmaya çalışır, fakat kapatamaz.'.
[19:43:08	]Glunar loaded the character 'C24:i1.VICTOR-88'
[19:43:11	]C24:i1.VICTOR-88 entered observer.
[19:43:19	]Jack Downed used command '/BroadcastMe Jack downed konuştuğunu duyuyorsunuz: Ya bunu nasıl kapatacağım..'.
