[13:28:08	]DavşanAbi has connected.
[18:53:31	]Kasuga Fruga ran 'Use' on item '20 Kredi Kuponu' (#39137)
[18:53:32	]Frederic Schopenhauer ran 'Use' on item '20 Kredi Kuponu' (#42131)
[18:53:32	][IC] Hans Woods: Uçan yazı.
[18:53:32	]Aleksander  Jovanovic ran SAM command 'asay' with arguments: 'admin gelsene bi aga'
[18:53:33	]Reginhard  Klaus  Wulfden ran 'drop' on item 'Araba Aküsü' (#42062)
[18:53:33	]Reginhard  Klaus  Wulfden has lost a 'Araba Aküsü' #42062.
[18:53:34	]Kasuga Fruga has used a coupon at a ration dispenser, gaining 20 credits.
[18:53:35	]Reginhard  Klaus  Wulfden ran 'drop' on item 'Bitki Saksısı' (#42063)
[18:53:35	]Reginhard  Klaus  Wulfden has lost a 'Bitki Saksısı' #42063.
[18:53:36	]Reginhard  Klaus  Wulfden ran 'split' on item 'Plastik Çöp' (#40715)
[18:53:36	]Reginhard  Klaus  Wulfden has gained a 'Plastik Çöp' #42143.
[18:53:37	]Enistein claimed a report by Aleksander  Jovanovic (Ellie Williams).
[18:53:38	]Enistein ran SAM command 'goto' with arguments: '#8'
[18:53:38	]Vasile Grigore ran 'take' on item 'Yeşil Direnişçi Üniforması' (#42142)
[18:53:38	]Vasile Grigore has gained a 'Yeşil Direnişçi Üniforması' #42142.
[18:53:39	][IC] Enistein: <.
[18:53:39	]Vasile Grigore ran 'take' on item 'Bandaj Rulosu' (#42140)
[18:53:39	]Vasile Grigore has gained a 'Bandaj Rulosu' #42140.
[18:53:40	]Enistein exited observer at their location.
[18:53:41	]Vasile Grigore ran 'take' on item 'Geliştirilmiş Mavi Hap' (#42141)
[18:53:41	]Vasile Grigore has gained a 'Geliştirilmiş Mavi Hap' #42141.
[18:53:41	]AIRWATCH is no longer afk. Total time spent AFK: 475
[18:53:44	]Kasuga Fruga ran 'Equip' on item 'Bavul' (#37917)
[18:53:49	][IC] Daniel Reynolds: Sen.
[18:53:51	]Enistein has removed static text: table: 0xa1aa49fa
[18:53:51	]Enistein used command '/SceneTextRemove'.
[18:53:52	][IC] Daniel Reynolds: O cüce değilmisin.
[18:53:53	]Jerry Lawyer ran 'take' on item 'Araba Aküsü' (#42062)
[18:53:53	]Jerry Lawyer has gained a 'Araba Aküsü' #42062.
[18:53:56	]Enistein entered observer.
[18:54:03	][IC] Daniel Reynolds: Ulan cüce senin yüzünden asansör bozuldu.
[18:54:09	][IC] Frederic Schopenhauer: Evet.
[18:54:11	][IC] Oscar Davis: Evet.
[18:54:14	][IC] Frederic Schopenhauer: Iyiyim.
[18:54:16	][IC] Hans Woods: Selamın aleyküm.
[18:54:16	][IC] Oscar Davis: Ama.
[18:54:18	][IC] Daniel Reynolds: Sk beyyy.
[18:54:20	][IC] Oscar Davis: Benim yüzümden değil.
[18:54:22	][IC] C24:i1.HELIX-12: <:: Evet. ::>
[18:54:25	][IC] Daniel Reynolds: Bu cüce dün.
[18:54:29	][IC] Frederic Schopenhauer: Uyuyacağım gelmezsen iyi olur.
[18:54:31	][IC] Daniel Reynolds: Asansörü bozmuştu.
[18:54:34	][IC] Daniel Reynolds: Onun yüzünden.
[18:54:35	]Vasile Grigore ran 'take' on item 'Ahşap Tahta' (#42151)
[18:54:35	]Vasile Grigore has gained a 'Ahşap Tahta' #42151.
[18:54:35	][IC] Hans Woods: Iyi geceler.
[18:54:35	][IC] Reginhard  Klaus  Wulfden: Ne cazur cuzur ediyon kardeşç.
[18:54:37	]Hershel Von Shepherd used command '/PM kasuga radyolar nerde'.
[18:54:37	][IC] Daniel Reynolds: Depoya gidememistik.
[18:54:40	][IC] C24:i1.HELIX-12: <:: Sen. ::>
[18:54:41	]civilnetworks.net sadscientist loaded the character 'Alexander Chekov'
[18:54:42	][IC] C24:i1.HELIX-12: <:: Duvara geç. ::>
[18:54:43	][IC] Oscar Davis: Hayır bozmadım efendim asansör çalışıyor.
[18:54:44	][IC] C24:i1.HELIX-12: <:: Şimdi. ::>
[18:54:48	]Kasuga Fruga used command '/ActSit'.
[18:54:50	][Y] Daniel Reynolds: TAMIR EDILDI ÇÜNKÜ.
[18:54:52	][IC] Daniel Reynolds: Seni cüce.
[18:54:57	]C24:i1.HELIX-12 used command '/Radio 647 Tekrardan eğitiliyor'.
[18:54:57	][IC] Hans Woods: Jumpscare.
[18:55:01	]Hershel Von Shepherd used command '/PM kasuga nerden alıuyoruz'.
[18:55:01	][LOOC] Kasuga Fruga: fun rp mi dönüyo şuan ona göre tavır göstercem
[18:55:01	]C24:i1.HELIX-12 has critically hit Oscar Davis dealing 8 damage (CritChance was 1.00).
[18:55:01	]Oscar Davis has taken 7 damage from C24:i1.HELIX-12.
[18:55:02	][IC] Hans Woods: Oneydi?
[18:55:02	]C24:i1.HELIX-12 has critically hit Oscar Davis dealing 8 damage (CritChance was 1.00).
[18:55:02	]Oscar Davis has taken 7 damage from C24:i1.HELIX-12.
[18:55:04	]C24:i1.HELIX-12 has critically hit Oscar Davis dealing 8 damage (CritChance was 1.00).
[18:55:04	]Oscar Davis has taken 7 damage from C24:i1.HELIX-12.
[18:55:05	]C24:i1.HELIX-12 has critically hit Oscar Davis dealing 8 damage (CritChance was 1.00).
[18:55:05	]Oscar Davis has taken 7 damage from C24:i1.HELIX-12.
[18:55:06	]C24:i1.HELIX-12 has critically hit Oscar Davis dealing 8 damage (CritChance was 1.00).
[18:55:06	]Oscar Davis has taken 7 damage from C24:i1.HELIX-12.
[18:55:06	][LOOC] Jerry Lawyer: hayır
[18:55:07	][IC] Hans Woods: Arı mı.
[18:55:07	]deathguard loaded the character 'muhamet sofracıbaşı'
[18:55:09	][LOOC] Oscar Davis: kanıtsız neden dövüyon?
[18:55:10	][ME] Henry Stadtfeld: tişortünü eline sarar ve elinin kanamasını önler
[18:55:11	][ME] C24:i1.HELIX-12: Kişiye bir tane tekme sallar
[18:55:13	]Vasile Grigore ran 'drop' on item 'Yeşil Direnişçi Üniforması' (#42142)
[18:55:13	]Vasile Grigore has lost a 'Yeşil Direnişçi Üniforması' #42142.
[18:55:16	][LOOC] C24:i1.HELIX-12: Beyaz seviye vatandaş
[18:55:19	][IC] C24:i1.HELIX-12: <:: Siktir git buradan. ::>
[18:55:22	]Vasile Grigore ran 'take' on item 'Basit Sarı Hap' (#42153)
[18:55:22	]Vasile Grigore has gained a 'Basit Sarı Hap' #42153.
[18:55:23	][LOOC] Daniel Reynolds: birde zaten bozuktu 
[18:55:23	]muhamet sofracıbaşı ran 'Style' on item 'Hairdresser tools' (#41664)
[18:55:24	]Vasile Grigore ran 'drop' on item 'Askeri Sınıf Devre Kartı' (#41934)
[18:55:24	]Vasile Grigore has lost a 'Askeri Sınıf Devre Kartı' #41934.
[18:55:24	][IC] Reginhard  Klaus  Wulfden: Hemen!
[18:55:26	]Vasile Grigore ran 'combine' on item 'Demir' (#42117)
[18:55:27	]Vasile Grigore ran 'combine' on item 'Demir' (#42090)
[18:55:27	][LOOC] Oscar Davis: yine de klavuzda kanıt olması gerek yazıyor.
[18:55:27	]muhamet sofracıbaşı has taken 1 damage from worldspawn.
[18:55:29	][LOOC] Daniel Reynolds: industrial workerler geldi
[18:55:29	]Vasile Grigore ran 'combine' on item 'Kumaş' (#41876)
[18:55:31	]Reginhard  Klaus  Wulfden ran 'Equip' on item 'Frag Grenade' (#41807)
[18:55:35	]Edward Rocky used command '/PM daniel yok'.
[18:55:37	][LOOC] C24:i1.HELIX-12: Beyazlara kanıt gerekmiyor
[18:55:37	][IC] Hans Woods: Neyy.
[18:55:41	][IC] C24:i1.HELIX-12: <:: Git buradan. ::>
[18:55:44	][IC] Hans Woods: Fena.
[18:55:47	]Edward Rocky used command '/PM kasuga bir gazete çıkarmanı istiyorum ofisime gel'.
[18:55:47	]Hershel Von Shepherd entered observer.
[18:55:48	]Daniel Reynolds used command '/PM rocky e o zaman niye asansörü açtınız'.
[18:55:48	]Hershel Von Shepherd exited observer at their location.
[18:55:48	][IC] Alexander Chekov: Lan.
[18:55:49	][LOOC] Oscar Davis: neyse yolsuzluk yasak değil atarım dmden 
[18:55:51	][IC] Hans Woods: Bura nere.
[18:55:52	]Edward Rocky used command '/PM kasuga CMRU binası'.
[18:55:54	]Hershel Von Shepherd used command '/PM kasuga radyolar nerde'.
[18:55:55	][IC] Oscar Davis: Ugh!
[18:55:56	]Hershel Von Shepherd entered observer.
[18:55:58	]Kasuga Fruga used command '/PM Edward Rocky kanki roldeyim'.
[18:55:58	]Vasile Grigore ran 'drop' on item 'RAVE' (#37404)
[18:55:58	]Vasile Grigore has lost a 'RAVE' #37404.
[18:55:59	]Edward Rocky used command '/PM daniel asansör?'.
[18:55:59	][IC] Hans Woods: Bismillah.
[18:56:02	]Aleksander  Jovanovic used command '/ActSit 1'.
[18:56:03	]Edward Rocky used command '/PM kasuga okey'.
[18:56:04	]Edward Rocky entered observer.
[18:56:06	]Oscar Davis used command '/ActSit'.
[18:56:08	][IC] Reginhard  Klaus  Wulfden: Lokumu açmayayım mı?
[18:56:11	]Hershel Von Shepherd exited observer at their location.
[18:56:12	]Vasile Grigore ran 'take' on item 'Çivi Kutusu' (#42155)
[18:56:12	]Vasile Grigore has gained a 'Çivi Kutusu' #42155.
[18:56:13	]Vasile Grigore ran 'take' on item 'Yapıştırıcı' (#42156)
[18:56:13	]Vasile Grigore has gained a 'Yapıştırıcı' #42156.
[18:56:13	]Edward Rocky ran 'Equip' on item 'Bavul' (#41202)
[18:56:14	][IC] muhamet sofracıbaşı: Selamlar.
[18:56:15	]Oscar Davis used command '/StaticCharActionSet koltukta düzgünce oturuyor.'.
[18:56:15	]Edward Rocky exited observer at their location.
[18:56:16	]civilnetworks.net sadscientist loaded the character 'S10/OWS.GHOST-77'
[18:56:16	]Aleksander  Jovanovic used command '/ExitAct'.
[18:56:17	]Hans Woods used command '/ActSit'.
[18:56:17	]Hershel Von Shepherd ran SAM command 'asay' with arguments: 'victorian pm bak artık'
[18:56:17	]Vasile Grigore ran 'combine' on item 'Çivi Kutusu' (#42011)
[18:56:17	]Daniel Reynolds used command '/PM edward bi dk siz asansörü tamir etmemişmiydiniz'.
[18:56:19	]Hans Woods used command '/ExitAct'.
[18:56:20	]Vasile Grigore ran 'combine' on item 'Plastik Çöp' (#35939)
[18:56:22	]Vasile Grigore ran 'combine' on item 'Plastik Çöp' (#36853)
[18:56:23	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41619.
[18:56:23	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41620.
[18:56:24	]Edward Rocky used command '/PM daniel evet'.
[18:56:24	]Kasuga Fruga ran SAM command 'asay' with arguments: 'radyo mu'
[18:56:26	][IC] Reginhard  Klaus  Wulfden: Hey.
[18:56:28	][IC] Reginhard  Klaus  Wulfden: Özel mülkiyet.
[18:56:29	]Daniel Reynolds used command '/PM rocky tamam'.
[18:56:31	][IC] Hans Woods: Abi 1 liranız varmı.
[18:56:37	]Kasuga Fruga used command '/ExitAct'.
[18:56:39	][IC] Hans Woods: Burdayım.
[18:56:44	][IC] Hans Woods: Nasıl unuttun.
[18:56:44	]Vasile Grigore ran 'take' on item 'Güçlü Yapıştırıcı' (#42162)
[18:56:44	]Vasile Grigore has gained a 'Güçlü Yapıştırıcı' #42162.
[18:56:45	]Vasile Grigore ran 'take' on item 'Demir' (#42161)
[18:56:46	]Vasile Grigore has gained a 'Demir' #42161.
[18:56:47	]Vasile Grigore ran 'take' on item 'Yapıştırıcı' (#42158)
[18:56:47	]Vasile Grigore has gained a 'Yapıştırıcı' #42158.
[18:56:50	]Vasile Grigore ran 'combine' on item 'Güçlü Yapıştırıcı' (#41956)
[18:56:51	]Vasile Grigore ran 'combine' on item 'Güçlü Yapıştırıcı' (#41956)
[18:56:52	]Vasile Grigore ran 'combine' on item 'Yapıştırıcı' (#42120)
[18:56:53	]Vasile Grigore ran 'combine' on item 'Yapıştırıcı' (#42120)
[18:56:55	]Vasile Grigore ran 'combine' on item 'Demir' (#42090)
[18:57:05	]Daniel Reynolds used command '/PM 12 Birde industrial workerler falan geldi sanırsam size haber gitmiş olmalı'.
[18:57:07	][LOOC] muhamet sofracıbaşı: b12 direkt yok 
[18:57:09	]Aleksander  Jovanovic ran 'take' on item 'Plastik Kova' (#42163)
[18:57:09	]Aleksander  Jovanovic has gained a 'Plastik Kova' #42163.
[18:57:09	]Reginhard  Klaus  Wulfden opened the 'Bira Kutusu' stash.
[18:57:10	]Reginhard  Klaus  Wulfden closed the 'Bira Kutusu' stash.
[18:57:11	]Reginhard  Klaus  Wulfden opened the 'Bira Kutusu' stash.
[18:57:12	]Edward Rocky has used a context menu option with the name: rb655_door_unlock
[18:57:12	]Hans Woods ran 'take' on item 'Plastik Levhalar' (#42165)
[18:57:12	]Hans Woods has gained a 'Plastik Levhalar' #42165.
[18:57:13	]Hans Woods ran 'take' on item 'Bez Paçavralar' (#42164)
[18:57:13	]Hans Woods has gained a 'Bez Paçavralar' #42164.
[18:57:15	]Kasuga Fruga ran 'Equip' on item 'Combine PDA' (#29816)
[18:57:15	]C24:i1.HELIX-12 used command '/PM Daniel yok'.
[18:57:17	]Reginhard  Klaus  Wulfden closed the 'Bira Kutusu' stash.
[18:57:17	]Edward Rocky has used a context menu option with the name: rb655_door_lock
[18:57:19	]Aleksander  Jovanovic ran 'drop' on item 'Plastik Kova' (#42163)
[18:57:19	]Aleksander  Jovanovic has lost a 'Plastik Kova' #42163.
[18:57:27	][IC] Reginhard  Klaus  Wulfden: Aa tamam...
[18:57:28	][IC] muhamet sofracıbaşı: Evet.
[18:57:29	]Vasile Grigore has gained a 'Bez Paçavralar' #42166.
[18:57:30	]Daniel Reynolds used command '/PM HELIX Asansör bozuktu, CWU workerler gelip tamir etti'.
[18:57:30	]Aleksander  Jovanovic ran 'take' on item 'Plastik Kova' (#42163)
[18:57:30	]Aleksander  Jovanovic has gained a 'Plastik Kova' #42163.
[18:57:31	]Vasile Grigore has performed the 'Craft Parçala: Kırık Klavye' action, gaining 25 experience in crafting.
[18:57:31	]Edward Rocky has used a context menu option with the name: rb655_door_unlock
[18:57:32	][IC] Hans Woods: Takas.
[18:57:33	][IC] muhamet sofracıbaşı: Tamam.
[18:57:33	]Vasile Grigore has performed the 'Craft Parçala: Kırık Klavye' action, gaining 25 experience in crafting.
[18:57:36	][IC] muhamet sofracıbaşı: Kapalıyız.
[18:57:39	][IC] muhamet sofracıbaşı: Çıkarmısınız.
[18:57:41	][IC] muhamet sofracıbaşı: Evet.
[18:57:44	][IC] Reginhard  Klaus  Wulfden: Baylar çıkar mısınız?
[18:57:46	][IC] muhamet sofracıbaşı: Kapalıyız.
[18:57:49	]Aleksander  Jovanovic ran 'drop' on item 'Plastik Kova' (#42163)
[18:57:49	]Aleksander  Jovanovic has lost a 'Plastik Kova' #42163.
[18:57:53	]Daniel Reynolds used command '/PM 12 oyuncu'.
[18:57:54	]Hans Woods ran 'take' on item 'Plastik Kova' (#42163)
[18:57:54	]Hans Woods has gained a 'Plastik Kova' #42163.
[18:57:54	][IC] S10/OWS.GHOST-77: <:: One. ::>
[18:57:55	][IC] S10/OWS.GHOST-77: <:: Two. ::>
[18:57:57	][IC] S10/OWS.GHOST-77: <:: Three. ::>
[18:57:57	]Daniel Reynolds used command '/PM 12 sadscientist'.
[18:57:59	]S10/OWS.GHOST-77 has critically hit Henry Stadtfeld in the right arm dealing 4 damage (CritChance was 1.01).
[18:57:59	]Henry Stadtfeld has taken 4 damage from S10/OWS.GHOST-77.
[18:57:59	]S10/OWS.GHOST-77 has critically hit Henry Stadtfeld in the chest dealing 16 damage (CritChance was 1.01).
[18:57:59	]Henry Stadtfeld has taken 16 damage from S10/OWS.GHOST-77.
[18:57:59	]S10/OWS.GHOST-77 has critically hit Henry Stadtfeld in the chest dealing 16 damage (CritChance was 1.01).
[18:57:59	]Henry Stadtfeld has taken 16 damage from S10/OWS.GHOST-77.
[18:58:01	][IC] Hans Woods: LA.
[18:58:02	]Daniel Reynolds entered observer.
[18:58:02	]Aleksander  Jovanovic opened the 'Kişisel Depo' stash.
[18:58:03	][IC] Hans Woods: Ykaç.
[18:58:04	]Hershel Von Shepherd has given himself a lrr_mc.
[18:58:05	][IC] muhamet sofracıbaşı: Birini vurdular.
[18:58:05	][IC] Hans Woods: Kaç.
[18:58:06	]Aleksander  Jovanovic closed the 'Kişisel Depo' stash.
[18:58:08	]Aleksander  Jovanovic ran 'Equip' on item 'Spade' (#41049)
[18:58:11	]Hans Woods ran 'take' on item 'Plastik Kova' (#41180)
[18:58:11	]Hans Woods has gained a 'Plastik Kova' #41180.
[18:58:13	]Aleksander  Jovanovic ran 'EquipUn' on item 'Spade' (#41049)
[18:58:19	][IC] Hans Woods: Adam taradı.
[18:58:19	]C24:i1.HELIX-12 entered observer.
[18:58:22	][IC] Reginhard  Klaus  Wulfden: Lokumumu tatmak ister misin?
[18:58:26	]Henry Stadtfeld ran 'take' on item 'Boş Breen'in Suyu' (#41829)
[18:58:26	]Henry Stadtfeld has gained a 'Boş Breen'in Suyu' #41829.
[18:58:30	]Jerry Lawyer has used a context menu option with the name: door_lockunlock
[18:58:32	]Aleksander  Jovanovic opened the 'Kişisel Depo' stash.
[18:58:33	]Jerry Lawyer has used a context menu option with the name: door_lockunlock
[18:58:34	]Aleksander  Jovanovic has lost a 'Spade' #41049.
[18:58:34	]Aleksander  Jovanovic has transferred a 'Spade' #41049 to a container with the name 'Kişisel Depo' #4572.
[18:58:35	]Aleksander  Jovanovic closed the 'Kişisel Depo' stash.
[18:58:36	]Jerry Lawyer has used a context menu option with the name: door_lockunlock
[18:58:37	]Jerry Lawyer has used a context menu option with the name: door_lockunlock
[18:58:38	]Vasile Grigore ran 'combine' on item 'Yapıştırıcı' (#41873)
[18:58:39	]Vasile Grigore ran 'combine' on item 'Yapıştırıcı' (#42120)
[18:58:40	]Daniel Reynolds exited observer at their location.
[18:58:40	]Aleksander  Jovanovic ran 'take' on item 'Boş Breen'in Suyu' (#41185)
[18:58:40	]Aleksander  Jovanovic has gained a 'Boş Breen'in Suyu' #41185.
[18:58:41	]Edward Rocky entered observer.
[18:58:46	]Henry Stadtfeld has gained level 13 in the Hız skill.
[18:58:46	][IC] Hans Woods: Bardak hediye ediyorum.
[18:58:46	]Edward Rocky exited observer at their location.
[18:58:48	]Edward Rocky entered observer.
[18:58:49	]Edward Rocky exited observer at their location.
[18:58:50	]Vasile Grigore has gained a 'Makas' #42167.
[18:58:50	]Aleksander  Jovanovic ran 'take' on item 'Boş Kupa' (#41175)
[18:58:50	]Aleksander  Jovanovic has gained a 'Boş Kupa' #41175.
[18:58:55	]Kasuga Fruga entered observer.
[18:58:56	]civilnetworks.net sadscientist loaded the character 'Alexander Chekov'
[18:58:56	]Kasuga Fruga exited observer at their location.
[18:58:57	][IC] Daniel Reynolds: Kapalımı.
[18:59:00	][IC] Reginhard  Klaus  Wulfden: Ya bi yörüyün gidin!
[18:59:00	][IC] muhamet sofracıbaşı: Tamam.
[18:59:05	][IC] Hans Woods: Lootla.
[18:59:06	]Kasuga Fruga entered observer.
[18:59:06	]Aleksander  Jovanovic ran 'take' on item 'Boş Kupa' (#40195)
[18:59:06	]Aleksander  Jovanovic has gained a 'Boş Kupa' #40195.
[18:59:07	]Aleksander  Jovanovic ran 'take' on item 'Bilgisayar Monitörü' (#40655)
[18:59:07	]Aleksander  Jovanovic has gained a 'Bilgisayar Monitörü' #40655.
[18:59:07	]Muhammed Ali (STEAM_0:0:520241327) has disconnected.
[18:59:08	]Kasuga Fruga exited observer at their location.
[18:59:10	]Aleksander  Jovanovic ran 'take' on item 'Boş Breen'in Suyu' (#40212)
[18:59:10	]Aleksander  Jovanovic has gained a 'Boş Breen'in Suyu' #40212.
[18:59:10	]Enistein exited observer at their location.
[18:59:11	]Aleksander  Jovanovic ran 'take' on item 'Bilgisayar Parçaları' (#40740)
[18:59:11	]Aleksander  Jovanovic has gained a 'Bilgisayar Parçaları' #40740.
[18:59:11	]AIRWATCH has gone afk.
[18:59:12	]Aleksander  Jovanovic ran 'take' on item 'Kırık Klavye' (#40743)
[18:59:12	]Aleksander  Jovanovic has gained a 'Kırık Klavye' #40743.
[18:59:12	][IC] muhamet sofracıbaşı: Kapalıyız lütfen gidermisiniz.
[18:59:15	][IC] Daniel Reynolds: Şey.
[18:59:16	][ME] Hershel Von Shepherd: radyoyu kutudan çıkarır ve kurar
[18:59:19	]Edward Rocky entered observer.
[18:59:19	]Vasile Grigore has gained a 'Dikişli Kumaş' #42168.
[18:59:19	][Y] Daniel Reynolds: Tuvaleti kullanmam gerek.
[18:59:22	]Hershel Von Shepherd has spawned a lrr_mc.
[18:59:27	]Hershel Von Shepherd ran 'take' on item 'Multi-Channel Long-Range Radio' (#42169)
[18:59:30	]Hershel Von Shepherd ran 'setRadioOn' on item 'Multi-Channel Long-Range Radio' (#42169)
[18:59:30	]Jerry Lawyer has used a context menu option with the name: door_lockunlock
[18:59:31	][IC] Reginhard  Klaus  Wulfden: Sen geç...
[18:59:31	]Jerry Lawyer has used a context menu option with the name: door_lockunlock
[18:59:35	][IC] Daniel Reynolds: Bak muhametmisin nesin.
[18:59:37	][IC] Kasuga Fruga: Pekala...
[18:59:38	][IC] Hans Woods: Yarasın.
[18:59:38	]Jerry Lawyer used command '/DoorBuy'.
[18:59:39	]Jerry Lawyer used command '/DoorBuy'.
[18:59:41	]Jerry Lawyer used command '/DoorBuy'.
[18:59:41	]Aleksander  Jovanovic ran 'take' on item 'Boş Breen'in Suyu' (#40798)
[18:59:41	]Aleksander  Jovanovic has gained a 'Boş Breen'in Suyu' #40798.
[18:59:42	][IC] Hans Woods: Oney.
[18:59:42	][IC] Daniel Reynolds: Tuvaleti kullanmam lazım.
[18:59:46	][IC] Hans Woods: Töbe.
[18:59:47	]Kasuga Fruga ran 'setRadioOff' on item 'Multi-Channel Long-Range Radio' (#42169)
[18:59:48	]Kasuga Fruga ran 'setRadioOn' on item 'Multi-Channel Long-Range Radio' (#42169)
[18:59:49	]Edward Rocky exited observer at their location.
[18:59:49	]Aleksander  Jovanovic ran 'Unlock' on item 'Daire Anahtarı' (#40717)
[18:59:49	]Hershel Von Shepherd has used a context menu option with the name: skin
[18:59:50	][IC] muhamet sofracıbaşı: Evinizde tuvalet yokmu.
[18:59:52	]Jerry Lawyer used command '/DoorSetOwnable'.
[18:59:52	]Hershel Von Shepherd has used a context menu option with the name: skin
[18:59:53	]Jerry Lawyer has purchased a door.
[18:59:53	]Jerry Lawyer used command '/DoorBuy'.
[18:59:54	][IC] Daniel Reynolds: Ev uzak.
[18:59:55	]Jerry Lawyer used command '/DoorSetOwnable'.
[18:59:58	][IC] muhamet sofracıbaşı: Kapalıyız.
[19:00:00	]Aleksander  Jovanovic ran 'Lock' on item 'Daire Anahtarı' (#40717)
[19:00:03	][ME] Daniel Reynolds: sıkışır
[19:00:03	][IC] muhamet sofracıbaşı: Bişey yapamam.
[19:00:05	][IC] Reginhard  Klaus  Wulfden: Kilitle artık şu lanet kapıyı.
[19:00:06	][IC] Daniel Reynolds: Hadiii.
[19:00:08	]Aleksander  Jovanovic ran 'drop' on item 'Bilgisayar Monitörü' (#40655)
[19:00:08	]Aleksander  Jovanovic has lost a 'Bilgisayar Monitörü' #40655.
[19:00:08	]Aleksander  Jovanovic ran 'drop' on item 'Kırık Klavye' (#40743)
[19:00:08	]Aleksander  Jovanovic has lost a 'Kırık Klavye' #40743.
[19:00:09	][IC] Daniel Reynolds: Hadiiiiii lann.
[19:00:10	][IC] muhamet sofracıbaşı: Olmaz.
