[14:55:25	]bquits has connected.
[18:47:44	]C45:i1.HELIX-12 has spawned a 'Entity [6053][npc_antlion_burrowed]'.
[18:47:45	]C45:i1.HELIX-12 has spawned a 'Entity [6057][npc_antlion_burrowed]'.
[18:47:46	][LOOC] Martin Rock: ljşedfljşksdaf
[18:47:47	]C45:i1.HELIX-12 has spawned a 'Entity [6134][npc_antlion_burrowed]'.
[18:47:48	]Arthur Kreuzberg ran 'empty' on item 'Su Şişesi' (#63357)
[18:47:53	]Maya Morgan has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:47:53	]Maya Morgan has gained level 39 in the Silahlar skill.
[18:47:53	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:47:53	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:47:54	]Arthur Kreuzberg ran SAM command 'hp' with arguments: '^' '100'
[18:47:57	]Arthur Kreuzberg is fully healed.
[18:47:57	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:47:59	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:48:00	]Martin Rock has lost a '6rnd Popper-Şarjörü' #59443.
[18:48:00	]Martin Rock has gained a '6rnd Popper-Şarjörü' #59447.
[18:48:02	]Arthur Kreuzberg entered observer.
[18:48:04	]Arthur Kreuzberg exited observer at their location.
[18:48:04	]Arthur Kreuzberg entered observer.
[18:48:06	]Arthur Kreuzberg exited observer at their location.
[18:48:08	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61745.
[18:48:08	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61744.
[18:48:10	][IC] Martin Rock: Tam öldürememişsin.
[18:48:11	][IC] Maya Morgan: Salak mısın?
[18:48:11	]Johnny McCannon entered observer.
[18:48:12	]Martin Rock has gained a '6rnd Popper-Şarjörü' #59443.
[18:48:12	]Martin Rock has lost a '6rnd Popper-Şarjörü' #59447.
[18:48:12	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61744.
[18:48:12	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61745.
[18:48:13	]Maya Morgan has gained level 40 in the Silahlar skill.
[18:48:13	]Maya Morgan has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:48:13	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:48:14	]Maya Morgan has hit npc_antlion dealing 10 damage (CritChance was 0.92).
[18:48:14	]Martin Rock has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:48:14	]Martin Rock has critically hit npc_antlion dealing 38 damage (CritChance was 0.92).
[18:48:15	]Martin Rock has gained a '6rnd Popper-Şarjörü' #59447.
[18:48:15	]Martin Rock has lost a '6rnd Popper-Şarjörü' #59442.
[18:48:18	]Tony Miller ran 'drop' on item 'Kızartma tavası' (#55171)
[18:48:18	]Tony Miller has lost a 'Kızartma tavası' #55171.
[18:48:19	]Onurr'. has connected.
[18:48:20	]Tony Miller ran 'take' on item 'Çiğ Antlion Eti' (#63359)
[18:48:20	]Tony Miller has gained a 'Çiğ Antlion Eti' #63359.
[18:48:20	][IC] Martin Rock: Götünü kapacaktı sıkmasaydım.
[18:48:22	]Tony Miller ran 'combine' on item 'Çiğ Antlion Eti' (#63358)
[18:48:23	]Arthur Kreuzberg entered observer.
[18:48:23	]Tony Miller ran 'take' on item 'Kızartma tavası' (#55171)
[18:48:23	]Tony Miller has gained a 'Kızartma tavası' #55171.
[18:48:25	][IC] Martin Rock: Hakaret etmeyi bırak.
[18:48:28	]Arthur Kreuzberg exited observer at their location.
[18:48:28	]Arthur Kreuzberg entered observer.
[18:48:29	]Johnny McCannon ran SAM command 'goto' with arguments: 'micha'
[18:48:29	][IC] Martin Rock: Gelin.
[18:48:30	]Arthur Kreuzberg exited observer at their location.
[18:48:30	]Johnny McCannon exited observer at their location.
[18:48:32	][IC] Johnny McCannon: Gel.
[18:48:35	]Michael Ryan has gained level 25 in the Hız skill.
[18:48:39	]C45:i1.HELIX-12 has used a context menu option with the name: rb655_door_open
[18:48:41	]C45:i1.HELIX-12 has used a context menu option with the name: rb655_door_close
[18:48:42	][IC] Marcus Miller: Lanet olsun.
[18:48:42	][IC] Martin Rock: Bir yatak hazırladım.
[18:48:44	][IC] Maya Morgan: Gerizekalı Arthur.
[18:48:47	][IC] Martin Rock: Ciğerleri çok iyi durumda.
[18:48:49	][IC] Marcus Miller: Mekana gel!
[18:48:50	][IC] Martin Rock: Hap veridm.
[18:48:52	]C45:i1.HELIX-12 has used a context menu option with the name: rb655_door_open
[18:48:52	]Johnny McCannon ran 'drinkquench' on item 'Su Şişesi' (#63314)
[18:48:56	]Johnny McCannon ran 'smoke' on item 'Sigara' (#62621)
[18:48:58	]Johnny McCannon ran 'light' on item 'Zippo Çakmak' (#62624)
[18:48:59	][IC] Marcus Miller: Kimse varmı?
[18:49:04	][IC] Maya Morgan: Uyuyor mu?
[18:49:07	]Michael Ryan ran 'Consume' on item 'Çiğ Antlion Eti' (#61659)
[18:49:07	][IC] Martin Rock: Baygın.
[18:49:11	]Gorgeous Treeman ran 'take' on item 'Siyah tulum pantolonu' (#63319)
[18:49:11	]Gorgeous Treeman has gained a 'Siyah tulum pantolonu' #63319.
[18:49:13	]Arthur Kreuzberg used command '/PM martin duruumu iyi de'.
[18:49:16	]C45:i1.HELIX-12 has used a context menu option with the name: rb655_door_close
[18:49:18	]C45:i1.HELIX-12 has used a context menu option with the name: rb655_door_open
[18:49:20	][IC] Martin Rock: Sırtımda taşıyarak buraya getirdim fakat durumunu iyi yaptım.
[18:49:22	]C45:i1.HELIX-12 has used a context menu option with the name: rb655_door_close
[18:49:23	][IC] Marcus Miller: Bune lan.
[18:49:31	][IC] Martin Rock: Boşver.
[18:49:47	]DavşanAbi has unloaded their "C45:i1.HELIX-12" character.
[18:49:47	][IC] Maya Morgan: Ne zaman uyanacak bu?
[18:49:51	][IC] Maya Morgan: Ne zaman görsem koma halinde denyo.
[18:49:57	]DavşanAbi loaded the character 'Davsan On Duty'
[18:49:59	][IC] Martin Rock: Aile hekimi değilim.
[18:50:00	]Davsan On Duty entered observer.
[18:50:04	]Onurr'. loaded the character 'Onur Yilmaz'
[18:50:05	]Davsan On Duty used command '/CharSetModel Davsan models/Gibs/Fast_Zombie_Torso.mdl'.
[18:50:07	]Arthur Kreuzberg entered observer.
[18:50:10	]Arthur Kreuzberg exited observer at their location.
[18:50:12	]Martin Rock has gained a '6rnd Popper-Şarjörü' #59442.
[18:50:12	]Martin Rock has lost a '6rnd Popper-Şarjörü' #59441.
[18:50:13	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61745.
[18:50:13	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61744.
[18:50:17	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62524.
[18:50:17	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62526.
[18:50:18	][Y] Martin Rock: GEL.
[18:50:18	]Davsan On Duty ran SAM command 'goto' with arguments: 'Arthur'
[18:50:20	][Y] Marcus Miller: Hey sakin!
[18:50:22	]Davsan On Duty exited observer at their location.
[18:50:23	][Y] Martin Rock: Gel.
[18:50:24	]Martin Rock has gained a '6rnd Popper-Şarjörü' #59441.
[18:50:24	]Martin Rock has lost a '6rnd Popper-Şarjörü' #59442.
[18:50:25	]Davsan On Duty entered observer.
[18:50:27	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62526.
[18:50:27	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62524.
[18:50:28	][IC] Michael Ryan: Maya.
[18:50:32	][IC] Martin Rock: Yabancı.
[18:50:33	]Lorex (STEAM_0:1:760945548) has disconnected.
[18:50:34	]Arthur Kreuzberg entered observer.
[18:50:36	][IC] Michael Ryan: Arthura noldu?
[18:50:36	]Arthur Kreuzberg exited observer at their location.
[18:50:37	][IC] Maya Morgan: Kim o Maya diyen?
[18:50:40	][IC] Michael Ryan: Kimden kurtarıyoruz.
[18:50:43	][IC] Maya Morgan: Geberiyor herhalde.
[18:50:43	][IC] Martin Rock: Kafanı patlatacaktım.
[18:50:44	][IC] Martin Rock: Pardon.
[18:50:46	][IC] Maya Morgan: Hasta mı ne anlamadım.
[18:50:47	][IC] Maya Morgan: Yukarda.
[18:50:51	]??????? used command '/CharSetName Davsan ???????'.
[18:51:01	][IC] Johnny McCannon: Durumu pek iyi değil.
[18:51:04	][IC] Martin Rock: Lan bu kim.
[18:51:08	][IC] Marcus Miller: Voooov.
[18:51:11	][IC] Michael Ryan: Beni niye kimse tanımıyo.
[18:51:11	][IC] Martin Rock: LAN DİNGONUN AHIRIMI BURA.
[18:51:15	][IC] Michael Ryan: Seninle önceden tanıştık.
[18:51:20	][IC] Martin Rock: Evimde ne arıyorsunuz ya bu kadar kişi.
[18:51:25	]??????? exited observer at their location.
[18:51:27	][IC] Michael Ryan: Arthura bişey olmuş.
[18:51:27	]??????? entered observer.
[18:51:30	][IC] Michael Ryan: Bende bilmiyorum.
[18:51:30	]Tony Miller opened the 'Buzdolabı' #5645 container.
[18:51:30	][IC] Johnny McCannon: Özür dileriz.
[18:51:33	]Tony Miller closed the 'Buzdolabı' #5645 container.
[18:51:36	][IC] Johnny McCannon: Mayanın arkadaşıyım ben.
[18:51:37	][IC] Martin Rock: Sıkıntı değil dostum.
[18:51:40	]Nesreo has unloaded their "Marcus Miller" character.
[18:51:44	][IC] Martin Rock: Fakat burası dar.
[18:51:46	]Nesreo loaded the character 'Rose Glass'
[18:51:49	][IC] Martin Rock: Bir kaç kişinin çıkması lazım.
[18:51:51	][IC] Maya Morgan: Ya şuna iki üç tekme atsak uyanmaz mı?
[18:51:51	][IC] Johnny McCannon: Çıkayım.
[18:51:54	]Onur Yilmaz ran SAM command 'asay' with arguments: 'evi nasıl satacağım'
[18:51:54	]Onur Yilmaz used command '/Help evi nasıl satacağım'.
[18:51:54	][IC] Martin Rock: Dur.
[18:51:56	]??????? used command '/CharDesc'.
[18:51:58	][LOOC] Michael Ryan: adam hastalıktan ölmese havasızlıktan ölücek amk
[18:51:58	][IC] Martin Rock: Ya da kalın.
[18:52:01	]Rose Glass used command '/Radio Ayakta olan varmı?'.
[18:52:03	]Rose Glass opened the 'Büyük Metal Dolap' #5899 container.
[18:52:04	]Martin Rock used command '/ActCheck'.
[18:52:05	]??????? used command '/CharDesc'.
[18:52:08	][IC] Martin Rock: Hmm.
[18:52:08	]Rose Glass closed the 'Büyük Metal Dolap' #5899 container.
[18:52:08	]Tony Miller used command '/Radio yok'.
[18:52:13	]Maya Morgan used command '/Radio Ben, Arthur'u kurtarmaya geldik'.
[18:52:20	][IT] Martin Rock: durumu şimdi nasıldır?
[18:52:25	]??????? exited observer at their location.
[18:52:26	]Gorgeous Treeman has gained a 'Bilgisayar Parçaları' #63360.
[18:52:26	]Gorgeous Treeman has gained a 'Boş Paket Servis' #63361.
[18:52:27	]??????? entered observer.
[18:52:27	]Rose Glass used command '/Radio Arthur mu? Tanrım neredesiniz?'.
[18:52:32	]sikiok has connected.
[18:52:41	][IT] Arthur Kreuzberg:  Durumu gayet iyi
[18:52:42	]Maya Morgan used command '/Radio Ağaçlık bir alanın içindeki kulübede'.
[18:52:47	]Maya Morgan used command '/Radio Kilisenin yakınlarında'.
[18:52:50	][IT] Martin Rock: kalkabilecekmidir?
[18:52:53	]Rose Glass used command '/Radio orada kalın geliyorum'.
[18:52:54	]Ellie Williams has unloaded their "Tony Miller" character.
[18:52:59	]Ellie Williams loaded the character 'C24:i5.UNION-61'
[18:53:03	][IT] Arthur Kreuzberg: Utc 1 Dakika sonra ayaklanabilir
[18:53:10	][IC] Martin Rock: Hmm.
[18:53:16	][IC] Martin Rock: Biraz beklememiz gerek.
[18:53:18	][IC] Martin Rock: Toparlansın.
[18:53:22	][IC] Martin Rock: Yeni ilaç verdim.
[18:53:22	]Martin Rock used command '/ExitAct'.
[18:53:30	][IC] Martin Rock: Aşşağıya gelin rahat kalsın.
[18:53:33	][IC] Martin Rock: Birazdan ayaklanır.
[18:53:45	][IC] Michael Ryan: Martin bişey sorucam.
[18:53:46	]Emirr' has connected.
[18:53:47	][IC] Martin Rock: Birşeye ihtiyacınız vvarmı.
[18:53:48	][IC] Arthur Kreuzberg: Ah...
[18:53:53	][AltChecker] sikiok joined for the first time, generating new cookie.
[18:53:54	]Rose Glass has gained level 4 in the Hız skill.
[18:53:56	]Rose Glass has gained level 5 in the Hız skill.
[18:53:58	]Martin Rock used command '/ActCheck'.
[18:54:04	][W] Arthur Kreuzberg: Neredeyim?
[18:54:05	][IC] Martin Rock: Iyimisin dostum.
[18:54:11	][W] Martin Rock: Evimde.
[18:54:15	]Lorex has connected.
[18:54:15	][IC] Martin Rock: Sakin ol.
[18:54:25	][ME] Arthur Kreuzberg: gözlerini açmaya başlar
[18:54:27	][IC] Martin Rock: Arkadasın burada.
[18:54:35	][IT] Arthur Kreuzberg: Arthur etrafı bulanık görüyor...
[18:54:37	]Martin Rock used command '/ExitAct'.
[18:54:44	][IC] Maya Morgan: Uyan artık.
[18:54:49	][IT] ???????: Kendini pek iyi hissetmiyorsun
[18:54:49	]Emirr' loaded the character 'Emir Yilmaz'
[18:54:55	][IC] Martin Rock: Bu kadarda gaddar olunmaz.
[18:54:56	][ME] Arthur Kreuzberg: 2 eliyle ayağa kalkmaya çalışır
[18:54:59	][IC] Rose Glass: Şurda bi soluklanayım.
[18:55:00	]Arthur Kreuzberg used command '/ExitAct'.
[18:55:01	]Rose Glass used command '/ActSit'.
[18:55:05	]sikiok (STEAM_0:0:796290286) has disconnected.
[18:55:06	]Arthur Kreuzberg ran 'empty' on item 'Su Şişesi' (#63357)
[18:55:08	]Arthur Kreuzberg ran 'take' on item 'Su Şişesi' (#63357)
[18:55:08	]Arthur Kreuzberg has gained a 'Su Şişesi' #63357.
[18:55:09	]Rose Glass used command '/Radio Yolu yarıladım biraz dinlenip geleceğim.'.
[18:55:10	][IC] Martin Rock: Sudan iç.
[18:55:10	][IC] Gorgeous Treeman: Merhabalar.
[18:55:14	][IC] Martin Rock: Bayadır baygınsın.
[18:55:14	][ME] Arthur Kreuzberg: suyu kafasına diker
[18:55:15	]Emir Yilmaz ran 'take' on item 'Demir' (#63364)
[18:55:15	]Emir Yilmaz has gained a 'Demir' #63364.
[18:55:18	][IT] ???????: Miden bulanıyor ve başınn dönüyor.Böyle bir hissi uzun zamandır hissetmiyorsun..
[18:55:18	][IC] Gorgeous Treeman: Nasıl gidiyor.
[18:55:19	]Arthur Kreuzberg ran 'drop' on item 'Su Şişesi' (#63357)
[18:55:19	]Arthur Kreuzberg has lost a 'Su Şişesi' #63357.
[18:55:21	]Emir Yilmaz ran 'take' on item 'Arıtıcı' (#61974)
[18:55:21	]Emir Yilmaz has gained a 'Arıtıcı' #61974.
[18:55:23	][ME] Rose Glass: çantasından su şişesini çıkartıp bir yudum alır
[18:55:26	][IC] Arthur Kreuzberg: Sağol.
[18:55:26	][IC] Gorgeous Treeman: Iyi bende.
[18:55:26	]Maya Morgan used command '/Radio Tamam, Arthur ayağa kalkmaya çalışıyor. Sağlam bir tokat atmamak için zor duruyorum'.
[18:55:27	]Rose Glass ran 'drinkquench' on item 'Su Şişesi' (#63081)
[18:55:34	]Emir Yilmaz ran 'use' on item 'El Yapımı Bandaj Rulosu' (#63270)
[18:55:34	]Emir Yilmaz has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[18:55:34	]Emir Yilmaz was bandaged by Emir Yilmaz for 11 HP.
[18:55:35	][IC] Gorgeous Treeman: Yaşam şartların nasıl.
[18:55:39	][IC] Rose Glass: Lanet olsun, ne oluyor bana.
[18:55:41	][ME] Arthur Kreuzberg: etrafına bakınır
[18:55:42	][IT] ???????: Bir şeyin seni izlediğini hissediyorsun.
[18:55:43	][ME] Rose Glass: maskesini çıkartır
[18:55:45	][IC] Martin Rock: Umarım daha iyisindir.
[18:55:47	][IC] Gorgeous Treeman: Benimkide.
[18:55:47	]npc_zombie destroyed a 'Eski Lastik' #61117.
[18:55:53	][IC] Gorgeous Treeman: Iş arıyorum.
[18:55:54	][ME] Rose Glass: etrafına bakınır
[18:55:55	]??????? exited observer at their location.
[18:55:57	]??????? entered observer.
[18:56:03	][IC] Martin Rock: Seni ilk baş hırsız sandım.
[18:56:03	][IC] Gorgeous Treeman: Hmm ben birazdan almaya gideceğim.
[18:56:03	]Rose Glass used command '/ExitAct'.
[18:56:07	][IC] Arthur Kreuzberg: Haha.
[18:56:07	][IC] Rose Glass: *Öksürme*.
[18:56:07	][IC] Gorgeous Treeman: Sana verebilirim.
[18:56:09	][IC] Arthur Kreuzberg: Değilim.
[18:56:10	][IC] Martin Rock: Yağmacılardan.
[18:56:15	][IC] Rose Glass: *Öksürme*.
[18:56:15	][IC] Martin Rock: Mutlu oldum.
[18:56:19	]Maya Morgan used command '/ActSit'.
[18:56:21	][IC] Arthur Kreuzberg: Nedense çok rahat nefes alıyorum.
[18:56:21	]Rose Glass used command '/ActSit'.
[18:56:22	][IT] ???????: Tuhaf.Öyle ki seni bir şeyin izlediğine yemin edebilirsin
[18:56:22	][IC] Michael Ryan: Martin bişey sorucam.
[18:56:27	]Rose Glass used command '/ExitAct'.
[18:56:30	][IC] Michael Ryan: Amca nerde biliyormusun?
[18:56:32	][IC] Gorgeous Treeman: Iş iznim olmadığı için alamıyorum.
[18:56:33	]Emir Yilmaz has taken 7 damage from worldspawn.
[18:56:33	][IC] Martin Rock: Bu kadar fazla kişiyken bir soru sormak isterim konumuzdan ayrı ama.
[18:56:35	][IC] Gorgeous Treeman: Bilmiyorum.
[18:56:36	]Emir Yilmaz ran 'take' on item 'Siyah Tulum' (#62790)
[18:56:36	]Emir Yilmaz has gained a 'Siyah Tulum' #62790.
[18:56:36	][W] Rose Glass: Kafayımı yedim ben?
[18:56:39	][IC] Arthur Kreuzberg: Maya sensin değil mİ?
[18:56:44	][IC] Martin Rock: Amca?
[18:56:44	][IC] Maya Morgan: Yok ya, Beth ben.
[18:56:45	][IC] Arthur Kreuzberg: Tam göremiyorum etrafı.
[18:56:49	][ME] Arthur Kreuzberg: gözlerini ovuşturur
[18:56:49	][IC] Gorgeous Treeman: Öyle dedi bir arkadaş bana.
[18:56:54	]Rose Glass used command '/Radio Maya, Sanırım etrafımda biri var'.
[18:56:57	][IT] Arthur Kreuzberg: Arthur artık etrafını görebiliyor
[18:56:59	][IC] Martin Rock: Kardeşimi tanıyan varmı? Joe, Joe Rock.
[18:57:00	]Maya Morgan used command '/Radio Nerdesin tam olarak?'.
[18:57:01	][IC] Arthur Kreuzberg: Maya.
[18:57:01	][IC] Michael Ryan: Adını hala söylemedi amca diye hitap ettiğim irisi vardı.
[18:57:02	]Maya Morgan used command '/ExitAct'.
[18:57:04	]Emir Yilmaz ran 'take' on item 'Hurda Metal' (#63369)
[18:57:04	]Emir Yilmaz has gained a 'Hurda Metal' #63369.
[18:57:05	]Emir Yilmaz ran 'take' on item 'Demir' (#63370)
[18:57:05	]Emir Yilmaz has gained a 'Demir' #63370.
[18:57:06	][IC] Arthur Kreuzberg: Telsizim nerede.
[18:57:06	][W] Rose Glass: Nerdesin seni pislik.
[18:57:07	]Emir Yilmaz ran 'combine' on item 'Demir' (#63364)
[18:57:08	]Emir Yilmaz ran 'combine' on item 'Hurda Metal' (#63279)
[18:57:10	][IC] Gorgeous Treeman: Nerden aldın o işi?
[18:57:10	][IC] Arthur Kreuzberg: Ha.
[18:57:11	][IC] Michael Ryan: Özgür kırım direnişinin lideri.
[18:57:11	][IC] Maya Morgan: Rose tehlikede galiba.
[18:57:12	]Martin Rock ran 'drop' on item 'El Telsizi' (#63340)
[18:57:12	]Martin Rock has lost a 'El Telsizi' #63340.
[18:57:13	]Rose Glass used command '/Radio Kilisenin oradayım'.
[18:57:14	][IC] Maya Morgan: Yolu aaçın.
[18:57:14	][IC] Martin Rock: Buyur.
[18:57:15	]Arthur Kreuzberg ran 'take' on item 'El Telsizi' (#63340)
[18:57:15	]Arthur Kreuzberg has gained a 'El Telsizi' #63340.
[18:57:16	][IC] Rose Glass: *Öksürme*.
[18:57:16	]Arthur Kreuzberg ran 'ToggleOff' on item 'El Telsizi' (#63340)
[18:57:19	][IC] Arthur Kreuzberg: Sağol.
[18:57:21	]??????? exited observer at their location.
[18:57:24	][IC] Arthur Kreuzberg: Sen kimsin.
[18:57:25	]Maya Morgan used command '/ActLean 2'.
[18:57:25	]Michael Ryan used command '/PM martin 9/11 bugünmü'.
[18:57:28	][IC] Martin Rock: Haa komşu.
[18:57:28	]??????? entered observer.
[18:57:28	]C24:i5.UNION-61 used command '/Doorkick'.
[18:57:30	]Martin Rock used command '/PM mich yok yok'.
[18:57:30	]Maya Morgan used command '/Radio Kiliseye geliyorum, bekle'.
[18:57:32	][IC] Rose Glass: Hey.
[18:57:34	][IC] Arthur Kreuzberg: Hey.
[18:57:35	][IC] Martin Rock: Bilmiyorum.
[18:57:35	][Y] Rose Glass: Çık ortaya.
[18:57:37	][IC] Gorgeous Treeman: Ekranlardan.
[18:57:39	][Y] Arthur Kreuzberg: Beni kurtaran kişi.
[18:57:41	][IC] Rose Glass: *Öksürme*.
[18:57:42	][IC] Gorgeous Treeman: Neyse.
[18:57:43	][IC] Arthur Kreuzberg: Silahım nerede?
[18:57:44	]C24:i5.UNION-61 used command '/Doorkick'.
[18:57:44	]Lorex (STEAM_0:1:760945548) has disconnected (timed out).
[18:57:45	][IT] ???????: Başının ağrısı kesildi
[18:57:46	]Emir Yilmaz was knocked unconscious and is bleeding out.
[18:57:46	][IC] Martin Rock: Bilmiyorum.
[18:57:47	]Emir Yilmaz was killed while bleeding out.
[18:57:47	]trigger_hurt has killed Emir Yilmaz with trigger_hurt.
[18:57:47	]Emir Yilmaz has dropped: Yapay Macun (#63229); 1x Yapıştırıcı (#63276); 4x Cam kırıkları (#62975); Kırık Alıcı (#63278); 2x Hurda Metal (#63279); Breen'in Suyu (#63230); Açık Gri Kol Bandı (#62788); Bilgisayar Monitörü (#62886); 2x Demir (#63364); Siyah Tulum (#62790); Bilgisayar Parçaları (#62887); Siyah tulum pantolonu (#62791); 3x Çiğ Headcrab Eti (#59893); Koyu Deri Çizme (#62792); Tıbbi Direnişçi Üniforması (#63272); 2x Geliştirilmiş Kırmızı Hap (#63271); 3x El Yapımı Bandaj Rulosu (#63080); El Feneri (#62907); 1x Arıtıcı (#61974); Kırık Alıcı (#63131);
[18:57:53	][IC] Gorgeous Treeman: Bu herkes ne yapıyor şu.
[18:57:53	][ME] Rose Glass: palasını elinden düşürür
[18:57:55	]Rose Glass ran 'drop' on item 'Cleaver' (#60179)
[18:57:55	]Rose Glass has lost a 'Cleaver' #60179.
[18:57:55	][IC] Martin Rock: Oradayken yoktu.
[18:57:57	][IC] Arthur Kreuzberg: Pekala gidelim.
[18:57:57	][IC] Gorgeous Treeman: Destek masasında?
[18:57:58	][IC] Rose Glass: *Öksürme*.
